Time stamp,Tpy (raw),Tpy (°C),Tpx (raw),Tpx (°C),Tmz (raw),Tmz (°C),Tmx (raw),Tmx (°C),Tpz (raw),Tpz (°C),Vpy (raw),Vpy (mV),Vpx (raw),Vpx (mV),Vmz (raw),Vmz (mV),Vmx (raw),Vmx (mV),Vpz (raw),Vpz (mV),Ipy (raw),Ipy (mA),Ipx (raw),Ipx (mA),Imz (raw),Imz (mA),Imx (raw),Imx (mA),Ipz (raw),Ipz (mA),Vbat (raw),Vbat (V),Ibatt(raw),Ibatt(mA),Tbatt (raw),Tbatt (℃)
0,071A,-13.57,0725,-14.79,072A,-15.34,0715,-13.01,0725,-14.79,035D,1314.1,0338,1257.63,033F,1268.32,0356,1303.42,0340,1269.84,04,18.64,00,0,01,4.66,00,0,03,13.98,9C,3.97,078A,348.26,B7,4.9
10.6,071C,-13.79,0724,-14.68,0725,-14.79,0714,-12.9,0726,-14.9,035F,1317.16,0339,1259.16,0340,1269.84,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9D,3.99,07AE,242.84,B7,4.9
21.2,071E,-14.01,0725,-14.79,0724,-14.68,0715,-13.01,072A,-15.34,035E,1315.63,0338,1257.63,0341,1271.37,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9D,3.99,0797,310.19,B7,4.9
31.8,0721,-14.34,0726,-14.9,0725,-14.79,0717,-13.23,072C,-15.56,035E,1315.63,0338,1257.63,0340,1269.84,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9D,3.99,0797,310.19,B7,4.9
42.4,0722,-14.45,0728,-15.12,0726,-14.9,0716,-13.12,072E,-15.79,035F,1317.16,0338,1257.63,0340,1269.84,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9D,3.99,07AD,245.77,B8,4.52
53,0725,-14.79,072B,-15.45,0728,-15.12,0715,-13.01,0730,-16.01,035E,1315.63,0338,1257.63,0341,1271.37,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,01,4.66,9D,3.99,07B1,234.06,B8,4.52
63.6,0726,-14.9,072E,-15.79,0729,-15.23,0712,-12.68,0731,-16.12,035E,1315.63,0339,1259.16,0340,1269.84,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,01,4.66,9D,3.99,07B0,236.98,B8,4.52
74.2,0726,-14.9,0731,-16.12,072C,-15.56,0712,-12.68,0732,-16.23,035E,1315.63,0338,1257.63,0340,1269.84,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,01,4.66,9C,3.97,0795,316.05,B8,4.52
84.8,0729,-15.23,0733,-16.34,072B,-15.45,0712,-12.68,0734,-16.45,035E,1315.63,0339,1259.16,0340,1269.84,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,01,4.66,9D,3.99,079B,298.48,B8,4.52
95.4,0728,-15.12,0738,-16.9,072A,-15.34,0713,-12.79,0737,-16.79,035E,1315.63,0339,1259.16,0340,1269.84,0357,1304.95,0340,1269.84,04,18.64,00,0,01,4.66,00,0,03,13.98,9D,3.99,0769,444.9,B8,4.52
106,0724,-14.68,0738,-16.9,0729,-15.23,0714,-12.9,0738,-16.9,035E,1315.63,0338,1257.63,0341,1271.37,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9D,3.99,0799,304.34,B8,4.52
116.6,0729,-15.23,0737,-16.79,0728,-15.12,0719,-13.46,073A,-17.12,035F,1317.16,0339,1259.16,033F,1268.32,0357,1304.95,0341,1271.37,04,18.64,00,0,01,4.66,00,0,03,13.98,9B,3.94,0760,471.25,B8,4.52
127.2,0726,-14.9,0735,-16.56,0727,-15.01,0718,-13.35,073E,-17.56,035E,1315.63,0338,1257.63,0340,1269.84,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9D,3.99,07A4,272.12,B8,4.52
137.8,0728,-15.12,0738,-16.9,0726,-14.9,0718,-13.35,073F,-17.67,035E,1315.63,0338,1257.63,0340,1269.84,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9D,3.99,07A6,266.27,B8,4.52
148.4,072A,-15.34,0738,-16.9,0728,-15.12,071A,-13.57,0741,-17.9,035E,1315.63,0338,1257.63,033F,1268.32,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9D,3.99,0795,316.05,B8,4.52
159,072D,-15.68,073B,-17.23,072A,-15.34,0718,-13.35,0742,-18.01,035E,1315.63,0338,1257.63,0340,1269.84,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,01,4.66,9D,3.99,07AE,242.84,B8,4.52
169.6,072F,-15.9,073E,-17.56,072B,-15.45,0716,-13.12,0743,-18.12,035E,1315.63,0338,1257.63,0340,1269.84,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,01,4.66,9D,3.99,07AE,242.84,B8,4.52
180.2,0732,-16.23,0740,-17.78,072F,-15.9,0715,-13.01,0744,-18.23,035E,1315.63,0337,1256.11,0340,1269.84,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9C,3.97,0794,318.98,B8,4.52
190.8,0730,-16.01,0742,-18.01,072E,-15.79,0714,-12.9,0746,-18.45,035F,1317.16,0338,1257.63,033F,1268.32,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,01,4.66,9C,3.97,0762,465.4,B8,4.52
201.4,0731,-16.12,0744,-18.23,072E,-15.79,0715,-13.01,0747,-18.56,035E,1315.63,0338,1257.63,0340,1269.84,0356,1303.42,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9C,3.97,0763,462.47,B8,4.52
212,0730,-16.01,0744,-18.23,072C,-15.56,0717,-13.23,074A,-18.89,035E,1315.63,0339,1259.16,0340,1269.84,0356,1303.42,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9C,3.97,0766,453.68,B9,4.13
