Time stamp,Tpy (raw),Tpy (°C),Tpx (raw),Tpx (°C),Tmz (raw),Tmz (°C),Tmx (raw),Tmx (°C),Tpz (raw),Tpz (°C),Vpy (raw),Vpy (mV),Vpx (raw),Vpx (mV),Vmz (raw),Vmz (mV),Vmx (raw),Vmx (mV),Vpz (raw),Vpz (mV),Ipy (raw),Ipy (mA),Ipx (raw),Ipx (mA),Imz (raw),Imz (mA),Imx (raw),Imx (mA),Ipz (raw),Ipz (mA),Vbat (raw),Vbat (V),Ibatt(raw),Ibatt(mA),Tbatt (raw),Tbatt (℃)
430,069A,0.64,069B,0.53,069A,0.64,0657,8.07,068C,2.19,0D60,5225.89,0D7E,5271.67,0D7D,5270.15,0D99,5312.88,0D68,5238.1,04,18.64,09,41.95,07,32.63,27,181.78,03,13.98,A4,4.17,081E,-85.14,C2,0.69
440,069D,0.3,069A,0.64,0696,1.08,0657,8.07,068E,1.97,0D87,5285.41,0D99,5312.88,0DBF,5370.88,0D84,5280.83,0D90,5299.15,04,18.64,03,13.98,30,223.73,01,4.66,03,13.98,A4,4.17,081D,-82.21,C2,0.69
450,069F,0.08,069A,0.64,0689,2.52,065A,7.74,068F,1.86,0D88,5286.94,0D9B,5315.93,0E02,5473.14,0C87,4894.69,0DCA,5387.67,03,13.98,00,0,35,247.04,00,0,02,9.32,A4,4.17,081F,-88.06,C2,0.69
460,069E,0.19,0699,0.75,0679,4.3,0663,6.74,068D,2.08,0E06,5479.24,0D87,5285.41,0E12,5497.56,0CB0,4957.26,0DD6,5405.98,10,74.58,00,0,29,191.11,00,0,02,9.32,A4,4.17,0826,-108.56,C2,0.69
470,0699,0.75,069B,0.53,0674,4.85,0668,6.19,068A,2.41,0E01,5471.61,0D9A,5314.41,0DF7,5456.35,0DD2,5399.88,0DCA,5387.67,26,177.12,00,0,12,83.9,01,4.66,02,9.32,A4,4.17,0827,-111.49,C2,0.69
480,068D,2.08,069C,0.42,0679,4.3,0666,6.41,0689,2.52,0DE5,5428.88,0DAF,5346.46,0D95,5306.78,0DDF,5419.72,0DB8,5360.2,1B,125.85,00,0,01,4.66,20,149.16,03,13.98,A4,4.17,0825,-105.63,C2,0.69
490,0686,2.86,069C,0.42,0681,3.41,065C,7.52,0688,2.63,0D22,5131.26,0D9B,5315.93,0D61,5227.41,0DBF,5370.88,0D9E,5320.51,03,13.98,04,18.64,01,4.66,2F,219.07,06,27.97,A4,4.17,081E,-85.14,C2,0.69
500,068A,2.41,0699,0.75,0684,3.08,064F,8.96,0688,2.63,0D65,5233.52,0DA5,5331.2,0DD1,5398.35,0DC5,5380.04,0DB5,5355.62,03,13.98,01,4.66,1E,139.83,0F,69.92,05,23.31,A4,4.17,081A,-73.42,C2,0.69
510,068E,1.97,069A,0.64,067A,4.19,064D,9.18,0688,2.63,0D4D,5196.89,0DAC,5341.88,0DFB,5462.45,0D59,5215.2,0DCD,5392.25,03,13.98,00,0,2E,214.41,00,0,04,18.64,A4,4.17,081E,-85.14,C2,0.69
520,0690,1.75,0699,0.75,066A,5.96,0652,8.63,0685,2.97,0D85,5282.36,0DB2,5351.04,0E02,5473.14,0C88,4896.21,0DCF,5395.3,03,13.98,00,0,31,228.39,00,0,03,13.98,A4,4.17,0824,-102.71,C2,0.69
530,0691,1.64,0698,0.86,0660,7.07,0659,7.85,0682,3.3,0DFF,5468.56,0DBD,5367.83,0DFF,5468.56,0D61,5227.41,0DCE,5393.77,18,111.87,00,0,20,149.16,00,0,02,9.32,A4,4.17,082B,-123.2,C2,0.69
540,068B,2.3,0697,0.97,065C,7.52,065F,7.18,0680,3.52,0DF7,5456.35,0DC3,5376.98,0DEE,5442.61,0DDE,5418.19,0DC8,5384.62,1B,125.85,01,4.66,15,97.88,08,37.29,03,13.98,A4,4.17,0828,-114.42,C2,0.69
550,0681,3.41,0696,1.08,065C,7.52,0656,8.18,067F,3.63,0DC9,5386.14,0DB9,5361.72,0DDB,5413.61,0DDA,5412.09,0DC5,5380.04,08,37.29,01,4.66,13,88.56,17,107.21,05,23.31,A4,4.17,081F,-88.06,C1,1.07
560,0680,3.52,0697,0.97,065C,7.52,0651,8.74,067C,3.97,0D73,5254.88,0DAB,5340.35,0DD9,5410.56,0DD6,5405.98,0DC5,5380.04,03,13.98,00,0,19,116.53,18,111.87,06,27.97,A4,4.17,081E,-85.14,C1,1.07
570,0682,3.3,0698,0.86,0651,8.74,0647,9.85,0678,4.41,0D39,5166.36,0D86,5283.88,0DDC,5415.14,0DB1,5349.51,0DC5,5380.04,03,13.98,00,0,2C,205.09,03,13.98,07,32.63,A4,4.17,0819,-70.49,C1,1.07
580,0684,3.08,0699,0.75,0645,10.07,0645,10.07,0675,4.74,0D78,5262.52,0D98,5311.36,0DD9,5410.56,0D6C,5244.2,0DBB,5364.77,03,13.98,00,0,30,223.73,00,0,06,27.97,A4,4.17,0822,-96.85,C1,1.07
590,0689,2.52,0699,0.75,063C,11.07,0647,9.85,0673,4.97,0DD9,5410.56,0DAF,5346.46,0DDE,5418.19,0D8B,5291.51,0DB8,5360.2,10,74.58,01,4.66,23,163.14,00,0,04,18.64,A4,4.17,0828,-114.42,C1,1.07
600,0684,3.08,0697,0.97,0634,11.96,0649,9.63,0672,5.08,0DD8,5409.04,0DB6,5357.14,0DDD,5416.67,0DCD,5392.25,0DB4,5354.09,0E,65.26,02,9.32,19,116.53,08,37.29,03,13.98,A4,4.17,0823,-99.78,C1,1.07
610,0682,3.3,0696,1.08,0631,12.29,0644,10.18,0672,5.08,0D86,5283.88,0DAA,5338.83,0DD1,5398.35,0DC1,5373.93,0DB0,5347.99,03,13.98,01,4.66,1D,135.17,0E,65.26,04,18.64,A4,4.17,0822,-96.85,C1,1.07
620,0681,3.41,0695,1.19,062A,13.07,0640,10.63,0671,5.19,0D7F,5273.2,0D80,5274.73,0DC4,5378.51,0DA6,5332.72,0DAE,5344.93,03,13.98,00,0,27,181.78,04,18.64,06,27.97,A4,4.17,0818,-67.57,C1,1.07
630,0682,3.3,0697,0.97,061F,14.29,063F,10.74,066E,5.52,0D5C,5219.78,0D32,5155.68,0DC1,5373.93,0D1F,5126.68,0DA3,5328.14,03,13.98,00,0,30,223.73,00,0,06,27.97,A4,4.17,0817,-64.64,C1,1.07
640,0685,2.97,069C,0.42,0617,15.17,0644,10.18,066D,5.63,0DBA,5363.25,0D78,5262.52,0DC2,5375.46,0D31,5154.15,0DA0,5323.57,0E,65.26,00,0,27,181.78,00,0,04,18.64,A4,4.17,081E,-85.14,C1,1.07
650,0682,3.3,069D,0.3,0611,15.84,0647,9.85,066C,5.74,0DD9,5410.56,0D66,5235.04,0DD1,5398.35,0D1D,5123.63,0D9A,5314.41,22,158.48,00,0,16,102.54,00,0,02,9.32,A4,4.17,0822,-96.85,C1,1.07
660,067C,3.97,069F,0.08,060F,16.06,064B,9.4,066D,5.63,0DD7,5407.51,0D9E,5320.51,0DC0,5372.41,0DB8,5360.2,0D86,5283.88,22,158.48,00,0,0E,65.26,07,32.63,02,9.32,A4,4.17,0824,-102.71,C1,1.07
670,0674,4.85,069E,0.19,060E,16.17,0647,9.85,066F,5.41,0DB6,5357.14,0DAC,5341.88,0DBA,5363.25,0DBE,5369.35,0D83,5279.3,0A,46.61,05,23.31,0F,69.92,18,111.87,02,9.32,A4,4.17,0822,-96.85,C1,1.07
680,0672,5.08,069B,0.53,060C,16.4,063F,10.74,066F,5.41,0D76,5259.46,0DA3,5328.14,0DB4,5354.09,0DB2,5351.04,0D88,5286.94,03,13.98,06,27.97,17,107.21,14,93.22,02,9.32,A4,4.17,081D,-82.21,C1,1.07
690,0674,4.85,069B,0.53,0606,17.06,063B,11.18,0671,5.19,0D85,5282.36,0D73,5254.88,0D9C,5317.46,0D58,5213.68,0D7E,5271.67,09,41.95,02,9.32,27,181.78,00,0,05,23.31,A4,4.17,081B,-76.35,C1,1.07
700,0674,4.85,069B,0.53,05FE,17.95,063F,10.74,0671,5.19,0D94,5305.25,0DAC,5341.88,0DB4,5354.09,0D43,5181.62,0D95,5306.78,05,23.31,0F,69.92,20,149.16,00,0,05,23.31,A4,4.17,0817,-64.64,C1,1.07
710,0672,5.08,0696,1.08,05F5,18.95,0642,10.4,0670,5.3,0DB9,5361.72,0DC0,5372.41,0DBB,5364.77,0D79,5264.04,0D9B,5315.93,10,74.58,1F,144.49,13,88.56,00,0,03,13.98,A4,4.17,081C,-79.28,C1,1.07
720,0671,5.19,0690,1.75,05F1,19.39,0644,10.18,066F,5.41,0DD9,5410.56,0DA3,5328.14,0DB9,5361.72,0D4D,5196.89,0D9D,5318.99,28,186.44,01,4.66,09,41.95,00,0,02,9.32,A4,4.17,081F,-88.06,C1,1.07
730,0668,6.19,0692,1.53,05F0,19.5,0646,9.96,0670,5.3,0DCA,5387.67,0D87,5285.41,0DAC,5341.88,0D9F,5322.04,0D92,5302.2,28,186.44,00,0,0A,46.61,04,18.64,03,13.98,A4,4.17,0822,-96.85,C1,1.07
740,0664,6.63,0692,1.53,05F0,19.5,0646,9.96,0670,5.3,0DC2,5375.46,0DA7,5334.25,0DAB,5340.35,0DB5,5355.62,0D97,5309.83,16,102.54,04,18.64,08,37.29,13,88.56,03,13.98,A4,4.17,081F,-88.06,C1,1.07
750,065F,7.18,068F,1.86,05EF,19.61,063C,11.07,0672,5.08,0D6F,5248.78,0DA2,5326.62,0DA3,5328.14,0DA9,5337.3,0D90,5299.15,03,13.98,0A,46.61,0E,65.26,17,107.21,05,23.31,A4,4.17,0819,-70.49,C1,1.07
760,0661,6.96,068E,1.97,05EA,20.17,0638,11.51,0672,5.08,0D77,5260.99,0D65,5233.52,0D7F,5273.2,0D57,5212.15,0D6E,5247.25,0E,65.26,04,18.64,1C,130.51,02,9.32,08,37.29,A4,4.17,0817,-64.64,C1,1.07
770,0661,6.96,068F,1.86,05E5,20.72,063B,11.18,0672,5.08,0D8A,5289.99,0DA1,5325.09,0D99,5312.88,0D55,5209.1,0D8B,5291.51,08,37.29,17,107.21,13,88.56,00,0,07,32.63,A4,4.17,0816,-61.71,C1,1.07
780,0660,7.07,068A,2.41,05E0,21.28,063F,10.74,0671,5.19,0D44,5183.15,0DC7,5383.09,0DB3,5352.56,0D79,5264.04,0DA5,5331.2,03,13.98,26,177.12,0B,51.27,00,0,04,18.64,A4,4.17,081C,-79.28,C1,1.07
790,0661,6.96,0682,3.3,05DB,21.83,063F,10.74,0670,5.3,0DAE,5344.93,0DBD,5367.83,0DA9,5337.3,0D53,5206.04,0D9F,5322.04,0B,51.27,1A,121.19,0F,69.92,00,0,05,23.31,A4,4.17,081C,-79.28,C1,1.07
800,0661,6.96,067E,3.74,05D5,22.5,0641,10.51,066F,5.41,0DAE,5344.93,0D63,5230.46,0D9D,5318.99,0CE7,5041.21,0D94,5305.25,1E,139.83,00,0,13,88.56,00,0,07,32.63,A4,4.17,081A,-73.42,C1,1.07
810,065D,7.41,0680,3.52,05CC,23.5,0645,10.07,066E,5.52,0D7E,5271.67,0D83,5279.3,0D9B,5315.93,0D91,5300.67,0D88,5286.94,05,23.31,03,13.98,15,97.88,10,74.58,06,27.97,A4,4.17,0816,-61.71,C1,1.07
820,065C,7.52,0680,3.52,05C8,23.94,0643,10.29,066C,5.74,0D5C,5219.78,0D5E,5222.83,0D7C,5268.62,0D7B,5267.09,0D67,5236.57,06,27.97,04,18.64,19,116.53,1A,121.19,06,27.97,A4,4.17,0811,-47.07,C1,1.07
830,065F,7.18,0681,3.41,05C5,24.27,063F,10.74,066D,5.63,0D54,5207.57,0D37,5163.31,0D5E,5222.83,0D52,5204.52,0D4C,5195.36,0B,51.27,01,4.66,1C,130.51,0A,46.61,06,27.97,A4,4.17,0811,-47.07,C1,1.07
840,0660,7.07,0683,3.19,05C1,24.72,0640,10.63,066E,5.52,0D2B,5144.99,0D06,5088.52,0D3E,5173.99,0D02,5082.42,0D28,5140.42,0B,51.27,00,0,23,163.14,00,0,08,37.29,A4,4.17,0813,-52.92,C1,1.07
850,0660,7.07,0685,2.97,05BF,24.94,0644,10.18,066F,5.41,0D45,5184.68,0D69,5239.62,0D6B,5242.67,0D2D,5148.05,0D54,5207.57,05,23.31,13,88.56,1A,121.19,00,0,06,27.97,A5,4.2,0819,-70.49,C0,1.45
860,0660,7.07,0683,3.19,05BB,25.38,0648,9.74,0670,5.3,0D22,5131.26,0D84,5280.83,0D82,5277.78,0D23,5132.78,0D69,5239.62,03,13.98,17,107.21,18,111.87,00,0,05,23.31,A4,4.17,081C,-79.28,C0,1.45
870,0663,6.74,0681,3.41,05B3,26.27,064B,9.4,066F,5.41,0CFA,5070.21,0D64,5231.99,0D70,5250.31,0CF4,5061.05,0D5F,5224.36,03,13.98,0B,51.27,21,153.82,00,0,07,32.63,A4,4.17,0816,-61.71,C0,1.45
880,0666,6.41,0681,3.41,05AB,27.16,064E,9.07,066D,5.63,0D01,5080.89,0D22,5131.26,0D5D,5221.31,0CB1,4958.79,0D45,5184.68,03,13.98,01,4.66,2C,205.09,00,0,08,37.29,A4,4.17,0811,-47.07,C0,1.45
890,0669,6.08,0684,3.08,05A4,27.94,0652,8.63,066C,5.74,0D22,5131.26,0D27,5138.89,0D55,5209.1,0D13,5108.36,0D3B,5169.41,04,18.64,02,9.32,2C,205.09,00,0,07,32.63,A4,4.17,080E,-38.28,C0,1.45
900,066C,5.74,0686,2.86,05A0,28.38,0654,8.41,066B,5.85,0D2D,5148.05,0D23,5132.78,0D4E,5198.41,0D2E,5149.57,0D2E,5149.57,06,27.97,01,4.66,24,167.8,05,23.31,05,23.31,A4,4.17,080E,-38.28,C0,1.45
910,066E,5.52,0689,2.52,059D,28.71,0656,8.18,066C,5.74,0D0F,5102.26,0CFF,5077.84,0D2E,5149.57,0D15,5111.42,0D11,5105.31,09,41.95,01,4.66,29,191.11,0B,51.27,06,27.97,A4,4.17,0810,-44.14,C0,1.45
920,066E,5.52,068A,2.41,059B,28.94,0655,8.29,066C,5.74,0D32,5155.68,0D17,5114.47,0D49,5190.78,0D38,5164.84,0D2B,5144.99,07,32.63,00,0,1E,139.83,0B,51.27,04,18.64,A5,4.2,0814,-55.85,C0,1.45
930,066F,5.41,068E,1.97,059A,29.05,0655,8.29,066D,5.63,0D26,5137.36,0D0D,5099.21,0D3C,5170.94,0D33,5157.2,0D24,5134.31,06,27.97,00,0,18,111.87,0F,69.92,05,23.31,A4,4.17,0813,-52.92,C0,1.45
940,066E,5.52,0690,1.75,059C,28.82,0657,8.07,066E,5.52,0CF5,5062.58,0CE0,5030.53,0D06,5088.52,0CF7,5065.63,0CF1,5056.47,09,41.95,01,4.66,1C,130.51,0B,51.27,06,27.97,A4,4.17,0814,-55.85,C0,1.45
950,066F,5.41,0693,1.41,059F,28.49,0657,8.07,066F,5.41,0CB5,4964.9,0C9A,4923.69,0CBD,4977.11,0C8A,4899.27,0CAD,4952.69,0B,51.27,02,9.32,23,163.14,01,4.66,08,37.29,A4,4.17,0811,-47.07,C0,1.45
