Time Stamp,Tpy (raw),Tpy (°C),Tpx (raw),Tpx (°C),Tmz (raw),Tmz (°C),Tmx (raw),Tmx (°C),Tpz (raw),Tpz (°C),Vpy (raw),Vpy (mV),Vpx (raw),Vpx (mV),Vmz (raw),Vmz (mV),Vmx (raw),Vmx (mV),Vpz (raw),Vpz (mV),Ipy (raw),Ipy (mA),Ipx (raw),Ipx (mA),Imz (raw),Imz (mA),Imx (raw),Imx (mA),Ipz (raw),Ipz (mA),Vbat (raw),Vbat (V),Ibatt(raw),Ibatt(mA),Tbatt raw),Tbatt (℃)
2770,0744,-18.23,074E,-19.34,076A,-22.44,0727,-15.01,071C,-13.79,036F,1341.58,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AA,254.55,B6,5.28
2775,0743,-18.12,074F,-19.45,076B,-22.56,0727,-15.01,071D,-13.9,0370,1343.1,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AC,248.7,B6,5.28
2780,0742,-18.01,074F,-19.45,076B,-22.56,0728,-15.12,071E,-14.01,0370,1343.1,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AB,251.63,B6,5.28
2785,0741,-17.9,0750,-19.56,076C,-22.67,072A,-15.34,071E,-14.01,036F,1341.58,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07A9,257.48,B6,5.28
2790,0742,-18.01,074F,-19.45,076C,-22.67,072B,-15.45,071E,-14.01,036F,1341.58,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,01,4.66,01,4.66,02,9.32,01,4.66,9A,3.92,07A9,257.48,B6,5.28
2795,0740,-17.78,074F,-19.45,076E,-22.89,072C,-15.56,071E,-14.01,0370,1343.1,0338,1257.63,0331,1246.95,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AC,248.7,B6,5.28
2800,073F,-17.67,074E,-19.34,076E,-22.89,072D,-15.68,071E,-14.01,036F,1341.58,0337,1256.11,0331,1246.95,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AB,251.63,B6,5.28
2805,0740,-17.78,074D,-19.23,076F,-23,0730,-16.01,071E,-14.01,0370,1343.1,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,01,4.66,01,4.66,02,9.32,01,4.66,9A,3.92,07AC,248.7,B6,5.28
2810,0741,-17.9,074D,-19.23,0770,-23.11,0733,-16.34,071E,-14.01,0370,1343.1,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07A6,266.27,B6,5.28
2815,0741,-17.9,074B,-19,0771,-23.22,0734,-16.45,071F,-14.12,0370,1343.1,0337,1256.11,0330,1245.42,035F,1317.16,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07A3,275.05,B6,5.28
2820,0742,-18.01,0749,-18.78,0772,-23.33,0735,-16.56,071F,-14.12,0370,1343.1,0338,1257.63,0330,1245.42,035F,1317.16,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,079D,292.62,B6,5.28
2825,0745,-18.34,074A,-18.89,0772,-23.33,0738,-16.9,071F,-14.12,036F,1341.58,0338,1257.63,0330,1245.42,035F,1317.16,035F,1317.16,00,0,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07A5,269.2,B6,5.28
2830,0745,-18.34,0749,-18.78,0772,-23.33,0738,-16.9,0720,-14.23,036F,1341.58,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07A7,263.34,B6,5.28
2835,0746,-18.45,0748,-18.67,0773,-23.44,0738,-16.9,0720,-14.23,0370,1343.1,0338,1257.63,0330,1245.42,035F,1317.16,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AA,254.55,B6,5.28
2840,0747,-18.56,0748,-18.67,0772,-23.33,0739,-17.01,0720,-14.23,0370,1343.1,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AC,248.7,B6,5.28
2845,0749,-18.78,0749,-18.78,0773,-23.44,073A,-17.12,0721,-14.34,0370,1343.1,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AB,251.63,B6,5.28
2850,074B,-19,074A,-18.89,0773,-23.44,073A,-17.12,0721,-14.34,036F,1341.58,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AC,248.7,B7,4.9
2855,074B,-19,074B,-19,0773,-23.44,073A,-17.12,0723,-14.57,036F,1341.58,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AD,245.77,B7,4.9
2860,074D,-19.23,074B,-19,0774,-23.55,073A,-17.12,0724,-14.68,036F,1341.58,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AF,239.91,B7,4.9
2865,074E,-19.34,074D,-19.23,0774,-23.55,0738,-16.9,0724,-14.68,036F,1341.58,0338,1257.63,032F,1243.89,0361,1320.21,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AD,245.77,B7,4.9
2870,074F,-19.45,074E,-19.34,0774,-23.55,0738,-16.9,0726,-14.9,036F,1341.58,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AC,248.7,B7,4.9
2875,0750,-19.56,0750,-19.56,0773,-23.44,0737,-16.79,0727,-15.01,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AD,245.77,B7,4.9
2880,0750,-19.56,0752,-19.78,0772,-23.33,0736,-16.67,0728,-15.12,036F,1341.58,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AF,239.91,B7,4.9
2885,0752,-19.78,0752,-19.78,0773,-23.44,0735,-16.56,0729,-15.23,036F,1341.58,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,01,4.66,01,4.66,02,9.32,01,4.66,9A,3.92,07AD,245.77,B7,4.9
2890,0751,-19.67,0754,-20,0772,-23.33,0735,-16.56,072A,-15.34,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AD,245.77,B7,4.9
2895,0751,-19.67,0754,-20,0772,-23.33,0735,-16.56,072A,-15.34,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AD,245.77,B7,4.9
2900,0750,-19.56,0756,-20.23,0773,-23.44,0735,-16.56,072B,-15.45,0370,1343.1,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AA,254.55,B7,4.9
2905,074F,-19.45,0757,-20.34,0774,-23.55,0735,-16.56,072C,-15.56,036F,1341.58,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,01,4.66,01,4.66,02,9.32,01,4.66,9A,3.92,07AA,254.55,B7,4.9
2910,074E,-19.34,0757,-20.34,0774,-23.55,0735,-16.56,072D,-15.68,036F,1341.58,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,01,4.66,01,4.66,02,9.32,01,4.66,9A,3.92,07AC,248.7,B7,4.9
2915,074D,-19.23,0758,-20.45,0774,-23.55,0735,-16.56,072E,-15.79,036F,1341.58,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AD,245.77,B7,4.9
2920,074C,-19.12,0758,-20.45,0774,-23.55,0737,-16.79,072E,-15.79,036F,1341.58,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AC,248.7,B7,4.9
2925,074B,-19,0757,-20.34,0776,-23.78,0739,-17.01,072E,-15.79,0370,1343.1,0338,1257.63,032F,1243.89,0361,1320.21,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07AC,248.7,B7,4.9
2930,074C,-19.12,0756,-20.23,0777,-23.89,073A,-17.12,072E,-15.79,036F,1341.58,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07B3,228.2,B7,4.9
2935,074A,-18.89,0756,-20.23,0776,-23.78,073B,-17.23,072F,-15.9,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,07A1,280.91,B7,4.9
2940,074C,-19.12,0756,-20.23,0776,-23.78,073D,-17.45,072F,-15.9,0370,1343.1,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,99,3.89,0792,324.84,B7,4.9
2945,074B,-19,0753,-19.89,0778,-24,073E,-17.56,072F,-15.9,036F,1341.58,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,0791,327.76,B7,4.9
2950,074C,-19.12,0752,-19.78,0777,-23.89,0740,-17.78,072F,-15.9,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,9A,3.92,079F,286.77,B7,4.9
2955,074D,-19.23,0751,-19.67,0779,-24.11,0741,-17.9,0730,-16.01,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07A9,257.48,B7,4.9
2960,074E,-19.34,0751,-19.67,0779,-24.11,0743,-18.12,0730,-16.01,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07A9,257.48,B7,4.9
2965,0750,-19.56,0750,-19.56,0779,-24.11,0744,-18.23,0731,-16.12,036F,1341.58,0338,1257.63,0330,1245.42,035F,1317.16,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AA,254.55,B7,4.9
2970,0751,-19.67,0750,-19.56,077A,-24.22,0746,-18.45,0731,-16.12,0370,1343.1,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AA,254.55,B7,4.9
2975,0753,-19.89,0750,-19.56,077A,-24.22,0747,-18.56,0732,-16.23,0370,1343.1,0337,1256.11,032F,1243.89,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AC,248.7,B7,4.9
2980,0755,-20.11,0751,-19.67,077A,-24.22,0748,-18.67,0732,-16.23,036F,1341.58,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AA,254.55,B7,4.9
2985,0755,-20.11,0752,-19.78,077B,-24.33,0747,-18.56,0734,-16.45,036F,1341.58,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AC,248.7,B7,4.9
2990,0757,-20.34,0753,-19.89,077A,-24.22,0747,-18.56,0734,-16.45,036F,1341.58,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AE,242.84,B7,4.9
2995,0758,-20.45,0754,-20,077A,-24.22,0747,-18.56,0736,-16.67,036F,1341.58,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AE,242.84,B7,4.9
3000,0759,-20.56,0755,-20.11,077B,-24.33,0746,-18.45,0737,-16.79,0370,1343.1,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AF,239.91,B7,4.9
3005,075B,-20.78,0757,-20.34,0779,-24.11,0746,-18.45,0738,-16.9,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AD,245.77,B7,4.9
3010,075B,-20.78,0758,-20.45,0779,-24.11,0745,-18.34,0738,-16.9,036F,1341.58,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AE,242.84,B7,4.9
3015,075C,-20.89,0759,-20.56,0779,-24.11,0743,-18.12,073A,-17.12,036F,1341.58,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AD,245.77,B7,4.9
3020,075C,-20.89,075A,-20.67,0779,-24.11,0743,-18.12,073A,-17.12,036F,1341.58,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AE,242.84,B7,4.9
3025,075C,-20.89,075C,-20.89,0779,-24.11,0743,-18.12,073C,-17.34,036F,1341.58,0337,1256.11,0330,1245.42,0361,1320.21,035F,1317.16,00,0,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07B0,236.98,B7,4.9
3030,075C,-20.89,075D,-21,0778,-24,0742,-18.01,073D,-17.45,036F,1341.58,0337,1256.11,0330,1245.42,0361,1320.21,035F,1317.16,01,4.66,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07AC,248.7,B7,4.9
3035,075B,-20.78,075D,-21,0778,-24,0742,-18.01,073E,-17.56,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AC,248.7,B7,4.9
3040,0759,-20.56,075E,-21.11,0778,-24,0742,-18.01,073E,-17.56,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,0D,60.59,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07AD,245.77,B7,4.9
3045,0758,-20.45,075F,-21.22,0778,-24,0743,-18.12,073F,-17.67,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07A2,277.98,B7,4.9
3050,0757,-20.34,075F,-21.22,0779,-24.11,0744,-18.23,073F,-17.67,0370,1343.1,0337,1256.11,0330,1245.42,0361,1320.21,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07B2,231.13,B7,4.9
3055,0756,-20.23,075F,-21.22,0778,-24,0745,-18.34,0741,-17.9,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07B3,228.2,B7,4.9
3060,0756,-20.23,075F,-21.22,0779,-24.11,0747,-18.56,0740,-17.78,0370,1343.1,0337,1256.11,032F,1243.89,0360,1318.68,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,99,3.89,0798,307.26,B7,4.9
3065,0756,-20.23,075E,-21.11,077A,-24.22,0748,-18.67,0741,-17.9,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07B0,236.98,B7,4.9
3070,0755,-20.11,075D,-21,077B,-24.33,074A,-18.89,0742,-18.01,0370,1343.1,0337,1256.11,0330,1245.42,0361,1320.21,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,0792,324.84,B8,4.52
3075,0755,-20.11,075B,-20.78,077A,-24.22,074A,-18.89,0742,-18.01,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AA,254.55,B8,4.52
3080,0756,-20.23,075A,-20.67,077B,-24.33,074D,-19.23,0743,-18.12,0370,1343.1,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07A9,257.48,B8,4.52
3085,0757,-20.34,0759,-20.56,077B,-24.33,074E,-19.34,0743,-18.12,0370,1343.1,0338,1257.63,032F,1243.89,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07A9,257.48,B8,4.52
3090,0758,-20.45,0758,-20.45,077B,-24.33,074F,-19.45,0743,-18.12,0370,1343.1,0338,1257.63,032F,1243.89,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07A8,260.41,B8,4.52
3095,0759,-20.56,0756,-20.23,077D,-24.55,0750,-19.56,0743,-18.12,0370,1343.1,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07A7,263.34,B8,4.52
3100,075A,-20.67,0756,-20.23,077D,-24.55,0752,-19.78,0744,-18.23,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07A9,257.48,B7,4.9
3105,075C,-20.89,0756,-20.23,077D,-24.55,0753,-19.89,0745,-18.34,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AA,254.55,B8,4.52
3110,075E,-21.11,0757,-20.34,077B,-24.33,0755,-20.11,0745,-18.34,0370,1343.1,0338,1257.63,032F,1243.89,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AB,251.63,B8,4.52
3115,075F,-21.22,0757,-20.34,077D,-24.55,0754,-20,0747,-18.56,0370,1343.1,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07AB,251.63,B8,4.52
3120,0760,-21.34,0758,-20.45,077E,-24.66,0754,-20,0747,-18.56,036F,1341.58,0338,1257.63,032F,1243.89,0360,1318.68,035F,1317.16,01,4.66,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07AB,251.63,B8,4.52
3125,0761,-21.45,0759,-20.56,077D,-24.55,0754,-20,0749,-18.78,0370,1343.1,0337,1256.11,032F,1243.89,0360,1318.68,035F,1317.16,00,0,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07AC,248.7,B8,4.52
3130,0763,-21.67,075A,-20.67,077C,-24.44,0754,-20,0749,-18.78,0370,1343.1,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07AD,245.77,B8,4.52
3135,0763,-21.67,075B,-20.78,077B,-24.33,0753,-19.89,074B,-19,0370,1343.1,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AE,242.84,B8,4.52
3140,0765,-21.89,075C,-20.89,077B,-24.33,0753,-19.89,074C,-19.12,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07B0,236.98,B8,4.52
3145,0766,-22,075E,-21.11,077B,-24.33,0753,-19.89,074D,-19.23,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,01,4.66,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07AC,248.7,B8,4.52
3150,0765,-21.89,075F,-21.22,077B,-24.33,0751,-19.67,074E,-19.34,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AC,248.7,B8,4.52
3155,0766,-22,0761,-21.45,077B,-24.33,0750,-19.56,0750,-19.56,036F,1341.58,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07AC,248.7,B8,4.52
3160,0765,-21.89,0761,-21.45,077A,-24.22,0750,-19.56,0750,-19.56,036F,1341.58,0337,1256.11,0330,1245.42,0361,1320.21,035F,1317.16,00,0,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07AF,239.91,B8,4.52
3165,0764,-21.78,0762,-21.56,0778,-24,0750,-19.56,0751,-19.67,036F,1341.58,0337,1256.11,0330,1245.42,0361,1320.21,035F,1317.16,00,0,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07B6,219.41,B8,4.52
3170,0765,-21.89,0764,-21.78,0778,-24,0750,-19.56,0753,-19.89,0370,1343.1,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,0792,324.84,B8,4.52
3175,0764,-21.78,0764,-21.78,0777,-23.89,0751,-19.67,0753,-19.89,0370,1343.1,0337,1256.11,0330,1245.42,0361,1320.21,035F,1317.16,01,4.66,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07B5,222.34,B8,4.52
3180,0762,-21.56,0765,-21.89,0779,-24.11,0753,-19.89,0754,-20,0370,1343.1,0337,1256.11,0331,1246.95,0361,1320.21,035F,1317.16,01,4.66,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07B4,225.27,B8,4.52
3185,0760,-21.34,0764,-21.78,0777,-23.89,0752,-19.78,0755,-20.11,0370,1343.1,0337,1256.11,0330,1245.42,0361,1320.21,035F,1317.16,01,4.66,01,4.66,01,4.66,02,9.32,01,4.66,98,3.87,07A4,272.12,B8,4.52
3190,0760,-21.34,0764,-21.78,0779,-24.11,0755,-20.11,0756,-20.23,0370,1343.1,0337,1256.11,0330,1245.42,0361,1320.21,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,98,3.87,07A5,269.2,B8,4.52
3195,0760,-21.34,0763,-21.67,0778,-24,0756,-20.23,0756,-20.23,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07A7,263.34,B8,4.52
3200,075F,-21.22,0762,-21.56,0778,-24,0756,-20.23,0757,-20.34,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,0360,1318.68,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07A8,260.41,B8,4.52
3205,075F,-21.22,0761,-21.45,0778,-24,0758,-20.45,0757,-20.34,0370,1343.1,0337,1256.11,0330,1245.42,0361,1320.21,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07A7,263.34,B8,4.52
3210,0760,-21.34,0760,-21.34,0778,-24,0759,-20.56,0757,-20.34,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07A7,263.34,B8,4.52
3215,0760,-21.34,075F,-21.22,0779,-24.11,075B,-20.78,0758,-20.45,0371,1344.63,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07A9,257.48,B8,4.52
3220,0761,-21.45,075D,-21,0779,-24.11,075D,-21,0759,-20.56,0370,1343.1,0337,1256.11,032F,1243.89,035F,1317.16,035F,1317.16,01,4.66,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07A9,257.48,B8,4.52
3225,0761,-21.45,075C,-20.89,077A,-24.22,075D,-21,075A,-20.67,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07A8,260.41,B8,4.52
3230,0762,-21.56,075B,-20.78,077A,-24.22,075F,-21.22,075A,-20.67,0370,1343.1,0337,1256.11,032F,1243.89,0360,1318.68,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AA,254.55,B8,4.52
3235,0764,-21.78,075B,-20.78,077B,-24.33,075F,-21.22,075A,-20.67,0370,1343.1,0337,1256.11,032F,1243.89,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07A8,260.41,B8,4.52
3240,0766,-22,075C,-20.89,077A,-24.22,0761,-21.45,075B,-20.78,0370,1343.1,0338,1257.63,0330,1245.42,0360,1318.68,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AC,248.7,B8,4.52
3245,0767,-22.11,075B,-20.78,0779,-24.11,0761,-21.45,075C,-20.89,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07A8,260.41,B8,4.52
3250,0768,-22.22,075C,-20.89,077A,-24.22,0762,-21.56,075D,-21,036F,1341.58,0338,1257.63,032F,1243.89,0360,1318.68,0360,1318.68,01,4.66,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07AD,245.77,B9,4.13
3255,076A,-22.44,075C,-20.89,0779,-24.11,0762,-21.56,075E,-21.11,0370,1343.1,0338,1257.63,032F,1243.89,0361,1320.21,035F,1317.16,00,0,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07AA,254.55,B9,4.13
3260,076B,-22.56,075E,-21.11,0779,-24.11,0762,-21.56,075F,-21.22,0370,1343.1,0337,1256.11,0330,1245.42,0361,1320.21,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AC,248.7,B9,4.13
3265,076C,-22.67,075E,-21.11,0778,-24,0763,-21.67,0760,-21.34,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07AD,245.77,B9,4.13
3270,076E,-22.89,075F,-21.22,0777,-23.89,0762,-21.56,0761,-21.45,0370,1343.1,0337,1256.11,0330,1245.42,0361,1320.21,0360,1318.68,00,0,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07AE,242.84,B9,4.13
3275,076F,-23,0761,-21.45,0776,-23.78,0761,-21.45,0762,-21.56,036F,1341.58,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,00,0,01,4.66,01,4.66,02,9.32,01,4.66,99,3.89,07AD,245.77,B9,4.13
3280,076F,-23,0762,-21.56,0776,-23.78,0760,-21.34,0763,-21.67,0370,1343.1,0337,1256.11,0330,1245.42,0360,1318.68,035F,1317.16,01,4.66,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07AE,242.84,B9,4.13
3285,076F,-23,0763,-21.67,0775,-23.67,0760,-21.34,0764,-21.78,0370,1343.1,0337,1256.11,0330,1245.42,0361,1320.21,035F,1317.16,00,0,00,0,01,4.66,02,9.32,01,4.66,99,3.89,07B8,213.56,B9,4.13
