Time Stamp,Tpy (raw),Tpy (°C),Tpx (raw),Tpx (°C),Tmz (raw),Tmz (°C),Tmx (raw),Tmx (°C),Tpz (raw),Tpz (°C),Vpy (raw),Vpy (mV),Vpx (raw),Vpx (mV),Vmz (raw),Vmz (mV),Vmx (raw),Vmx (mV),Vpz (raw),Vpz (mV),Ipy (raw),Ipy (mA),Ipx (raw),Ipx (mA),Imz (raw),Imz (mA),Imx (raw),Imx (mA),Ipz (raw),Ipz (mA),Vbat (raw),Vbat (V),Ibatt(raw),Ibatt(mA),Tbatt raw),Tbatt (℃)
1225,060A,16.62,057E,32.15,0649,9.63,064C,9.29,063E,10.85,0001,1.53,0CB6,4966.42,0C5C,4829.06,0B9F,4540.6,0CA1,4934.37,04,18.64,24,167.8,01,4.66,01,4.66,10,74.58,A4,4.17,0809,-23.64,B7,4.9
1230,0602,17.51,057E,32.15,0648,9.74,064E,9.07,063F,10.74,0001,1.53,0C64,4841.27,0C25,4745.12,0BC2,4594.02,0C4A,4801.59,04,18.64,25,172.46,02,9.32,01,4.66,0F,69.92,A4,4.17,0808,-20.71,B7,4.9
1235,05F9,18.5,0580,31.93,064A,9.52,0650,8.85,063F,10.74,0000,0,0BFF,4687.12,0BD0,4615.38,0BB6,4575.7,0BE9,4653.54,04,18.64,20,149.16,03,13.98,02,9.32,0F,69.92,A4,4.17,07FE,8.57,B7,4.9
1240,05EF,19.61,0584,31.49,064B,9.4,0652,8.63,0641,10.51,0001,1.53,0BEE,4661.17,0BCF,4613.86,0BBD,4586.39,0BE4,4645.91,04,18.64,10,74.58,03,13.98,02,9.32,0D,60.59,A4,4.17,07DD,105.21,B7,4.9
1245,05E6,20.61,058A,30.82,064D,9.18,0654,8.41,0643,10.29,0000,0,0B89,4507.02,0C06,4697.8,0C1F,4735.96,0B3C,4389.5,04,18.64,01,4.66,04,18.64,03,13.98,0C,55.93,A3,4.15,07C3,181.35,B7,4.9
1250,05DC,21.72,0590,30.16,064D,9.18,0655,8.29,0644,10.18,0001,1.53,08C3,3423.38,0B83,4497.86,0B91,4519.23,0BAA,4557.39,04,18.64,01,4.66,04,18.64,05,23.31,0B,51.27,A3,4.15,07B6,219.41,B7,4.9
1255,05D2,22.83,0595,29.6,064C,9.29,0656,8.18,0644,10.18,0001,1.53,086F,3295.18,0B29,4360.5,0BD6,4624.54,0C3D,4781.75,04,18.64,01,4.66,03,13.98,0F,69.92,08,37.29,A4,4.17,07CD,152.06,B7,4.9
1260,05C7,24.05,059D,28.71,064D,9.18,0657,8.07,0647,9.85,0000,0,0832,3202.08,0B6A,4459.71,0B22,4349.82,0A9E,4148.35,04,18.64,01,4.66,02,9.32,23,163.14,08,37.29,A3,4.15,07E1,93.49,B7,4.9
1265,05BF,24.94,05A2,28.16,064D,9.18,0653,8.52,0649,9.63,0001,1.53,0810,3150.18,0C53,4815.32,0D2D,5148.05,0AC4,4206.35,04,18.64,01,4.66,01,4.66,2E,214.41,05,23.31,A3,4.15,07FE,8.57,B7,4.9
1270,05B6,25.94,05AA,27.27,064C,9.29,0650,8.85,064B,9.4,0001,1.53,07FA,3116.61,0C4E,4807.69,0C98,4920.63,0C01,4690.17,04,18.64,01,4.66,02,9.32,3D,284.33,03,13.98,A4,4.17,080E,-38.28,B7,4.9
1275,05AF,26.72,05B0,26.61,064D,9.18,064B,9.4,064C,9.29,0001,1.53,07F0,3101.34,0C74,4865.69,0D34,5158.73,0AAA,4166.67,04,18.64,01,4.66,01,4.66,3A,270.34,03,13.98,A4,4.17,080B,-29.5,B7,4.9
1280,05AB,27.16,05B6,25.94,064C,9.29,0647,9.85,064F,8.96,0001,1.53,07EC,3095.24,0C8A,4899.27,0D64,5231.99,0412,1590.35,04,18.64,01,4.66,01,4.66,38,261.02,02,9.32,A4,4.17,080A,-26.57,B7,4.9
1285,05A8,27.49,05BD,25.16,064C,9.29,0642,10.4,0652,8.63,0001,1.53,07ED,3096.76,0CC8,4993.89,0D78,5262.52,03DB,1506.41,04,18.64,01,4.66,01,4.66,37,256.36,03,13.98,A4,4.17,0809,-23.64,B7,4.9
1290,05A5,27.83,05C2,24.61,064B,9.4,063A,11.29,0654,8.41,0001,1.53,07F1,3102.87,0D1A,5119.05,0D81,5276.25,03B5,1448.41,04,18.64,01,4.66,01,4.66,37,256.36,02,9.32,A4,4.17,0806,-14.85,B7,4.9
1295,05A5,27.83,05C7,24.05,064A,9.52,0634,11.96,0657,8.07,0001,1.53,07F4,3107.45,0D47,5187.73,0D87,5285.41,0395,1399.57,04,18.64,01,4.66,02,9.32,34,242.38,02,9.32,A4,4.17,0806,-14.85,B7,4.9
1300,05A7,27.6,05CD,23.39,0649,9.63,062B,12.96,0659,7.85,0001,1.53,07F2,3104.4,0D4D,5196.89,0D6D,5245.73,036F,1341.58,04,18.64,01,4.66,09,41.95,3B,275,03,13.98,A4,4.17,0806,-14.85,B7,4.9
1305,05A9,27.38,05D1,22.94,0646,9.96,0625,13.62,065B,7.63,0001,1.53,07E5,3084.55,0D5C,5219.78,0D75,5257.94,035F,1317.16,04,18.64,01,4.66,0C,55.93,36,251.7,03,13.98,A4,4.17,0804,-9,B7,4.9
1310,05AD,26.94,05D6,22.39,0643,10.29,061C,14.62,065F,7.18,0001,1.53,07DE,3073.87,0D64,5231.99,0D74,5256.41,035F,1317.16,04,18.64,01,4.66,11,79.24,32,233.06,03,13.98,A4,4.17,0806,-14.85,B7,4.9
1315,05B1,26.49,05DA,21.94,0640,10.63,0616,15.29,0660,7.07,0001,1.53,07D3,3057.08,0D88,5286.94,0D93,5303.72,036E,1340.05,04,18.64,01,4.66,0E,65.26,21,153.82,02,9.32,A4,4.17,0805,-11.93,B7,4.9
1320,05B6,25.94,05DF,21.39,063B,11.18,060E,16.17,0663,6.74,0001,1.53,07C4,3034.19,0D6E,5247.25,0D76,5259.46,039B,1408.73,01,4.66,01,4.66,18,111.87,2A,195.77,03,13.98,A4,4.17,0808,-20.71,B7,4.9
1325,05BB,25.38,05E3,20.95,0637,11.62,0608,16.84,0664,6.63,0001,1.53,07B3,3008.24,0D86,5283.88,0D86,5283.88,03DA,1504.88,04,18.64,01,4.66,15,97.88,1E,139.83,03,13.98,A4,4.17,0808,-20.71,B7,4.9
1330,05BF,24.94,05E6,20.61,0631,12.29,0601,17.62,0667,6.3,0000,0,0793,2959.4,0D81,5276.25,0D82,5277.78,04A7,1817.77,04,18.64,01,4.66,17,107.21,1C,130.51,02,9.32,A4,4.17,0808,-20.71,B7,4.9
1335,05C3,24.5,05EB,20.06,062C,12.84,05FB,18.28,0668,6.19,0000,0,0768,2893.77,0D81,5276.25,0D7E,5271.67,0633,2422.16,04,18.64,01,4.66,19,116.53,1B,125.85,03,13.98,A4,4.17,0809,-23.64,B7,4.9
1340,05C6,24.16,05F0,19.5,0626,13.51,05F5,18.95,066A,5.96,0001,1.53,0726,2793.04,0D7B,5267.09,0D78,5262.52,07D7,3063.19,04,18.64,01,4.66,1A,121.19,1A,121.19,03,13.98,A4,4.17,080B,-29.5,B7,4.9
1345,05CA,23.72,05F4,19.06,0622,13.95,05F0,19.5,066D,5.63,0001,1.53,06DA,2677.05,0D76,5259.46,0D74,5256.41,08F2,3495.12,04,18.64,01,4.66,19,116.53,19,116.53,02,9.32,A4,4.17,080F,-41.21,B6,5.28
1350,05CD,23.39,05F8,18.62,061D,14.51,05E8,20.39,066E,5.52,0001,1.53,0668,2503.05,0D6E,5247.25,0D6C,5244.2,09AF,3783.58,04,18.64,01,4.66,19,116.53,19,116.53,03,13.98,A4,4.17,080F,-41.21,B7,4.9
1355,05CF,23.16,05FC,18.17,0619,14.95,05E3,20.95,0670,5.3,0001,1.53,05EB,2312.27,0D66,5235.04,0D63,5230.46,0A07,3917.89,04,18.64,01,4.66,18,111.87,1A,121.19,03,13.98,A4,4.17,080F,-41.21,B6,5.28
1360,05D4,22.61,0600,17.73,0615,15.4,05DD,21.61,0672,5.08,0001,1.53,0519,1991.76,0D5F,5224.36,0D5D,5221.31,0A4C,4023.2,04,18.64,01,4.66,17,107.21,1C,130.51,03,13.98,A4,4.17,080F,-41.21,B7,4.9
1365,05D6,22.39,0604,17.28,0611,15.84,05D7,22.28,0673,4.97,0001,1.53,0410,1587.3,0D54,5207.57,0D56,5210.62,0A7B,4094.93,04,18.64,01,4.66,16,102.54,1E,139.83,03,13.98,A4,4.17,0810,-44.14,B6,5.28
1370,05D8,22.17,0609,16.73,0610,15.95,05D1,22.94,0675,4.74,0001,1.53,03B2,1443.83,0D45,5184.68,0D49,5190.78,0AA4,4157.51,04,18.64,01,4.66,14,93.22,1F,144.49,03,13.98,A4,4.17,0812,-50,B6,5.28
1375,05DB,21.83,060D,16.28,060C,16.4,05CB,23.61,0676,4.63,0001,1.53,0382,1370.57,0D39,5166.36,0D3F,5175.52,0AC3,4204.82,04,18.64,01,4.66,12,83.9,22,158.48,02,9.32,A4,4.17,0813,-52.92,B7,4.9
1380,05DF,21.39,0612,15.73,060B,16.51,05C5,24.27,0676,4.63,0001,1.53,036E,1340.05,0D27,5138.89,0D2E,5149.57,0AE0,4249.08,04,18.64,01,4.66,10,74.58,22,158.48,03,13.98,A4,4.17,0811,-47.07,B6,5.28
1385,05E1,21.17,0617,15.17,060A,16.62,05C0,24.83,0678,4.41,0001,1.53,0369,1332.42,0D0F,5102.26,0D1C,5122.1,0AF5,4281.14,04,18.64,01,4.66,0F,69.92,25,172.46,03,13.98,A4,4.17,0811,-47.07,B6,5.28
1390,05E5,20.72,061B,14.73,0609,16.73,05BB,25.38,0678,4.41,0001,1.53,0368,1330.89,0CF3,5059.52,0D00,5079.37,0B0B,4314.71,04,18.64,01,4.66,0E,65.26,27,181.78,03,13.98,A4,4.17,0812,-50,B6,5.28
1395,05E8,20.39,061F,14.29,060B,16.51,05B7,25.83,0679,4.3,0001,1.53,0369,1332.42,0CCD,5001.53,0CE0,5030.53,0B1B,4339.13,04,18.64,01,4.66,0D,60.59,27,181.78,03,13.98,A4,4.17,0810,-44.14,B6,5.28
1400,05EC,19.95,0623,13.84,060D,16.28,05B3,26.27,067A,4.19,0001,1.53,036D,1338.52,0C86,4893.16,0C97,4919.11,0B29,4360.5,04,18.64,01,4.66,0C,55.93,29,191.11,03,13.98,A4,4.17,080F,-41.21,B6,5.28
1405,05EF,19.61,0629,13.18,060E,16.17,05B1,26.49,067A,4.19,0001,1.53,0373,1347.68,0BF3,4668.8,0BFD,4684.07,0B35,4378.82,04,18.64,01,4.66,0C,55.93,2A,195.77,03,13.98,A4,4.17,0809,-23.64,B6,5.28
1410,05F4,19.06,062D,12.73,0611,15.84,05B2,26.38,067B,4.08,0001,1.53,037A,1358.36,0BE5,4647.44,0BF4,4670.33,0B3E,4392.55,04,18.64,01,4.66,09,41.95,19,116.53,03,13.98,A4,4.17,07E8,73,B6,5.28
1415,05F8,18.62,0631,12.29,0615,15.4,05B4,26.16,067C,3.97,0001,1.53,0380,1367.52,0B40,4395.6,0B98,4529.91,0B36,4380.34,04,18.64,01,4.66,07,32.63,0C,55.93,03,13.98,A4,4.17,07BC,201.84,B6,5.28
1420,05FD,18.06,0635,11.85,0619,14.95,05B7,25.83,067C,3.97,0001,1.53,03C4,1471.31,0BD5,4623.02,0AE2,4252.14,0B4A,4410.87,04,18.64,01,4.66,04,18.64,01,4.66,03,13.98,A3,4.15,07BB,204.77,B6,5.28
1425,0600,17.73,063A,11.29,061B,14.73,05BB,25.38,067C,3.97,0001,1.53,0BDD,4635.23,0B7C,4487.18,0A67,4064.41,0B53,4424.6,04,18.64,06,27.97,03,13.98,01,4.66,03,13.98,A3,4.15,07BD,198.92,B6,5.28
1430,0604,17.28,063C,11.07,061E,14.4,05BE,25.05,067D,3.86,0001,1.53,0BB5,4574.18,0ADF,4247.56,09C5,3817.16,0B5B,4436.81,04,18.64,16,102.54,01,4.66,01,4.66,03,13.98,A3,4.15,07C4,178.42,B6,5.28
1435,0607,16.95,063D,10.96,0621,14.07,05C2,24.61,067E,3.74,0001,1.53,0B81,4494.81,0A64,4059.83,0905,3524.11,0B61,4445.97,04,18.64,21,153.82,01,4.66,01,4.66,03,13.98,A4,4.17,07DC,108.14,B6,5.28
1440,060B,16.51,063B,11.18,0624,13.73,05C7,24.05,067E,3.74,0001,1.53,0AED,4268.93,0A63,4058.3,061F,2391.64,0AB9,4189.56,04,18.64,29,191.11,01,4.66,01,4.66,03,13.98,A4,4.17,07EA,67.14,B6,5.28
1445,060F,16.06,0639,11.4,0626,13.51,05CA,23.72,067F,3.63,0001,1.53,0C0C,4706.96,0A3F,4003.36,03D5,1497.25,0BB6,4575.7,04,18.64,42,307.63,01,4.66,01,4.66,03,13.98,A4,4.17,0813,-52.92,B6,5.28
1450,0613,15.62,0636,11.73,062B,12.96,05CF,23.16,0680,3.52,0000,0,0D31,5154.15,0A1B,3948.41,0380,1367.52,0C9E,4929.79,04,18.64,3C,279.67,01,4.66,01,4.66,03,13.98,A4,4.17,0812,-50,B6,5.28
1455,0617,15.17,0632,12.18,062E,12.62,05D3,22.72,0680,3.52,0001,1.53,0D59,5215.2,0A01,3908.73,0369,1332.42,0CFA,5070.21,04,18.64,3A,270.34,01,4.66,02,9.32,03,13.98,A4,4.17,080F,-41.21,B6,5.28
1460,061C,14.62,062D,12.73,0631,12.29,05D7,22.28,0680,3.52,0000,0,0D73,5254.88,09DD,3853.79,0360,1318.68,0D34,5158.73,04,18.64,38,261.02,01,4.66,01,4.66,04,18.64,A4,4.17,080A,-26.57,B6,5.28
1465,061F,14.29,0626,13.51,0635,11.85,05DC,21.72,0680,3.52,0001,1.53,0D84,5280.83,09B6,3794.26,035E,1315.63,0D51,5202.99,04,18.64,35,247.04,01,4.66,01,4.66,06,27.97,A4,4.17,0808,-20.71,B6,5.28
1470,0624,13.73,061F,14.29,0638,11.51,05E1,21.17,067F,3.63,0001,1.53,0D8B,5291.51,0985,3719.47,035D,1314.1,0D64,5231.99,04,18.64,30,223.73,01,4.66,02,9.32,09,41.95,A4,4.17,080A,-26.57,B6,5.28
1475,0627,13.4,0617,15.17,063B,11.18,05E6,20.61,067E,3.74,0001,1.53,0D90,5299.15,0952,3641.64,035C,1312.58,0D73,5254.88,04,18.64,2D,209.75,01,4.66,01,4.66,0B,51.27,A4,4.17,0809,-23.64,B6,5.28
1480,062B,12.96,060E,16.17,063F,10.74,05EB,20.06,067D,3.86,0001,1.53,0D94,5305.25,0907,3527.17,035B,1311.05,0D7B,5267.09,04,18.64,29,191.11,01,4.66,01,4.66,0F,69.92,A4,4.17,0807,-17.78,B6,5.28
1485,062F,12.51,0607,16.95,0640,10.63,05EF,19.61,067C,3.97,0001,1.53,0D93,5303.72,08AD,3389.8,035B,1311.05,0D80,5274.73,04,18.64,25,172.46,01,4.66,01,4.66,11,79.24,A4,4.17,0806,-14.85,B6,5.28
1490,0633,12.07,05FF,17.84,0644,10.18,05F3,19.17,067A,4.19,0003,4.58,0D94,5305.25,0815,3157.81,035A,1309.52,0D85,5282.36,04,18.64,22,158.48,01,4.66,01,4.66,15,97.88,A4,4.17,080A,-26.57,B6,5.28
1495,0636,11.73,05F7,18.73,0646,9.96,05F8,18.62,0678,4.41,0001,1.53,0D8D,5294.57,0745,2840.35,035B,1311.05,0D85,5282.36,04,18.64,1E,139.83,01,4.66,01,4.66,16,102.54,A4,4.17,0807,-17.78,B6,5.28
1500,063A,11.29,05EE,19.72,0648,9.74,05FC,18.17,0676,4.63,0001,1.53,0D88,5286.94,0643,2446.58,035A,1309.52,0D80,5274.73,04,18.64,1E,139.83,01,4.66,01,4.66,18,111.87,A4,4.17,080A,-26.57,B6,5.28
1505,063D,10.96,05E6,20.61,0649,9.63,0600,17.73,0674,4.85,0001,1.53,0D83,5279.3,056D,2119.96,035A,1309.52,0D7A,5265.57,04,18.64,1D,135.17,01,4.66,01,4.66,18,111.87,A4,4.17,080C,-32.43,B6,5.28
1510,0640,10.63,05DD,21.61,064B,9.4,0606,17.06,0673,4.97,0001,1.53,0D7A,5265.57,0495,1790.29,035A,1309.52,0D73,5254.88,04,18.64,1D,135.17,01,4.66,01,4.66,17,107.21,A4,4.17,080D,-35.35,B6,5.28
1515,0642,10.4,05D6,22.39,064C,9.29,0609,16.73,0671,5.19,0001,1.53,0D71,5251.83,0412,1590.35,035A,1309.52,0D65,5233.52,04,18.64,1E,139.83,01,4.66,02,9.32,16,102.54,A4,4.17,080D,-35.35,B6,5.28
1520,0644,10.18,05CD,23.39,064E,9.07,0610,15.95,0670,5.3,0001,1.53,0D63,5230.46,03EE,1535.41,035A,1309.52,0D55,5209.1,04,18.64,21,153.82,01,4.66,02,9.32,13,88.56,A4,4.17,080F,-41.21,B6,5.28
1525,0646,9.96,05C6,24.16,064E,9.07,0612,15.73,0670,5.3,0001,1.53,0D55,5209.1,03D8,1501.83,035A,1309.52,0D45,5184.68,04,18.64,24,167.8,01,4.66,02,9.32,11,79.24,A4,4.17,080F,-41.21,B6,5.28
1530,0646,9.96,05BD,25.16,064E,9.07,0617,15.17,066E,5.52,0001,1.53,0D44,5183.15,03D8,1501.83,035A,1309.52,0D2A,5143.47,04,18.64,2A,195.77,01,4.66,02,9.32,0D,60.59,A4,4.17,0812,-50,B5,5.67
1535,0645,10.07,05B7,25.83,0650,8.85,061A,14.84,066E,5.52,0001,1.53,0D3D,5172.47,0400,1562.88,0359,1308,0D16,5112.94,04,18.64,39,265.68,01,4.66,01,4.66,0B,51.27,A4,4.17,0812,-50,B6,5.28
1540,0643,10.29,05AF,26.72,0652,8.63,061D,14.51,0670,5.3,0001,1.53,0CF1,5056.47,0584,2155.07,0359,1308,0CEC,5048.84,04,18.64,2D,209.75,01,4.66,02,9.32,04,18.64,A4,4.17,0812,-50,B5,5.67
1545,0641,10.51,05AA,27.27,0652,8.63,0620,14.18,0671,5.19,0001,1.53,0CD3,5010.68,08C5,3426.43,035A,1309.52,0C70,4859.58,04,18.64,41,302.97,01,4.66,01,4.66,03,13.98,A4,4.17,0813,-52.92,B5,5.67
1550,063C,11.07,05A5,27.83,0652,8.63,0625,13.62,0672,5.08,0001,1.53,0D01,5080.89,0A07,3917.89,035B,1311.05,0A7D,4097.99,04,18.64,2F,219.07,01,4.66,02,9.32,03,13.98,A4,4.17,0811,-47.07,B5,5.67
1555,0637,11.62,05A2,28.16,0652,8.63,0628,13.29,0674,4.85,0001,1.53,0CE7,5041.21,0B5A,4435.29,035C,1312.58,03F3,1543.04,04,18.64,44,316.95,01,4.66,02,9.32,03,13.98,A4,4.17,0810,-44.14,B5,5.67
1560,0630,12.4,059F,28.49,0653,8.52,062B,12.96,0677,4.52,0001,1.53,0C97,4919.11,0C45,4793.96,0363,1323.26,03A5,1423.99,04,18.64,35,247.04,01,4.66,02,9.32,02,9.32,A4,4.17,080F,-41.21,B5,5.67
1565,0628,13.29,059E,28.6,0654,8.41,062E,12.62,0678,4.41,0000,0,0C38,4774.11,0C10,4713.06,036D,1338.52,0396,1401.1,04,18.64,32,233.06,05,23.31,02,9.32,03,13.98,A4,4.17,0813,-52.92,B5,5.67
1570,061F,14.29,059E,28.6,0655,8.29,0632,12.18,067B,4.08,0001,1.53,0BFF,4687.12,0BE9,4653.54,0388,1379.73,038B,1384.31,04,18.64,25,172.46,09,41.95,01,4.66,02,9.32,A4,4.17,07FE,8.57,B5,5.67
1575,0616,15.29,05A1,28.27,0655,8.29,0634,11.96,067C,3.97,0001,1.53,0BF7,4674.91,0BEE,4661.17,03B6,1449.94,0382,1370.57,04,18.64,16,102.54,0B,51.27,01,4.66,02,9.32,A4,4.17,07E6,78.85,B5,5.67
1580,060D,16.28,05A6,27.71,0656,8.18,0638,11.51,067F,3.63,0001,1.53,0C31,4763.43,0C3F,4784.8,043E,1657.51,0379,1356.84,04,18.64,07,32.63,0E,65.26,01,4.66,02,9.32,A3,4.15,07CB,157.92,B5,5.67
1585,0603,17.39,05AA,27.27,0654,8.41,0638,11.51,0680,3.52,0001,1.53,03E9,1527.78,0B9D,4537.55,09B7,3795.79,0376,1352.26,04,18.64,01,4.66,0D,60.59,01,4.66,02,9.32,A4,4.17,07C7,169.63,B5,5.67
1590,05FA,18.39,05B0,26.61,0654,8.41,063B,11.18,0681,3.41,0001,1.53,0377,1353.79,0B51,4421.55,0BB7,4577.23,037A,1358.36,04,18.64,01,4.66,11,79.24,0B,51.27,03,13.98,A3,4.15,07D6,125.71,B5,5.67
1595,05F0,19.5,05B6,25.94,0651,8.74,063A,11.29,0683,3.19,0001,1.53,0364,1324.79,0CFF,5077.84,0D3A,5167.89,037F,1366,04,18.64,01,4.66,0B,51.27,0B,51.27,02,9.32,A4,4.17,07EE,55.43,B5,5.67
1600,05E5,20.72,05BC,25.27,064F,8.96,0638,11.51,0685,2.97,0001,1.53,035E,1315.63,0BF9,4677.96,0C0A,4703.91,0381,1369.05,04,18.64,01,4.66,14,93.22,2D,209.75,02,9.32,A4,4.17,0816,-61.71,B5,5.67
1605,05DF,21.39,05C4,24.39,064E,9.07,0637,11.62,0687,2.75,0001,1.53,035F,1317.16,0D01,5080.89,0D0E,5100.73,0382,1370.57,04,18.64,01,4.66,10,74.58,2D,209.75,02,9.32,A4,4.17,0813,-52.92,B5,5.67
1610,05D9,22.06,05C9,23.83,064D,9.18,0633,12.07,068A,2.41,0001,1.53,0360,1318.68,0D34,5158.73,0D44,5183.15,0380,1367.52,04,18.64,01,4.66,0D,60.59,2D,209.75,03,13.98,A4,4.17,080E,-38.28,B5,5.67
1615,05D4,22.61,05CF,23.16,064A,9.52,062E,12.62,068B,2.3,0001,1.53,0356,1303.42,0D53,5206.04,0D66,5235.04,0379,1356.84,04,18.64,01,4.66,0D,60.59,2C,205.09,02,9.32,A5,4.2,080B,-29.5,B5,5.67
1620,05D1,22.94,05D6,22.39,0649,9.63,0628,13.29,068C,2.19,0001,1.53,0351,1295.79,0D66,5235.04,0D77,5260.99,036D,1338.52,04,18.64,01,4.66,0E,65.26,2A,195.77,03,13.98,A4,4.17,0807,-17.78,B5,5.67
1625,05D1,22.94,05DC,21.72,0645,10.07,0621,14.07,068D,2.08,0001,1.53,0351,1295.79,0D75,5257.94,0D80,5274.73,0363,1323.26,04,18.64,01,4.66,0F,69.92,27,181.78,02,9.32,A4,4.17,0805,-11.93,B5,5.67
1630,05D2,22.83,05E1,21.17,0642,10.4,061B,14.73,068F,1.86,0001,1.53,0351,1295.79,0D7B,5267.09,0D83,5279.3,035D,1314.1,04,18.64,01,4.66,12,83.9,24,167.8,03,13.98,A4,4.17,0803,-6.07,B5,5.67
1635,05D4,22.61,05E6,20.61,063E,10.85,0613,15.62,0691,1.64,0001,1.53,0352,1297.31,0D80,5274.73,0D85,5282.36,035B,1311.05,04,18.64,01,4.66,16,102.54,20,149.16,02,9.32,A4,4.17,0803,-6.07,B5,5.67
1640,05D7,22.28,05EC,19.95,0639,11.4,060D,16.28,0692,1.53,0000,0,035B,1311.05,0D84,5280.83,0D83,5279.3,035D,1314.1,04,18.64,01,4.66,18,111.87,1C,130.51,02,9.32,A4,4.17,0804,-9,B5,5.67
1645,05DC,21.72,05F0,19.5,0635,11.85,0606,17.06,0694,1.3,0000,0,035F,1317.16,0D86,5283.88,0D80,5274.73,035E,1315.63,04,18.64,01,4.66,1C,130.51,19,116.53,02,9.32,A4,4.17,0802,-3.14,B5,5.67
1650,05E1,21.17,05F4,19.06,062E,12.62,0601,17.62,0696,1.08,0000,0,0362,1321.73,0D6F,5248.78,0D67,5236.57,035E,1315.63,04,18.64,01,4.66,24,167.8,1C,130.51,03,13.98,A4,4.17,0805,-11.93,B5,5.67
1655,05E6,20.61,05F8,18.62,0627,13.4,05FC,18.17,0697,0.97,0001,1.53,0362,1321.73,0D6E,5247.25,0D65,5233.52,035F,1317.16,04,18.64,01,4.66,20,149.16,0F,69.92,02,9.32,A4,4.17,0804,-9,B5,5.67
1660,05EB,20.06,05FC,18.17,0620,14.18,05F7,18.73,0699,0.75,0001,1.53,0366,1327.84,0D6A,5241.15,0D5B,5218.25,0360,1318.68,04,18.64,01,4.66,2A,195.77,15,97.88,03,13.98,A4,4.17,0803,-6.07,B5,5.67
1665,05EE,19.72,05FF,17.84,0618,15.06,05F4,19.06,069A,0.64,0001,1.53,0360,1318.68,0D67,5236.57,0D55,5209.1,035E,1315.63,04,18.64,01,4.66,2C,205.09,14,93.22,03,13.98,A4,4.17,0803,-6.07,B5,5.67
1670,05F3,19.17,0603,17.39,0612,15.73,05F0,19.5,069B,0.53,0001,1.53,035E,1315.63,0D60,5225.89,0D4E,5198.41,035D,1314.1,04,18.64,01,4.66,2D,209.75,12,83.9,03,13.98,A4,4.17,0808,-20.71,B5,5.67
1675,05F7,18.73,0606,17.06,060A,16.62,05ED,19.84,069D,0.3,0001,1.53,035A,1309.52,0D71,5251.83,0D5B,5218.25,035D,1314.1,04,18.64,01,4.66,26,177.12,0D,60.59,02,9.32,A5,4.2,0807,-17.78,B5,5.67
1680,05F9,18.5,060B,16.51,0602,17.51,05EB,20.06,069F,0.08,0001,1.53,0353,1298.84,0D68,5238.1,0D59,5215.2,035A,1309.52,04,18.64,01,4.66,24,167.8,0F,69.92,02,9.32,A4,4.17,080C,-32.43,B5,5.67
1685,05F9,18.5,060D,16.28,05FD,18.06,05E8,20.39,069F,0.08,0001,1.53,0352,1297.31,0D62,5228.94,0D54,5207.57,035A,1309.52,04,18.64,01,4.66,22,158.48,11,79.24,02,9.32,A4,4.17,080C,-32.43,B5,5.67
1690,05FA,18.39,0611,15.84,05F6,18.84,05E6,20.61,06A2,-0.25,0001,1.53,0353,1298.84,0D5A,5216.73,0D4E,5198.41,035B,1311.05,04,18.64,01,4.66,1E,139.83,14,93.22,02,9.32,A4,4.17,080E,-38.28,B5,5.67
1695,05FA,18.39,0613,15.62,05F1,19.39,05E2,21.06,06A2,-0.25,0001,1.53,0352,1297.31,0D50,5201.47,0D4D,5196.89,035B,1311.05,04,18.64,01,4.66,1A,121.19,18,111.87,02,9.32,A4,4.17,080F,-41.21,B5,5.67
1700,05F9,18.5,0617,15.17,05EB,20.06,05DE,21.5,06A3,-0.36,0001,1.53,0352,1297.31,0D46,5186.2,0D49,5190.78,035C,1312.58,04,18.64,01,4.66,15,97.88,1E,139.83,02,9.32,A4,4.17,080F,-41.21,B5,5.67
1705,05F8,18.62,061B,14.73,05E8,20.39,05DB,21.83,06A4,-0.47,0001,1.53,0352,1297.31,0D3C,5170.94,0D44,5183.15,035E,1315.63,04,18.64,01,4.66,12,83.9,22,158.48,03,13.98,A4,4.17,0811,-47.07,B5,5.67
1710,05F7,18.73,061E,14.4,05E6,20.61,05D6,22.39,06A5,-0.58,0000,0,0352,1297.31,0D2A,5143.47,0D3D,5172.47,0360,1318.68,04,18.64,01,4.66,0C,55.93,27,181.78,03,13.98,A4,4.17,0812,-50,B5,5.67
1715,05F7,18.73,0622,13.95,05E4,20.83,05D1,22.94,06A6,-0.69,0000,0,0354,1300.37,0D15,5111.42,0D31,5154.15,0362,1321.73,04,18.64,01,4.66,08,37.29,2D,209.75,02,9.32,A4,4.17,0813,-52.92,B4,6.05
1720,05F7,18.73,0626,13.51,05E5,20.72,05CB,23.61,06A7,-0.81,0001,1.53,035E,1315.63,0CF7,5065.63,0D23,5132.78,0363,1323.26,01,4.66,01,4.66,04,18.64,30,223.73,02,9.32,A4,4.17,0812,-50,B5,5.67
1725,05F9,18.5,0629,13.18,05E5,20.72,05C4,24.39,06A7,-0.81,0001,1.53,0361,1320.21,0CC0,4981.68,0CFA,5070.21,0366,1327.84,04,18.64,01,4.66,02,9.32,34,242.38,02,9.32,A4,4.17,0812,-50,B4,6.05
