Time stamp,Tpy (raw),Tpy (°C),Tpx (raw),Tpx (°C),Tmz (raw),Tmz (°C),Tmx (raw),Tmx (°C),Tpz (raw),Tpz (°C),Vpy (raw),Vpy (mV),Vpx (raw),Vpx (mV),Vmz (raw),Vmz (mV),Vmx (raw),Vmx (mV),Vpz (raw),Vpz (mV),Ipy (raw),Ipy (mA),Ipx (raw),Ipx (mA),Imz (raw),Imz (mA),Imx (raw),Imx (mA),Ipz (raw),Ipz (mA),Vbat (raw),Vbat (V),Ibatt(raw),Ibatt(mA),Tbatt (raw),Tbatt (℃)
160,0670,5.3,06E3,-7.46,0736,-16.67,06F4,-9.35,0695,1.19,0DFB,5462.45,0E09,5483.82,0D85,5282.36,0B84,4499.39,0DA2,5326.62,10,74.58,35,247.04,01,4.66,00,0,01,4.66,A4,4.17,0832,-143.7,B3,6.43
170,0663,6.74,06D0,-5.36,0735,-16.56,06F8,-9.79,069A,0.64,0DC8,5384.62,0DDF,5419.72,0D93,5303.72,0AF9,4287.24,0D5C,5219.78,0A,46.61,44,316.95,01,4.66,00,0,01,4.66,A4,4.17,0831,-140.77,B3,6.43
180,0661,6.96,06C1,-3.69,0733,-16.34,06F8,-9.79,069E,0.19,0D85,5282.36,0DD7,5407.51,0D8F,5297.62,0ADB,4241.45,0C8C,4902.32,03,13.98,4B,349.58,01,4.66,00,0,01,4.66,A4,4.17,082B,-123.2,B3,6.43
190,0663,6.74,06B0,-1.8,0731,-16.12,06FB,-10.13,06A3,-0.36,0C4B,4803.11,0DD0,5396.83,0D97,5309.83,0B45,4403.24,0403,1567.46,03,13.98,4C,354.24,03,13.98,00,0,01,4.66,A4,4.17,082F,-134.92,B3,6.43
200,066C,5.74,069E,0.19,072D,-15.68,06FF,-10.57,06AA,-1.14,0C09,4702.38,0DE5,5428.88,0DC1,5373.93,0BE1,4641.33,0500,1953.6,03,13.98,3A,270.34,08,37.29,00,0,01,4.66,A4,4.17,082F,-134.92,B3,6.43
210,0672,5.08,068F,1.86,0728,-15.12,0700,-10.68,06B0,-1.8,0BD7,4626.07,0DD0,5396.83,0DB3,5352.56,0C47,4797.01,056B,2116.91,03,13.98,34,242.38,0C,55.93,00,0,01,4.66,A4,4.17,082E,-131.99,B3,6.43
220,067B,4.08,0682,3.3,0720,-14.23,0702,-10.9,06B6,-2.47,0BAA,4557.39,0D90,5299.15,0D73,5254.88,0C92,4911.48,0593,2177.96,03,13.98,33,237.72,0C,55.93,00,0,01,4.66,A4,4.17,0831,-140.77,B3,6.43
230,067E,3.74,067D,3.86,0724,-14.68,0701,-10.79,06B8,-2.69,0B92,4520.76,0D3F,5175.52,0D26,5137.36,0CB3,4961.84,05A1,2199.33,03,13.98,37,256.36,0A,46.61,00,0,01,4.66,A4,4.17,082F,-134.92,B3,6.43
240,0689,2.52,0678,4.41,0722,-14.45,0705,-11.24,06BF,-3.47,0B53,4424.6,0BF1,4665.75,0BCE,4612.33,0BB6,4575.7,0B99,4531.44,03,13.98,2C,205.09,05,23.31,01,4.66,02,9.32,A4,4.17,080C,-32.43,B3,6.43
250,0690,1.75,0679,4.3,0724,-14.68,0705,-11.24,06C4,-4.02,0B04,4304.03,0BE9,4653.54,0BC9,4604.7,0BB4,4572.65,0BDE,4636.75,03,13.98,1D,135.17,04,18.64,01,4.66,0E,65.26,A4,4.17,0806,-14.85,B3,6.43
260,0699,0.75,067B,4.08,0726,-14.9,0707,-11.46,06C4,-4.02,0A60,4053.72,0BE2,4642.86,0BC5,4598.6,0BC0,4590.96,0BEF,4662.7,03,13.98,11,79.24,04,18.64,02,9.32,24,167.8,A4,4.17,0818,-67.57,B3,6.43
270,06A3,-0.36,0684,3.08,0728,-15.12,0708,-11.57,06BE,-3.36,0695,2571.73,0C90,4908.42,0C89,4897.74,0C88,4896.21,0CC7,4992.37,03,13.98,04,18.64,02,9.32,02,9.32,39,265.68,A4,4.17,0830,-137.85,B3,6.43
280,06A9,-1.03,0689,2.52,0727,-15.01,0708,-11.57,06B4,-2.25,066E,2512.21,0C96,4917.58,0CBD,4977.11,0CC8,4993.89,0CF8,5067.16,03,13.98,00,0,01,4.66,02,9.32,3B,275,A4,4.17,0828,-114.42,B3,6.43
290,06B1,-1.91,0690,1.75,072B,-15.45,0708,-11.57,06A6,-0.69,0994,3742.37,0BD1,4616.91,0C56,4819.9,0C6A,4850.43,0CA4,4938.95,03,13.98,00,0,01,4.66,04,18.64,4A,344.92,A4,4.17,0825,-105.63,B3,6.43
300,06B7,-2.58,0698,0.86,072C,-15.56,070A,-11.79,0696,1.08,0B20,4346.76,0B30,4371.18,0CC0,4981.68,0CE0,5030.53,0D15,5111.42,03,13.98,00,0,01,4.66,04,18.64,3A,270.34,A4,4.17,0823,-99.78,B4,6.05
310,06BD,-3.25,069F,0.08,072D,-15.68,0707,-11.46,0685,2.97,0C05,4696.28,07F0,3101.34,0CC8,4993.89,0CF4,5061.05,0D26,5137.36,03,13.98,00,0,01,4.66,07,32.63,39,265.68,A4,4.17,0822,-96.85,B4,6.05
320,06C3,-3.91,06A5,-0.58,072E,-15.79,0704,-11.13,0673,4.97,0D35,5160.26,041C,1605.62,0CF1,5056.47,0D3A,5167.89,0D55,5209.1,09,41.95,00,0,02,9.32,0B,51.27,2C,205.09,A4,4.17,0821,-93.92,B4,6.05
330,06C6,-4.25,06AD,-1.47,072F,-15.9,0701,-10.79,0663,6.74,0D86,5283.88,0390,1391.94,0D24,5134.31,0D7E,5271.67,0D8F,5297.62,14,93.22,00,0,01,4.66,0E,65.26,1E,139.83,A4,4.17,0824,-102.71,B4,6.05
340,06C6,-4.25,06B3,-2.14,0730,-16.01,06FD,-10.35,0653,8.52,0DBB,5364.77,0370,1343.1,0D4E,5198.41,0DA5,5331.2,0DB6,5357.14,1C,130.51,00,0,01,4.66,10,74.58,13,88.56,A4,4.17,0823,-99.78,B4,6.05
350,06C3,-3.91,06B9,-2.8,0730,-16.01,06F9,-9.91,0644,10.18,0DDE,5418.19,0364,1324.79,0D71,5251.83,0DCB,5389.19,0DC6,5381.56,22,158.48,00,0,01,4.66,11,79.24,0D,60.59,A4,4.17,0821,-93.92,B4,6.05
360,06BE,-3.36,06C0,-3.58,0730,-16.01,06F5,-9.46,0637,11.62,0DEF,5444.14,051D,1997.86,0D8D,5294.57,0DCF,5395.3,0DD2,5399.88,2A,195.77,00,0,01,4.66,0D,60.59,08,37.29,A4,4.17,0824,-102.71,B4,6.05
370,06B7,-2.58,06C5,-4.13,072F,-15.9,06F2,-9.13,062C,12.84,0DF2,5448.72,0B14,4328.45,0D9D,5318.99,0DCF,5395.3,0DCC,5390.72,2E,214.41,00,0,01,4.66,08,37.29,07,32.63,A4,4.17,0824,-102.71,B4,6.05
380,06A7,-0.81,06CA,-4.69,072E,-15.79,06EF,-8.8,0621,14.07,0DE9,5434.98,0C27,4748.17,0DA6,5332.72,0D96,5308.3,0DC5,5380.04,34,242.38,00,0,01,4.66,00,0,04,18.64,A4,4.17,0823,-99.78,B4,6.05
390,069A,0.64,06D2,-5.58,072D,-15.68,06EF,-8.8,061D,14.51,0DBC,5366.3,0D4E,5198.41,0D87,5285.41,0D5F,5224.36,0D9B,5315.93,41,302.97,00,0,02,9.32,00,0,07,32.63,A4,4.17,0820,-90.99,B4,6.05
400,0688,2.63,06D3,-5.69,072C,-15.56,06F0,-8.91,0619,14.95,0DF1,5447.19,0DDB,5413.61,0DB4,5354.09,0D4A,5192.31,0DAD,5343.41,2F,219.07,0C,55.93,02,9.32,00,0,02,9.32,A4,4.17,0821,-93.92,B4,6.05
410,0683,3.19,06D2,-5.58,072C,-15.56,06F2,-9.13,0618,15.06,0DFB,5462.45,0DEE,5442.61,0DBF,5370.88,0D3E,5173.99,0DA0,5323.57,25,172.46,15,97.88,02,9.32,00,0,01,4.66,A4,4.17,081F,-88.06,B4,6.05
420,066D,5.63,06CA,-4.69,072A,-15.34,06F4,-9.35,0619,14.95,0DFB,5462.45,0E06,5479.24,0DCF,5395.3,0D2C,5146.52,0D66,5235.04,15,97.88,26,177.12,02,9.32,00,0,01,4.66,A4,4.17,0821,-93.92,B4,6.05
430,0662,6.85,06BE,-3.36,0728,-15.12,06F6,-9.57,061E,14.4,0DE5,5428.88,0E08,5482.3,0DD1,5398.35,0D25,5135.84,0D10,5103.79,09,41.95,30,223.73,02,9.32,00,0,01,4.66,A4,4.17,0822,-96.85,B4,6.05
440,065A,7.74,06AF,-1.69,0726,-14.9,06F6,-9.57,0625,13.62,0DC0,5372.41,0DFF,5468.56,0DD0,5396.83,0D22,5131.26,0C44,4792.43,04,18.64,33,237.72,03,13.98,00,0,01,4.66,A4,4.17,0823,-99.78,B4,6.05
450,0657,8.07,06A0,-0.03,0725,-14.79,06F9,-9.91,062E,12.62,0D51,5202.99,0DFB,5462.45,0DCB,5389.19,0D20,5128.21,0730,2808.3,03,13.98,33,237.72,04,18.64,00,0,01,4.66,A4,4.17,0822,-96.85,B4,6.05
460,065A,7.74,0690,1.75,0721,-14.34,06FA,-10.02,0637,11.62,0CCC,5000,0DEB,5438.03,0DC7,5383.09,0D1F,5126.68,048E,1779.61,03,13.98,31,228.39,05,23.31,00,0,01,4.66,A4,4.17,0821,-93.92,B4,6.05
470,0660,7.07,067F,3.63,071F,-14.12,06FB,-10.13,0640,10.63,0CB0,4957.26,0DD8,5409.04,0DB1,5349.51,0D1F,5126.68,0652,2469.47,03,13.98,32,233.06,06,27.97,00,0,01,4.66,A4,4.17,0825,-105.63,B4,6.05
480,0669,6.08,066A,5.96,071B,-13.68,06FE,-10.46,064B,9.4,0C7C,4877.9,0DC2,5375.46,0DA2,5326.62,0D23,5132.78,0CD3,5010.68,03,13.98,2E,214.41,06,27.97,00,0,01,4.66,A4,4.17,0821,-93.92,B3,6.43
490,0670,5.3,065D,7.41,071A,-13.57,06FE,-10.46,0650,8.85,0C41,4787.85,0DB1,5349.51,0D8D,5294.57,0D2A,5143.47,0D71,5251.83,03,13.98,2C,205.09,06,27.97,00,0,02,9.32,A4,4.17,0822,-96.85,B4,6.05
500,0678,4.41,0652,8.63,0719,-13.46,06FF,-10.57,0654,8.41,0BEA,4655.07,0D9F,5322.04,0D75,5257.94,0D33,5157.2,0D81,5276.25,03,13.98,2C,205.09,05,23.31,00,0,08,37.29,A4,4.17,081E,-85.14,B3,6.43
510,067F,3.63,0649,9.63,0719,-13.46,0700,-10.68,0654,8.41,0B5B,4436.81,0D95,5306.78,0D64,5231.99,0D3D,5172.47,0D7F,5273.2,03,13.98,27,181.78,04,18.64,00,0,0D,60.59,A4,4.17,081B,-76.35,B3,6.43
520,0686,2.86,0643,10.29,071A,-13.57,0701,-10.79,0651,8.74,0A1E,3952.99,0D85,5282.36,0D5D,5221.31,0D42,5180.1,0D7A,5265.57,03,13.98,23,163.14,03,13.98,00,0,11,79.24,A4,4.17,0819,-70.49,B4,6.05
530,068D,2.08,063C,11.07,071B,-13.68,0701,-10.79,064B,9.4,057B,2141.33,0D78,5262.52,0D48,5189.26,0D3E,5173.99,0D74,5256.41,03,13.98,21,153.82,02,9.32,00,0,14,93.22,A4,4.17,081A,-73.42,B4,6.05
540,0695,1.19,0636,11.73,071B,-13.68,0702,-10.9,0643,10.29,0695,2571.73,0D05,5087,0CCC,5000,0CD0,5006.11,0CD8,5018.32,03,13.98,2F,219.07,03,13.98,03,13.98,05,23.31,A4,4.17,0818,-67.57,B4,6.05
550,069E,0.19,0636,11.73,071E,-14.01,0702,-10.9,0633,12.07,0AB2,4178.88,0D4B,5193.83,0D1F,5126.68,0D23,5132.78,0D4E,5198.41,03,13.98,19,116.53,02,9.32,03,13.98,18,111.87,A4,4.17,0817,-64.64,B3,6.43
560,06A4,-0.47,0636,11.73,071F,-14.12,0703,-11.01,062A,13.07,0BAB,4558.91,0D22,5131.26,0CFD,5074.79,0D0A,5094.63,0D2D,5148.05,03,13.98,14,93.22,02,9.32,06,27.97,1C,130.51,A4,4.17,0817,-64.64,B3,6.43
570,06AB,-1.25,0639,11.4,0721,-14.34,0702,-10.9,061E,14.4,0C3C,4780.22,0CF5,5062.58,0CD2,5009.16,0CF1,5056.47,0D07,5090.05,03,13.98,0A,46.61,02,9.32,08,37.29,23,163.14,A4,4.17,0819,-70.49,B4,6.05
580,06B3,-2.14,0643,10.29,0722,-14.45,0701,-10.79,060C,16.4,0C4C,4804.64,0BEA,4655.07,0C52,4813.8,0C63,4839.74,0C8D,4903.85,04,18.64,00,0,03,13.98,0C,55.93,35,247.04,A4,4.17,0816,-61.71,B3,6.43
590,06B6,-2.47,0647,9.85,0723,-14.57,06FF,-10.57,0604,17.28,0CC5,4989.32,050E,1974.97,0CD9,5019.84,0CF1,5056.47,0D05,5087,03,13.98,00,0,03,13.98,0C,55.93,22,158.48,A4,4.17,0815,-58.78,B3,6.43
600,06BC,-3.14,0656,8.18,0721,-14.34,06FA,-10.02,05F1,19.39,0D21,5129.73,0450,1684.98,0D33,5157.2,0D5C,5219.78,0D5A,5216.73,03,13.98,00,0,04,18.64,1C,130.51,15,97.88,A4,4.17,0819,-70.49,B3,6.43
610,06C0,-3.58,065F,7.18,0721,-14.34,06F6,-9.57,05E4,20.83,0D7B,5267.09,08C7,3429.49,0D77,5260.99,0D92,5302.2,0D87,5285.41,08,37.29,00,0,04,18.64,21,153.82,0B,51.27,A4,4.17,081A,-73.42,B3,6.43
620,06C0,-3.58,0667,6.3,071F,-14.12,06F1,-9.02,05D8,22.17,0DC3,5376.98,0A9D,4146.83,0DA4,5329.67,0DC2,5375.46,0DA1,5325.09,13,88.56,00,0,04,18.64,1C,130.51,05,23.31,A5,4.2,0816,-61.71,B3,6.43
630,06BE,-3.36,066F,5.41,071F,-14.12,06EA,-8.24,05CE,23.28,0DD8,5409.04,0B22,4349.82,0DB9,5361.72,0DD3,5401.4,0DA4,5329.67,1F,144.49,00,0,04,18.64,14,93.22,02,9.32,A4,4.17,0816,-61.71,B3,6.43
640,06B8,-2.69,0678,4.41,071E,-14.01,06E7,-7.91,05C4,24.39,0DD5,5404.46,0B80,4493.28,0DB1,5349.51,0DBF,5370.88,0D97,5309.83,2A,195.77,00,0,04,18.64,08,37.29,02,9.32,A4,4.17,0816,-61.71,B3,6.43
650,06AF,-1.69,067E,3.74,071E,-14.01,06E6,-7.8,05BC,25.27,0DDA,5412.09,0C1D,4732.91,0DA2,5326.62,0DA2,5326.62,0D8A,5289.99,30,223.73,00,0,04,18.64,02,9.32,02,9.32,A4,4.17,0816,-61.71,B3,6.43
660,06A4,-0.47,0684,3.08,071C,-13.79,06E6,-7.8,05B4,26.16,0DD5,5404.46,0D84,5280.83,0DA4,5329.67,0D95,5306.78,0D7D,5270.15,31,228.39,00,0,04,18.64,01,4.66,02,9.32,A4,4.17,0817,-64.64,B3,6.43
670,0699,0.75,0686,2.86,071C,-13.79,06E8,-8.02,05AF,26.72,0DDD,5416.67,0DC2,5375.46,0DAF,5346.46,0D95,5306.78,0D70,5250.31,2B,200.43,09,41.95,03,13.98,00,0,01,4.66,A4,4.17,0817,-64.64,B3,6.43
680,068A,2.41,067F,3.63,071C,-13.79,06EB,-8.35,05AA,27.27,0DC8,5384.62,0DC2,5375.46,0D9D,5318.99,0D79,5264.04,0D5B,5218.25,23,163.14,1E,139.83,03,13.98,00,0,02,9.32,A4,4.17,0818,-67.57,B3,6.43
690,0680,3.52,0677,4.52,071A,-13.57,06EE,-8.68,05A9,27.38,0DD0,5396.83,0DD4,5402.93,0DAF,5346.46,0D69,5239.62,0D4D,5196.89,12,83.9,1D,135.17,03,13.98,00,0,01,4.66,A4,4.17,0817,-64.64,B3,6.43
700,067B,4.08,066C,5.74,071A,-13.57,06EE,-8.68,05A9,27.38,0DB0,5347.99,0DBD,5367.83,0D9E,5320.51,0D50,5201.47,0D41,5178.57,0C,55.93,27,181.78,04,18.64,00,0,01,4.66,A4,4.17,081A,-73.42,B3,6.43
710,0676,4.63,065F,7.18,0717,-13.23,06EF,-8.8,05AB,27.16,0D8B,5291.51,0DAF,5346.46,0D91,5300.67,0D39,5166.36,0D3A,5167.89,06,27.97,2B,200.43,05,23.31,00,0,01,4.66,A4,4.17,081B,-76.35,B3,6.43
720,0679,4.3,0653,8.52,0715,-13.01,06F1,-9.02,05AD,26.94,0D5B,5218.25,0DA6,5332.72,0D86,5283.88,0D26,5137.36,0D37,5163.31,03,13.98,2E,214.41,07,32.63,00,0,01,4.66,A4,4.17,081A,-73.42,B3,6.43
730,0679,4.3,0645,10.07,0715,-13.01,06F3,-9.24,05B0,26.61,0D22,5131.26,0D9D,5318.99,0D7F,5273.2,0D1D,5123.63,0D37,5163.31,03,13.98,2C,205.09,08,37.29,00,0,01,4.66,A4,4.17,081C,-79.28,B3,6.43
740,067F,3.63,0639,11.4,0710,-12.46,06F5,-9.46,05B3,26.27,0CEE,5051.89,0D8C,5293.04,0D72,5253.36,0D1B,5120.57,0D38,5164.84,03,13.98,2D,209.75,08,37.29,00,0,02,9.32,A4,4.17,0815,-58.78,B3,6.43
750,0683,3.19,062B,12.96,070E,-12.24,06F6,-9.57,05B6,25.94,0CB4,4963.37,0D84,5280.83,0D67,5236.57,0D21,5129.73,0D36,5161.78,03,13.98,2A,195.77,08,37.29,00,0,02,9.32,A4,4.17,0816,-61.71,B3,6.43
760,0688,2.63,061E,14.4,070D,-12.12,06F7,-9.68,05B9,25.61,0C5D,4830.59,0D79,5264.04,0D59,5215.2,0D29,5141.94,0D34,5158.73,03,13.98,2B,200.43,08,37.29,00,0,02,9.32,A4,4.17,0812,-50,B3,6.43
770,068C,2.19,061A,14.84,070D,-12.12,06F7,-9.68,05BB,25.38,0C08,4700.85,0D6D,5245.73,0D4D,5196.89,0D29,5141.94,0D31,5154.15,03,13.98,2B,200.43,07,32.63,00,0,02,9.32,A4,4.17,0813,-52.92,B3,6.43
780,0696,1.08,0606,17.06,070C,-12.01,06FA,-10.02,05C0,24.83,0881,3322.65,0D61,5227.41,0D43,5181.62,0D30,5152.63,0D32,5155.68,03,13.98,28,186.44,05,23.31,01,4.66,03,13.98,A4,4.17,0813,-52.92,B3,6.43
790,069C,0.42,05FC,18.17,070D,-12.12,06FA,-10.02,05C2,24.61,040C,1581.2,0D5D,5221.31,0D2E,5149.57,0D32,5155.68,0D32,5155.68,03,13.98,24,167.8,04,18.64,03,13.98,04,18.64,A4,4.17,0812,-50,B3,6.43
800,06A3,-0.36,05F2,19.28,070E,-12.24,06F9,-9.91,05C4,24.39,061F,2391.64,0D4A,5192.31,0D1F,5126.68,0D20,5128.21,0D30,5152.63,03,13.98,24,167.8,04,18.64,04,18.64,08,37.29,A4,4.17,0811,-47.07,B3,6.43
810,06AA,-1.14,05EC,19.95,0710,-12.46,06FB,-10.13,05C3,24.5,0B1B,4339.13,0D3D,5172.47,0D13,5108.36,0D1C,5122.1,0D2B,5144.99,03,13.98,20,149.16,03,13.98,06,27.97,0B,51.27,A5,4.2,0811,-47.07,B3,6.43
820,06B0,-1.8,05E6,20.61,0712,-12.68,06F9,-9.91,05C1,24.72,0BFD,4684.07,0D30,5152.63,0D05,5087,0D1A,5119.05,0D22,5131.26,03,13.98,19,116.53,03,13.98,08,37.29,0E,65.26,A4,4.17,0813,-52.92,B3,6.43
830,06B5,-2.36,05E4,20.83,0712,-12.68,06F8,-9.79,05BB,25.38,0C78,4871.79,0D1A,5119.05,0CF3,5059.52,0D0D,5099.21,0D19,5117.52,03,13.98,13,88.56,04,18.64,0A,46.61,12,83.9,A4,4.17,0811,-47.07,B3,6.43
840,06BA,-2.91,05E7,20.5,0713,-12.79,06F6,-9.57,05B4,26.16,0CBE,4978.63,0D00,5079.37,0CE0,5030.53,0CFD,5074.79,0D0B,5096.15,03,13.98,0D,60.59,04,18.64,0C,55.93,15,97.88,A4,4.17,0811,-47.07,B3,6.43
850,06BF,-3.47,05EA,20.17,0715,-13.01,06F6,-9.57,05AB,27.16,0CC0,4981.68,0CD1,5007.63,0CCF,5004.58,0CD9,5019.84,0CE8,5042.74,04,18.64,05,23.31,05,23.31,0E,65.26,1A,121.19,A4,4.17,0813,-52.92,B3,6.43
860,06C2,-3.8,05F2,19.28,0714,-12.9,06F3,-9.24,05A0,28.38,0CB3,4961.84,0C6B,4851.95,0CB0,4957.26,0CC2,4984.74,0CD6,5015.26,06,27.97,00,0,06,27.97,0E,65.26,1D,135.17,A4,4.17,0811,-47.07,B3,6.43
870,06C6,-4.25,05FC,18.17,0715,-13.01,06F2,-9.13,0596,29.49,0CC0,4981.68,053C,2045.18,0CBA,4972.53,0CCA,4996.95,0CD9,5019.84,07,32.63,00,0,07,32.63,0F,69.92,1B,125.85,A4,4.17,0810,-44.14,B3,6.43
880,06C8,-4.47,060A,16.62,0712,-12.68,06EE,-8.68,0589,30.93,0D31,5154.15,0629,2406.9,0D1D,5123.63,0D2D,5148.05,0D26,5137.36,0F,69.92,00,0,08,37.29,0F,69.92,0C,55.93,A4,4.17,080F,-41.21,B3,6.43
890,06C8,-4.47,0616,15.29,0711,-12.57,06EC,-8.46,0580,31.93,0D28,5140.42,09BF,3808,0D0B,5096.15,0D1A,5119.05,0D15,5111.42,1E,139.83,00,0,09,41.95,10,74.58,0D,60.59,A5,4.2,080D,-35.35,B3,6.43
900,06C5,-4.13,0621,14.07,0710,-12.46,06E8,-8.02,0576,33.04,0DBB,5364.77,0AB2,4178.88,0D9A,5314.41,0D9C,5317.46,0D34,5158.73,29,191.11,00,0,09,41.95,0B,51.27,05,23.31,A4,4.17,080C,-32.43,B3,6.43
910,06BF,-3.47,062C,12.84,070F,-12.35,06E8,-8.02,056D,34.04,0DBF,5370.88,0B62,4447.5,0DA9,5337.3,0D9D,5318.99,0D44,5183.15,29,191.11,00,0,07,32.63,04,18.64,01,4.66,A5,4.2,080D,-35.35,B3,6.43
920,06B8,-2.69,0633,12.07,070D,-12.12,06E5,-7.69,0566,34.82,0DD2,5399.88,0CB1,4958.79,0DAE,5344.93,0DA2,5326.62,0D3A,5167.89,2B,200.43,00,0,07,32.63,02,9.32,01,4.66,A5,4.2,080D,-35.35,B3,6.43
930,06AE,-1.58,0639,11.4,070C,-12.01,06E7,-7.91,0560,35.48,0DCB,5389.19,0D3F,5175.52,0DAF,5346.46,0D90,5299.15,0D30,5152.63,2B,200.43,00,0,08,37.29,01,4.66,01,4.66,A4,4.17,080D,-35.35,B3,6.43
940,06A5,-0.58,063D,10.96,070C,-12.01,06E7,-7.91,055B,36.04,0DBB,5364.77,0D7E,5271.67,0DA0,5323.57,0D82,5277.78,0D28,5140.42,28,186.44,00,0,09,41.95,01,4.66,01,4.66,A4,4.17,0810,-44.14,B3,6.43
