Time Stamp,Tpy (raw),Tpy (°C),Tpx (raw),Tpx (°C),Tmz (raw),Tmz (°C),Tmx (raw),Tmx (°C),Tpz (raw),Tpz (°C),Vpy (raw),Vpy (mV),Vpx (raw),Vpx (mV),Vmz (raw),Vmz (mV),Vmx (raw),Vmx (mV),Vpz (raw),Vpz (mV),Ipy (raw),Ipy (mA),Ipx (raw),Ipx (mA),Imz (raw),Imz (mA),Imx (raw),Imx (mA),Ipz (raw),Ipz (mA),Vbat (raw),Vbat (V),Ibatt(raw),Ibatt(mA),Tbatt raw),Tbatt (℃)
0,0615,15.4,064A,9.52,058B,30.71,068F,1.86,065E,7.3,0696,2573.26,0CBD,4977.11,0D7D,5270.15,0D95,5306.78,0D87,5285.41,01,4.66,01,4.66,0B,51.27,23,163.14,09,41.95,A5,4.2,080F,-41.21,BD,2.6
5,0616,15.29,064D,9.18,0588,31.04,068C,2.19,065E,7.3,0694,2570.21,0CA2,4935.9,0D75,5257.94,0D85,5282.36,0D7C,5268.62,01,4.66,01,4.66,0D,60.59,20,149.16,09,41.95,A5,4.2,080D,-35.35,BD,2.6
10,0618,15.06,0650,8.85,0583,31.6,0688,2.63,065E,7.3,0691,2565.63,0C76,4868.74,0D69,5239.62,0D72,5253.36,0D6B,5242.67,01,4.66,01,4.66,10,74.58,1D,135.17,0A,46.61,A5,4.2,080D,-35.35,BD,2.6
15,061A,14.84,0654,8.41,057F,32.04,0686,2.86,065E,7.3,068E,2561.05,0C3F,4784.8,0D5C,5219.78,0D5E,5222.83,0D5C,5219.78,01,4.66,01,4.66,15,97.88,18,111.87,0B,51.27,A5,4.2,080B,-29.5,BD,2.6
20,061A,14.84,0658,7.96,057C,32.38,0684,3.08,065F,7.18,0687,2550.37,0BF4,4670.33,0D4D,5196.89,0D48,5189.26,0D4A,5192.31,01,4.66,01,4.66,19,116.53,13,88.56,0B,51.27,A5,4.2,0809,-23.64,BD,2.6
25,061D,14.51,065C,7.52,0578,32.82,0683,3.19,065F,7.18,067E,2536.63,0B8C,4511.6,0D41,5178.57,0D39,5166.36,0D3B,5169.41,01,4.66,01,4.66,1D,135.17,10,74.58,0A,46.61,A5,4.2,080A,-26.57,BD,2.6
30,061E,14.4,065F,7.18,0578,32.82,067F,3.63,0660,7.07,0675,2522.89,0CDC,5024.42,0D3C,5170.94,0D34,5158.73,0D36,5161.78,01,4.66,01,4.66,1A,121.19,11,79.24,0A,46.61,A5,4.2,0808,-20.71,BD,2.6
35,0621,14.07,0663,6.74,0573,33.37,0681,3.41,0660,7.07,066B,2507.63,0D2B,5144.99,0D41,5178.57,0D3E,5173.99,0D3D,5172.47,01,4.66,08,37.29,16,102.54,12,83.9,09,41.95,A5,4.2,0809,-23.64,BD,2.6
40,0623,13.84,0665,6.52,0570,33.71,0681,3.41,0662,6.85,0661,2492.37,0D49,5190.78,0D47,5187.73,0D4C,5195.36,0D4A,5192.31,01,4.66,12,83.9,0E,65.26,11,79.24,08,37.29,A5,4.2,080A,-26.57,BC,2.98
45,0625,13.62,0665,6.52,056F,33.82,067F,3.63,0663,6.74,0654,2472.53,0D62,5228.94,0D51,5202.99,0D5D,5221.31,0D59,5215.2,01,4.66,1B,125.85,09,41.95,0F,69.92,07,32.63,A5,4.2,080A,-26.57,BD,2.6
50,0621,14.07,0666,6.41,056C,34.15,067F,3.63,0664,6.63,0646,2451.16,0D78,5262.52,0D52,5204.52,0D6A,5241.15,0D67,5236.57,01,4.66,22,158.48,04,18.64,0C,55.93,05,23.31,A5,4.2,080A,-26.57,BD,2.6
55,062C,12.84,0660,7.07,056A,34.37,067C,3.97,0664,6.63,0635,2425.21,0D99,5312.88,0D50,5201.47,0D82,5277.78,0D7B,5267.09,01,4.66,26,177.12,02,9.32,09,41.95,03,13.98,A5,4.2,0807,-17.78,BD,2.6
60,062F,12.51,0662,6.85,0569,34.48,067C,3.97,0665,6.52,0622,2396.21,0DA7,5334.25,0D4B,5193.83,0D8A,5289.99,0D64,5231.99,01,4.66,32,233.06,03,13.98,0B,51.27,05,23.31,A5,4.2,080A,-26.57,BC,2.98
65,0632,12.18,065F,7.18,0569,34.48,067B,4.08,0666,6.41,060E,2365.69,0D87,5285.41,0D45,5184.68,0D6D,5245.73,0D6D,5245.73,01,4.66,36,251.7,02,9.32,09,41.95,05,23.31,A5,4.2,080A,-26.57,BD,2.6
70,0635,11.85,065A,7.74,0568,34.6,067A,4.19,0669,6.08,05F7,2330.59,0D8F,5297.62,0D41,5178.57,0D71,5251.83,0D71,5251.83,01,4.66,37,256.36,02,9.32,06,27.97,05,23.31,A5,4.2,080C,-32.43,BC,2.98
75,063A,11.29,0654,8.41,0567,34.71,0679,4.3,0669,6.08,05DB,2287.85,0DB9,5361.72,0D3F,5175.52,0D86,5283.88,0D92,5302.2,01,4.66,2E,214.41,01,4.66,02,9.32,02,9.32,A5,4.2,080E,-38.28,BC,2.98
80,063F,10.74,064F,8.96,0566,34.82,0679,4.3,0669,6.08,05BA,2237.48,0CFC,5073.26,0CEB,5047.31,0CE2,5033.58,0CE9,5044.26,01,4.66,53,386.87,1A,121.19,0D,60.59,0C,55.93,A5,4.2,0807,-17.78,BC,2.98
85,0647,9.85,064C,9.29,056C,34.15,067C,3.97,066A,5.96,05A5,2205.43,0BF4,4670.33,0BEB,4656.59,0BE9,4653.54,0BE6,4648.96,01,4.66,5B,424.16,39,265.68,0E,65.26,13,88.56,A2,4.12,0788,354.12,BC,2.98
90,0647,9.85,0647,9.85,056E,33.93,067C,3.97,066D,5.63,065B,2483.21,0BFE,4685.59,0BE8,4652.01,0BE4,4645.91,0BDF,4638.28,01,4.66,5B,424.16,38,261.02,0D,60.59,14,93.22,A2,4.12,078A,348.26,BC,2.98
95,064D,9.18,063F,10.74,0570,33.71,067B,4.08,066D,5.63,06A1,2590.05,0BFC,4682.54,0BFD,4684.07,0BE1,4641.33,0BF2,4667.28,01,4.66,5B,424.16,3A,270.34,0A,46.61,14,93.22,A1,4.1,0786,359.98,BC,2.98
100,064A,9.52,0639,11.4,056F,33.82,067E,3.74,066C,5.74,06CB,2654.15,0D7D,5270.15,0D44,5183.15,0D3A,5167.89,0D6C,5244.2,01,4.66,37,256.36,03,13.98,01,4.66,08,37.29,A5,4.2,0824,-102.71,BC,2.98
105,0649,9.63,0633,12.07,0570,33.71,067D,3.86,066D,5.63,06E8,2698.41,0D77,5260.99,0D46,5186.2,0D28,5140.42,0D66,5235.04,01,4.66,35,247.04,04,18.64,01,4.66,08,37.29,A5,4.2,0820,-90.99,BC,2.98
110,0649,9.63,062E,12.62,056F,33.82,067F,3.63,066C,5.74,06FD,2730.46,0D6D,5245.73,0D46,5186.2,0D11,5105.31,0D5F,5224.36,01,4.66,31,228.39,05,23.31,01,4.66,09,41.95,A5,4.2,081C,-79.28,BC,2.98
115,064C,9.29,062B,12.96,0573,33.37,0682,3.3,0670,5.3,070E,2756.41,0C02,4691.7,0BFF,4687.12,0BC8,4603.17,0BE6,4648.96,01,4.66,47,330.94,44,316.95,04,18.64,16,102.54,A2,4.12,076C,436.11,BC,2.98
120,0644,10.18,0625,13.62,0570,33.71,0683,3.19,066C,5.74,0714,2765.57,0D52,5204.52,0D3F,5175.52,0CD6,5015.26,0D4A,5192.31,01,4.66,28,186.44,0C,55.93,01,4.66,0B,51.27,A5,4.2,081E,-85.14,BC,2.98
125,0640,10.63,0621,14.07,056F,33.82,0685,2.97,066D,5.63,0719,2773.2,0D45,5184.68,0D3B,5169.41,0CB4,4963.37,0D43,5181.62,01,4.66,22,158.48,11,79.24,01,4.66,0C,55.93,A5,4.2,081B,-76.35,BC,2.98
130,063D,10.96,061E,14.4,056E,33.93,0688,2.63,066D,5.63,071B,2776.25,0D36,5161.78,0D35,5160.26,0C91,4909.95,0D37,5163.31,01,4.66,1C,130.51,15,97.88,00,0,0D,60.59,A5,4.2,081B,-76.35,BC,2.98
135,0638,11.51,061D,14.51,056C,34.15,0689,2.52,066E,5.52,071B,2776.25,0D22,5131.26,0D2C,5146.52,0C6F,4858.06,0D2B,5144.99,01,4.66,14,93.22,1B,125.85,01,4.66,0D,60.59,A5,4.2,0817,-64.64,BC,2.98
140,0634,11.96,061B,14.73,056A,34.37,068D,2.08,066D,5.63,0718,2771.67,0D12,5106.84,0D24,5134.31,0C4F,4809.22,0D21,5129.73,01,4.66,0E,65.26,20,149.16,01,4.66,0E,65.26,A5,4.2,0815,-58.78,BC,2.98
145,062F,12.51,061B,14.73,0568,34.6,068F,1.86,066C,5.74,0711,2760.99,0D03,5083.94,0D1B,5120.57,0C34,4768.01,0D15,5111.42,01,4.66,09,41.95,24,167.8,01,4.66,0E,65.26,A5,4.2,0815,-58.78,BC,2.98
150,062B,12.96,061C,14.62,0566,34.82,0691,1.64,066C,5.74,0707,2745.73,0CFF,5077.84,0D1E,5125.15,0C40,4786.32,0D19,5117.52,01,4.66,08,37.29,24,167.8,01,4.66,0E,65.26,A5,4.2,0813,-52.92,BC,2.98
155,0626,13.51,061C,14.62,0564,35.04,0693,1.41,066C,5.74,06FC,2728.94,0D05,5087,0D24,5134.31,0CEA,5045.79,0D1D,5123.63,01,4.66,08,37.29,24,167.8,02,9.32,0E,65.26,A5,4.2,0811,-47.07,BC,2.98
160,0623,13.84,061C,14.62,0563,35.15,0695,1.19,066B,5.85,06EB,2702.99,0D10,5103.79,0D2D,5148.05,0D16,5112.94,0D2A,5143.47,01,4.66,07,32.63,20,149.16,07,32.63,0D,60.59,A5,4.2,0812,-50,BC,2.98
165,0623,13.84,061D,14.51,055F,35.59,0697,0.97,066C,5.74,06D8,2673.99,0D17,5114.47,0D36,5161.78,0D29,5141.94,0D33,5157.2,01,4.66,06,27.97,1C,130.51,0D,60.59,0D,60.59,A5,4.2,0811,-47.07,BC,2.98
170,061F,14.29,061E,14.4,055C,35.93,0697,0.97,066B,5.85,06BF,2635.84,0D1D,5123.63,0D3C,5170.94,0D37,5163.31,0D3A,5167.89,01,4.66,05,23.31,17,107.21,12,83.9,0C,55.93,A5,4.2,0811,-47.07,BC,2.98
175,061E,14.4,061F,14.29,0558,36.37,0697,0.97,066B,5.85,06A5,2596.15,0D1E,5125.15,0D41,5178.57,0D44,5183.15,0D41,5178.57,01,4.66,04,18.64,15,97.88,16,102.54,0B,51.27,A5,4.2,080D,-35.35,BC,2.98
180,061F,14.29,0621,14.07,0555,36.7,0696,1.08,066B,5.85,069A,2579.37,0D1B,5120.57,0D41,5178.57,0D4A,5192.31,0D42,5180.1,01,4.66,03,13.98,13,88.56,1A,121.19,0A,46.61,A5,4.2,0810,-44.14,BC,2.98
185,061F,14.29,0622,13.95,0551,37.15,0694,1.3,066B,5.85,06A1,2590.05,0D17,5114.47,0D41,5178.57,0D49,5190.78,0D43,5181.62,01,4.66,03,13.98,12,83.9,1C,130.51,0B,51.27,A5,4.2,080C,-32.43,BC,2.98
190,061E,14.4,0625,13.62,0550,37.26,0692,1.53,066C,5.74,06A6,2597.68,0D0A,5094.63,0D3A,5167.89,0D40,5177.05,0D39,5166.36,01,4.66,02,9.32,12,83.9,1C,130.51,0A,46.61,A5,4.2,080D,-35.35,BC,2.98
195,061F,14.29,0627,13.4,054A,37.92,0691,1.64,066C,5.74,06AB,2605.31,0D03,5083.94,0D3B,5169.41,0D47,5187.73,0D40,5177.05,01,4.66,02,9.32,0E,65.26,1B,125.85,09,41.95,A5,4.2,080B,-29.5,BC,2.98
200,061D,14.51,0629,13.18,0546,38.37,068F,1.86,066B,5.85,06AD,2608.36,0CE2,5033.58,0D1A,5119.05,0D1A,5119.05,0D14,5109.89,01,4.66,02,9.32,1B,125.85,1C,130.51,0B,51.27,A5,4.2,0810,-44.14,BC,2.98
205,061E,14.4,062C,12.84,0543,38.7,068F,1.86,066C,5.74,06AE,2609.89,0CDF,5029,0D2B,5144.99,0D33,5157.2,0D2D,5148.05,01,4.66,01,4.66,11,79.24,19,116.53,0A,46.61,A5,4.2,080B,-29.5,BC,2.98
210,061E,14.4,062F,12.51,0541,38.92,068C,2.19,066D,5.63,06AD,2608.36,0CBB,4974.05,0D01,5080.89,0CFB,5071.73,0CFB,5071.73,01,4.66,01,4.66,13,88.56,15,97.88,0A,46.61,A5,4.2,080D,-35.35,BC,2.98
215,061C,14.62,0632,12.18,053F,39.15,068C,2.19,066D,5.63,06AA,2603.79,0CA5,4940.48,0D14,5109.89,0D11,5105.31,0D12,5106.84,01,4.66,01,4.66,17,107.21,12,83.9,0A,46.61,A5,4.2,080B,-29.5,BC,2.98
220,061C,14.62,0635,11.85,053D,39.37,068A,2.41,066E,5.52,06A6,2597.68,0C7D,4879.43,0CFD,5074.79,0CF1,5056.47,0CF9,5068.68,01,4.66,01,4.66,1E,139.83,0F,69.92,0B,51.27,A5,4.2,080C,-32.43,BC,2.98
225,061C,14.62,0639,11.4,053B,39.59,068A,2.41,066E,5.52,06A2,2591.58,0C41,4787.85,0CF3,5059.52,0CE3,5035.1,0CEC,5048.84,01,4.66,01,4.66,20,149.16,0C,55.93,0B,51.27,A5,4.2,080C,-32.43,BC,2.98
230,061C,14.62,063D,10.96,053A,39.7,0689,2.52,066E,5.52,069D,2583.94,0C23,4742.06,0CEF,5053.42,0CDF,5029,0CEA,5045.79,01,4.66,01,4.66,20,149.16,0D,60.59,0C,55.93,A5,4.2,080D,-35.35,BC,2.98
235,061D,14.51,0640,10.63,053A,39.7,0689,2.52,066E,5.52,0697,2574.79,0CBC,4975.58,0CF0,5054.95,0CE2,5033.58,0CEA,5045.79,01,4.66,02,9.32,1E,139.83,0D,60.59,0B,51.27,A5,4.2,0809,-23.64,BC,2.98
240,061D,14.51,0644,10.18,0539,39.81,0687,2.75,0670,5.3,0691,2565.63,0CE9,5044.26,0CFB,5071.73,0CF4,5061.05,0CFD,5074.79,01,4.66,08,37.29,18,111.87,0E,65.26,0B,51.27,A5,4.2,080A,-26.57,BC,2.98
245,061E,14.4,0646,9.96,0539,39.81,0686,2.86,0670,5.3,068B,2556.47,0D06,5088.52,0D0B,5096.15,0D08,5091.58,0D0C,5097.68,01,4.66,0F,69.92,12,83.9,0E,65.26,0A,46.61,A5,4.2,080A,-26.57,BC,2.98
250,0620,14.18,0649,9.63,0538,39.92,0685,2.97,0670,5.3,0683,2544.26,0D24,5134.31,0D17,5114.47,0D1D,5123.63,0D1E,5125.15,01,4.66,16,102.54,0B,51.27,0E,65.26,0A,46.61,A5,4.2,080B,-29.5,BC,2.98
255,0621,14.07,0649,9.63,0537,40.03,0684,3.08,0670,5.3,067B,2532.05,0D3C,5170.94,0D21,5129.73,0D32,5155.68,0D34,5158.73,01,4.66,1C,130.51,06,27.97,0E,65.26,08,37.29,A5,4.2,080A,-26.57,BC,2.98
260,0623,13.84,0649,9.63,0537,40.03,0683,3.19,0671,5.19,0670,2515.26,0D52,5204.52,0D26,5137.36,0D49,5190.78,0D4B,5193.83,01,4.66,21,153.82,03,13.98,0C,55.93,08,37.29,A5,4.2,080B,-29.5,BC,2.98
265,0624,13.73,0648,9.74,0536,40.14,0680,3.52,0671,5.19,0665,2498.47,0D65,5233.52,0D28,5140.42,0D58,5213.68,0D57,5212.15,01,4.66,24,167.8,02,9.32,0B,51.27,07,32.63,A5,4.2,080A,-26.57,BC,2.98
270,0628,13.29,0646,9.96,0535,40.25,0680,3.52,0672,5.08,0654,2472.53,0D77,5260.99,0D28,5140.42,0D64,5231.99,0D68,5238.1,01,4.66,26,177.12,02,9.32,0A,46.61,06,27.97,A5,4.2,080D,-35.35,BC,2.98
275,062B,12.96,0643,10.29,0534,40.37,067F,3.63,0672,5.08,0641,2443.53,0D84,5280.83,0D28,5140.42,0D6D,5245.73,0D70,5250.31,01,4.66,27,181.78,02,9.32,08,37.29,06,27.97,A5,4.2,0809,-23.64,BC,2.98
280,062D,12.73,0642,10.4,0533,40.48,067E,3.74,0672,5.08,062B,2409.95,0D86,5283.88,0D28,5140.42,0D6F,5248.78,0D76,5259.46,01,4.66,28,186.44,01,4.66,07,32.63,06,27.97,A5,4.2,080A,-26.57,BC,2.98
285,0630,12.4,063D,10.96,0533,40.48,067D,3.86,0672,5.08,060F,2367.22,0D8D,5294.57,0D29,5141.94,0D6E,5247.25,0D7B,5267.09,01,4.66,29,191.11,01,4.66,06,27.97,06,27.97,A5,4.2,080B,-29.5,BC,2.98
290,0635,11.85,0639,11.4,0531,40.7,067C,3.97,0671,5.19,05EF,2318.38,0D8E,5296.09,0D29,5141.94,0D6D,5245.73,0D7B,5267.09,01,4.66,29,191.11,01,4.66,05,23.31,06,27.97,A5,4.2,0808,-20.71,BC,2.98
295,0637,11.62,0634,11.96,0531,40.7,067C,3.97,0672,5.08,05CB,2263.43,0D8B,5291.51,0D29,5141.94,0D67,5236.57,0D7B,5267.09,01,4.66,2A,195.77,02,9.32,05,23.31,07,32.63,A5,4.2,0807,-17.78,BC,2.98
300,063C,11.07,0630,12.4,0531,40.7,067B,4.08,0671,5.19,063F,2440.48,0D83,5279.3,0D29,5141.94,0D5F,5224.36,0D7A,5265.57,01,4.66,28,186.44,02,9.32,04,18.64,08,37.29,A5,4.2,0809,-23.64,BC,2.98
305,063E,10.85,062B,12.96,052F,40.92,067D,3.86,0671,5.19,0694,2570.21,0D7A,5265.57,0D28,5140.42,0D56,5210.62,0D73,5254.88,01,4.66,28,186.44,01,4.66,03,13.98,09,41.95,A5,4.2,0807,-17.78,BC,2.98
310,0640,10.63,0628,13.29,052E,41.03,067D,3.86,0671,5.19,06C3,2641.94,0D7D,5270.15,0D29,5141.94,0D50,5201.47,0D74,5256.41,01,4.66,25,172.46,02,9.32,02,9.32,09,41.95,A5,4.2,0809,-23.64,BC,2.98
315,063F,10.74,0623,13.84,052D,41.14,067E,3.74,0671,5.19,06E3,2690.78,0D6D,5245.73,0D28,5140.42,0D3D,5172.47,0D65,5233.52,01,4.66,24,167.8,02,9.32,02,9.32,0A,46.61,A5,4.2,0807,-17.78,BC,2.98
320,063F,10.74,0620,14.18,052D,41.14,067F,3.63,0670,5.3,06FB,2727.41,0D57,5212.15,0D26,5137.36,0D27,5138.89,0D55,5209.1,01,4.66,23,163.14,03,13.98,02,9.32,0B,51.27,A5,4.2,0806,-14.85,BC,2.98
325,063D,10.96,061D,14.51,052B,41.36,0680,3.52,0670,5.3,070D,2754.88,0D42,5180.1,0D20,5128.21,0D0D,5099.21,0D40,5177.05,01,4.66,1F,144.49,05,23.31,02,9.32,0D,60.59,A5,4.2,0805,-11.93,BC,2.98
330,0639,11.4,0619,14.95,052B,41.36,0682,3.3,0670,5.3,0719,2773.2,0D2A,5143.47,0D18,5116,0CF1,5056.47,0D2F,5151.1,01,4.66,1B,125.85,08,37.29,01,4.66,0D,60.59,A5,4.2,0806,-14.85,BC,2.98
335,063A,11.29,0618,15.06,052A,41.48,0684,3.08,0670,5.3,0723,2788.46,0D01,5080.89,0D01,5080.89,0CC8,4993.89,0D0A,5094.63,01,4.66,15,97.88,11,79.24,01,4.66,0E,65.26,A5,4.2,0808,-20.71,BC,2.98
340,0631,12.29,0617,15.17,0529,41.59,0686,2.86,0670,5.3,0729,2797.62,0CE1,5032.05,0CEE,5051.89,0C9D,4928.27,0CF1,5056.47,01,4.66,0E,65.26,18,111.87,01,4.66,0F,69.92,A5,4.2,080B,-29.5,BC,2.98
345,062C,12.84,0617,15.17,052B,41.36,0688,2.63,0670,5.3,072C,2802.2,0CBF,4980.16,0CDB,5022.89,0C67,4845.85,0CDB,5022.89,01,4.66,07,32.63,1F,144.49,01,4.66,0F,69.92,A5,4.2,0808,-20.71,BC,2.98
350,0626,13.51,0618,15.06,0529,41.59,068A,2.41,066F,5.41,072D,2803.72,0CB0,4957.26,0CD4,5012.21,0C36,4771.06,0CCC,5000,01,4.66,05,23.31,22,158.48,01,4.66,0F,69.92,A5,4.2,080A,-26.57,BC,2.98
355,0626,13.51,0618,15.06,0529,41.59,068A,2.41,066F,5.41,072D,2803.72,0CB0,4957.26,0CD4,5012.21,0C36,4771.06,0CCC,5000,01,4.66,05,23.31,22,158.48,01,4.66,0F,69.92,A5,4.2,080A,-26.57,BC,2.98
360,0619,14.95,061A,14.84,0529,41.59,068D,2.08,0670,5.3,0726,2793.04,0CCE,5003.05,0CF1,5056.47,0CE8,5042.74,0CF3,5059.52,01,4.66,05,23.31,17,107.21,0E,65.26,0D,60.59,A5,4.2,0809,-23.64,BC,2.98
365,0613,15.62,061B,14.73,052A,41.48,068E,1.97,066F,5.41,071F,2782.36,0CE8,5042.74,0D05,5087,0D0E,5100.73,0D0C,5097.68,01,4.66,04,18.64,0F,69.92,18,111.87,0C,55.93,A5,4.2,0809,-23.64,BC,2.98
370,060D,16.28,061C,14.62,052A,41.48,068E,1.97,0670,5.3,0714,2765.57,0CFD,5074.79,0D14,5109.89,0D30,5152.63,0D26,5137.36,01,4.66,03,13.98,08,37.29,21,153.82,0A,46.61,A5,4.2,0809,-23.64,BC,2.98
375,0608,16.84,061D,14.51,0530,40.81,068C,2.19,066F,5.41,0705,2742.67,0D0E,5100.73,0D1E,5125.15,0D53,5206.04,0D46,5186.2,01,4.66,02,9.32,03,13.98,2A,195.77,08,37.29,A5,4.2,080A,-26.57,BC,2.98
380,0604,17.28,061F,14.29,0528,41.7,0689,2.52,066F,5.41,06F3,2715.2,0D17,5114.47,0D1F,5126.68,0D7F,5273.2,0D65,5233.52,01,4.66,01,4.66,02,9.32,2E,214.41,06,27.97,A5,4.2,080D,-35.35,BC,2.98
385,0602,17.51,0620,14.18,0528,41.7,0686,2.86,066F,5.41,06DC,2680.1,0D19,5117.52,0D1E,5125.15,0D9C,5317.46,0D7A,5265.57,01,4.66,01,4.66,01,4.66,30,223.73,04,18.64,A5,4.2,080A,-26.57,BC,2.98
390,05FF,17.84,0620,14.18,0527,41.81,0682,3.3,0670,5.3,06BB,2629.73,0D19,5117.52,0D1E,5125.15,0DAB,5340.35,0D83,5279.3,01,4.66,01,4.66,01,4.66,31,228.39,02,9.32,A5,4.2,080D,-35.35,BC,2.98
395,05FE,17.95,0621,14.07,0526,41.92,067E,3.74,066F,5.41,0696,2573.26,0D17,5114.47,0D1C,5122.1,0DB5,5355.62,0D87,5285.41,01,4.66,01,4.66,01,4.66,32,233.06,02,9.32,A5,4.2,080D,-35.35,BC,2.98
400,05FF,17.84,0623,13.84,0526,41.92,0677,4.52,066F,5.41,0668,2503.05,0D13,5108.36,0D1B,5120.57,0DB7,5358.67,0D86,5283.88,01,4.66,01,4.66,01,4.66,31,228.39,01,4.66,A5,4.2,080D,-35.35,BC,2.98
405,0600,17.73,0625,13.62,0525,42.03,0673,4.97,066E,5.52,0668,2503.05,0D0E,5100.73,0D1B,5120.57,0DB6,5357.14,0D82,5277.78,01,4.66,01,4.66,01,4.66,32,233.06,01,4.66,A5,4.2,080C,-32.43,BC,2.98
410,0602,17.51,0627,13.4,0525,42.03,066B,5.85,066E,5.52,0671,2516.79,0D03,5083.94,0D18,5116,0DAA,5338.83,0D7C,5268.62,01,4.66,01,4.66,01,4.66,32,233.06,02,9.32,A5,4.2,080A,-26.57,BC,2.98
415,0602,17.51,0629,13.18,0525,42.03,0666,6.41,066E,5.52,0677,2525.95,0CF6,5064.1,0D18,5116,0D9E,5320.51,0D73,5254.88,01,4.66,01,4.66,01,4.66,32,233.06,02,9.32,A5,4.2,080D,-35.35,BC,2.98
420,0604,17.28,062B,12.96,0524,42.14,0660,7.07,066E,5.52,067D,2535.1,0CE6,5039.68,0D17,5114.47,0D8A,5289.99,0D66,5235.04,01,4.66,01,4.66,01,4.66,31,228.39,03,13.98,A5,4.2,080C,-32.43,BC,2.98
425,0605,17.17,062F,12.51,0525,42.03,065C,7.52,066E,5.52,0681,2541.21,0CD0,5006.11,0D16,5112.94,0D83,5279.3,0D5F,5224.36,01,4.66,01,4.66,01,4.66,2C,205.09,03,13.98,A5,4.2,080B,-29.5,BC,2.98
430,0606,17.06,0631,12.29,0525,42.03,0658,7.96,066E,5.52,0684,2545.79,0CB2,4960.32,0D14,5109.89,0D5B,5218.25,0D3E,5173.99,01,4.66,01,4.66,02,9.32,2A,195.77,04,18.64,A5,4.2,080B,-29.5,BC,2.98
435,0608,16.84,0634,11.96,0526,41.92,0655,8.29,066E,5.52,0684,2545.79,0C8D,4903.85,0D0B,5096.15,0D30,5152.63,0D1C,5122.1,01,4.66,01,4.66,05,23.31,25,172.46,06,27.97,A5,4.2,0809,-23.64,BC,2.98
440,0609,16.73,0637,11.62,0525,42.03,0655,8.29,066F,5.41,0684,2545.79,0C5F,4833.64,0CCF,5004.58,0CD5,5013.74,0CC6,4990.84,01,4.66,01,4.66,19,116.53,20,149.16,08,37.29,A5,4.2,0808,-20.71,BC,2.98
445,060A,16.62,063B,11.18,0527,41.81,0650,8.85,066F,5.41,0681,2541.21,0C2B,4754.27,0CAA,4948.11,0CA1,4934.37,0C9F,4931.32,01,4.66,01,4.66,23,163.14,16,102.54,09,41.95,A5,4.2,0808,-20.71,BC,2.98
450,0608,16.84,063F,10.74,0528,41.7,0650,8.85,066F,5.41,067F,2538.16,0BE2,4642.86,0CC0,4981.68,0CB0,4957.26,0CB3,4961.84,01,4.66,01,4.66,1E,139.83,0B,51.27,08,37.29,A5,4.2,080A,-26.57,BC,2.98
455,060E,16.17,0642,10.4,052B,41.36,0650,8.85,0670,5.3,0677,2525.95,0C5D,4830.59,0CAB,4949.63,0C9C,4926.74,0C9F,4931.32,01,4.66,01,4.66,21,153.82,0B,51.27,08,37.29,A5,4.2,0807,-17.78,BC,2.98
460,060F,16.06,0645,10.07,052C,41.25,0651,8.74,0671,5.19,066F,2513.74,0CB9,4971,0CC9,4995.42,0CC2,4984.74,0CC1,4983.21,01,4.66,0B,51.27,17,107.21,0C,55.93,07,32.63,A5,4.2,0806,-14.85,BC,2.98
465,0611,15.84,0648,9.74,0530,40.81,0652,8.63,0671,5.19,0664,2496.95,0CF6,5064.1,0CEB,5047.31,0CEA,5045.79,0CED,5050.37,01,4.66,18,111.87,0C,55.93,0C,55.93,06,27.97,A5,4.2,0807,-17.78,BC,2.98
470,0614,15.51,0649,9.63,0531,40.7,0652,8.63,0672,5.08,0658,2478.63,0D2B,5144.99,0CFF,5077.84,0D16,5112.94,0D15,5111.42,01,4.66,24,167.8,04,18.64,0A,46.61,05,23.31,A5,4.2,0804,-9,BC,2.98
475,0616,15.29,0649,9.63,0533,40.48,0652,8.63,0672,5.08,0648,2454.21,0D61,5227.41,0CFE,5076.31,0D44,5183.15,0D43,5181.62,01,4.66,2B,200.43,01,4.66,07,32.63,03,13.98,A5,4.2,0805,-11.93,BB,3.37
480,0618,15.06,0646,9.96,0537,40.03,0652,8.63,0673,4.97,0638,2429.79,0D82,5277.78,0CF7,5065.63,0D5B,5218.25,0D59,5215.2,01,4.66,2F,219.07,01,4.66,04,18.64,01,4.66,A5,4.2,0803,-6.07,BB,3.37
485,061C,14.62,0643,10.29,0538,39.92,0652,8.63,0674,4.85,0624,2399.27,0D9B,5315.93,0CEE,5051.89,0D65,5233.52,0D63,5230.46,01,4.66,31,228.39,01,4.66,02,9.32,01,4.66,A5,4.2,0806,-14.85,BB,3.37
490,061E,14.4,063E,10.85,053B,39.59,0652,8.63,0675,4.74,060E,2365.69,0DA5,5331.2,0CE4,5036.63,0D64,5231.99,0D65,5233.52,01,4.66,32,233.06,01,4.66,01,4.66,00,0,A5,4.2,0806,-14.85,BC,2.98
495,0622,13.95,0639,11.4,053F,39.15,0650,8.85,0675,4.74,05F2,2322.95,0DB0,5347.99,0CD7,5016.79,0D5E,5222.83,0D63,5230.46,01,4.66,31,228.39,01,4.66,01,4.66,00,0,A5,4.2,0805,-11.93,BB,3.37
