Time stamp,Tpy (raw),Tpy (°C),Tpx (raw),Tpx (°C),Tmz (raw),Tmz (°C),Tmx (raw),Tmx (°C),Tpz (raw),Tpz (°C),Vpy (raw),Vpy (mV),Vpx (raw),Vpx (mV),Vmz (raw),Vmz (mV),Vmx (raw),Vmx (mV),Vpz (raw),Vpz (mV),Ipy (raw),Ipy (mA),Ipx (raw),Ipx (mA),Imz (raw),Imz (mA),Imx (raw),Imx (mA),Ipz (raw),Ipz (mA),Vbat (raw),Vbat (V),Ibatt(raw),Ibatt(mA),Tbatt (raw),Tbatt (℃)
824.9,0719,-13.46,0702,-10.9,074C,-19.12,0729,-15.23,06F2,-9.13,035F,1317.16,0339,1259.16,0342,1272.89,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,079E,289.69,AD,8.73
836.2,071C,-13.79,0704,-11.13,074E,-19.34,0729,-15.23,06F2,-9.13,035F,1317.16,0338,1257.63,0342,1272.89,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,079F,286.77,AD,8.73
847.5,071E,-14.01,0707,-11.46,074F,-19.45,0729,-15.23,06F3,-9.24,035F,1317.16,0339,1259.16,0342,1272.89,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,01,4.66,9F,4.04,079E,289.69,AD,8.73
858.8,0721,-14.34,070A,-11.79,0751,-19.67,0728,-15.12,06F3,-9.24,035F,1317.16,0339,1259.16,0342,1272.89,0358,1306.47,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,079D,292.62,AD,8.73
870.1,0722,-14.45,070F,-12.35,0754,-20,0728,-15.12,06F3,-9.24,035F,1317.16,0339,1259.16,0342,1272.89,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07A1,280.91,AD,8.73
881.4,0722,-14.45,0711,-12.57,0755,-20.11,0727,-15.01,06F4,-9.35,035F,1317.16,0338,1257.63,0341,1271.37,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,079E,289.69,AD,8.73
892.7,071F,-14.12,0714,-12.9,0756,-20.23,0727,-15.01,06F6,-9.57,035F,1317.16,0338,1257.63,0341,1271.37,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,0792,324.84,AD,8.73
904,071D,-13.9,0715,-13.01,0757,-20.34,072A,-15.34,06F8,-9.79,035F,1317.16,0338,1257.63,0340,1269.84,0358,1306.47,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,07A8,260.41,AD,8.73
915.3,071C,-13.79,0715,-13.01,0756,-20.23,072C,-15.56,06FA,-10.02,035F,1317.16,0338,1257.63,0341,1271.37,0358,1306.47,0340,1269.84,03,13.98,00,0,01,4.66,00,0,01,4.66,9E,4.02,07A0,283.84,AD,8.73
926.6,071B,-13.68,0715,-13.01,0755,-20.11,072E,-15.79,06FD,-10.35,035E,1315.63,0338,1257.63,0340,1269.84,0359,1308,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,079D,292.62,AE,8.35
937.9,071C,-13.79,0712,-12.68,0756,-20.23,0730,-16.01,0700,-10.68,035F,1317.16,0338,1257.63,0340,1269.84,0358,1306.47,0340,1269.84,03,13.98,00,0,01,4.66,00,0,01,4.66,9E,4.02,07A1,280.91,AE,8.35
949.2,071E,-14.01,0711,-12.57,0756,-20.23,0731,-16.12,0703,-11.01,035F,1317.16,0338,1257.63,0340,1269.84,0358,1306.47,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,079F,286.77,AE,8.35
960.5,0721,-14.34,0710,-12.46,0756,-20.23,0733,-16.34,0705,-11.24,035F,1317.16,0338,1257.63,0341,1271.37,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,079F,286.77,AE,8.35
971.8,0724,-14.68,0710,-12.46,0758,-20.45,0735,-16.56,0707,-11.46,035F,1317.16,0338,1257.63,0341,1271.37,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,01,4.66,9E,4.02,07A0,283.84,AE,8.35
983.1,0726,-14.9,0712,-12.68,0759,-20.56,0736,-16.67,0708,-11.57,035F,1317.16,0338,1257.63,0341,1271.37,0356,1303.42,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,079D,292.62,AE,8.35
994.4,072A,-15.34,0715,-13.01,075C,-20.89,0735,-16.56,0708,-11.57,035F,1317.16,0339,1259.16,0341,1271.37,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,079F,286.77,AE,8.35
1005.7,072E,-15.79,0719,-13.46,075F,-21.22,0735,-16.56,0708,-11.57,035E,1315.63,0338,1257.63,0341,1271.37,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,0794,318.98,AE,8.35
1017,072F,-15.9,071C,-13.79,075F,-21.22,0733,-16.34,0707,-11.46,035E,1315.63,0339,1259.16,0341,1271.37,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,078E,336.55,AE,8.35
1028.3,072F,-15.9,0720,-14.23,0761,-21.45,0732,-16.23,0707,-11.46,035E,1315.63,0338,1257.63,0341,1271.37,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,079E,289.69,AE,8.35
1039.6,072F,-15.9,0722,-14.45,0762,-21.56,0731,-16.12,0708,-11.57,035F,1317.16,0338,1257.63,0340,1269.84,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,079E,289.69,AE,8.35
1050.9,072C,-15.56,0725,-14.79,0762,-21.56,0732,-16.23,070A,-11.79,035F,1317.16,0337,1256.11,0340,1269.84,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,01,4.66,9E,4.02,07A1,280.91,AE,8.35
1062.2,0729,-15.23,0726,-14.9,0763,-21.67,0734,-16.45,070B,-11.9,035E,1315.63,0337,1256.11,0340,1269.84,0358,1306.47,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,079E,289.69,AF,7.96
1073.5,0728,-15.12,0726,-14.9,0762,-21.56,0736,-16.67,070F,-12.35,035E,1315.63,0338,1257.63,0340,1269.84,0358,1306.47,0341,1271.37,03,13.98,00,0,01,4.66,00,0,01,4.66,9E,4.02,079D,292.62,AF,7.96
1084.8,0727,-15.01,0725,-14.79,0762,-21.56,0737,-16.79,0711,-12.57,035F,1317.16,0337,1256.11,0340,1269.84,0358,1306.47,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,079C,295.55,AF,7.96
1096.1,0727,-15.01,0723,-14.57,0760,-21.34,073A,-17.12,0714,-12.9,035F,1317.16,0338,1257.63,0340,1269.84,0358,1306.47,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,079D,292.62,AF,7.96
1107.4,0727,-15.01,0723,-14.57,0760,-21.34,073A,-17.12,0714,-12.9,035F,1317.16,0338,1257.63,0340,1269.84,0358,1306.47,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,079D,292.62,AF,7.96
1118.7,072A,-15.34,0722,-14.45,0761,-21.45,073D,-17.45,0718,-13.35,035F,1317.16,0338,1257.63,0340,1269.84,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,0793,321.91,AF,7.96
1130,072D,-15.68,0720,-14.23,0760,-21.34,073E,-17.56,071A,-13.57,035F,1317.16,0338,1257.63,0340,1269.84,0356,1303.42,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9D,3.99,0790,330.69,AF,7.96
