Time Stamp,Tpy (raw),Tpy (°C),Tpx (raw),Tpx (°C),Tmz (raw),Tmz (°C),Tmx (raw),Tmx (°C),Tpz (raw),Tpz (°C),Vpy (raw),Vpy (mV),Vpx (raw),Vpx (mV),Vmz (raw),Vmz (mV),Vmx (raw),Vmx (mV),Vpz (raw),Vpz (mV),Ipy (raw),Ipy (mA),Ipx (raw),Ipx (mA),Imz (raw),Imz (mA),Imx (raw),Imx (mA),Ipz (raw),Ipz (mA),Vbat (raw),Vbat (V),Ibatt(raw),Ibatt(mA),Tbatt raw),Tbatt (℃)
0,068F,1.86,0620,14.18,04FA,46.8,069F,0.08,0663,6.74,0CDE,5027.47,0C6C,4853.48,0CDD,5025.95,0CE6,5039.68,0CE9,5044.26,0D,60.59,00,0,09,41.95,10,74.58,07,32.63,A5,4.2,080B,-29.5,C1,1.07
5,0690,1.75,0623,13.84,04F9,46.91,069F,0.08,0664,6.63,0CA8,4945.05,0C67,4845.85,0CB8,4969.47,0CAF,4955.74,0CB7,4967.95,0E,65.26,01,4.66,19,116.53,10,74.58,0A,46.61,A5,4.2,080B,-29.5,C1,1.07
10,068F,1.86,0629,13.18,04F6,47.25,069F,0.08,0664,6.63,0CD3,5010.68,0C82,4887.06,0CD2,5009.16,0CD4,5012.21,0CDD,5025.95,10,74.58,00,0,0C,55.93,0D,60.59,08,37.29,A5,4.2,0808,-20.71,C1,1.07
15,068E,1.97,062C,12.84,04F4,47.47,069F,0.08,0664,6.63,0CB7,4967.95,0C83,4888.58,0CBC,4975.58,0CB3,4961.84,0CBF,4980.16,15,97.88,02,9.32,14,93.22,0C,55.93,0B,51.27,A5,4.2,0807,-17.78,C1,1.07
20,068D,2.08,062F,12.51,04F2,47.69,06A0,-0.03,0665,6.52,0CC6,4990.84,0C9B,4925.21,0CC3,4986.26,0CBA,4972.53,0CCB,4998.47,1B,125.85,03,13.98,10,74.58,0B,51.27,0B,51.27,A5,4.2,0807,-17.78,C1,1.07
25,068C,2.19,0632,12.18,04EF,48.02,06A0,-0.03,0665,6.52,0D10,5103.79,0CDA,5021.37,0CDB,5022.89,0CF9,5068.68,0D07,5090.05,1E,139.83,02,9.32,02,9.32,07,32.63,06,27.97,A5,4.2,0807,-17.78,C1,1.07
30,068A,2.41,0635,11.85,04EE,48.13,069E,0.19,0665,6.52,0C46,4795.48,0C2B,4754.27,0C53,4815.32,0C31,4763.43,0C47,4797.01,28,186.44,0D,60.59,36,251.7,0A,46.61,0F,69.92,A2,4.12,0755,503.47,C1,1.07
35,0686,2.86,0637,11.62,04ED,48.24,06A0,-0.03,0664,6.63,0D2F,5151.1,0D0D,5099.21,0CD6,5015.26,0D0E,5100.73,0D24,5134.31,26,177.12,06,27.97,01,4.66,05,23.31,04,18.64,A5,4.2,080F,-41.21,C1,1.07
40,0683,3.19,0638,11.51,04ED,48.24,06A1,-0.14,0663,6.74,0D54,5207.57,0D31,5154.15,0CD1,5007.63,0D25,5135.84,0D3C,5170.94,28,186.44,08,37.29,01,4.66,03,13.98,02,9.32,A5,4.2,080A,-26.57,C1,1.07
45,0681,3.41,0638,11.51,04EB,48.47,06A1,-0.14,0663,6.74,0D68,5238.1,0D48,5189.26,0CCC,5000,0D2F,5151.1,0D49,5190.78,28,186.44,09,41.95,01,4.66,02,9.32,01,4.66,A5,4.2,080C,-32.43,C1,1.07
50,067E,3.74,0639,11.4,04EA,48.58,06A3,-0.36,0662,6.85,0D79,5264.04,0D61,5227.41,0CC7,4992.37,0D31,5154.15,0D4E,5198.41,27,181.78,0B,51.27,01,4.66,02,9.32,01,4.66,A5,4.2,0808,-20.71,C1,1.07
55,067A,4.19,0638,11.51,04EA,48.58,06A4,-0.47,0661,6.96,0D8D,5294.57,0D75,5257.94,0CC1,4983.21,0D2F,5151.1,0D4F,5199.94,25,172.46,0D,60.59,01,4.66,02,9.32,01,4.66,A5,4.2,080B,-29.5,C1,1.07
60,0675,4.74,0636,11.73,04E9,48.69,06A5,-0.58,065F,7.18,0D93,5303.72,0D7D,5270.15,0CBD,4977.11,0D2E,5149.57,0D4D,5196.89,22,158.48,10,74.58,01,4.66,02,9.32,01,4.66,A5,4.2,080B,-29.5,C1,1.07
65,0673,4.97,0633,12.07,04EB,48.47,06A5,-0.58,065E,7.3,0D99,5312.88,0D87,5285.41,0CB8,4969.47,0D2E,5149.57,0D49,5190.78,1F,144.49,12,83.9,01,4.66,02,9.32,01,4.66,A5,4.2,0809,-23.64,C1,1.07
70,0670,5.3,0630,12.4,04EB,48.47,06A6,-0.69,065D,7.41,0D95,5306.78,0D8A,5289.99,0CB3,4961.84,0D2D,5148.05,0D43,5181.62,1C,130.51,17,107.21,01,4.66,02,9.32,01,4.66,A5,4.2,0809,-23.64,C1,1.07
75,066C,5.74,062D,12.73,04EC,48.36,06A7,-0.81,065D,7.41,0D92,5302.2,0D8A,5289.99,0CB0,4957.26,0D2D,5148.05,0D3E,5173.99,18,111.87,19,116.53,01,4.66,02,9.32,01,4.66,A5,4.2,080A,-26.57,C1,1.07
80,0669,6.08,0628,13.29,04EE,48.13,06A9,-1.03,065C,7.52,0D87,5285.41,0D85,5282.36,0CAC,4951.16,0D2C,5146.52,0D37,5163.31,14,93.22,1D,135.17,01,4.66,02,9.32,01,4.66,A5,4.2,080D,-35.35,C1,1.07
85,0668,6.19,0623,13.84,04EF,48.02,06A8,-0.92,065C,7.52,0D79,5264.04,0D80,5274.73,0CA9,4946.58,0D28,5140.42,0D30,5152.63,11,79.24,21,153.82,01,4.66,02,9.32,01,4.66,A5,4.2,080B,-29.5,C1,1.07
90,0667,6.3,061E,14.4,04F1,47.8,06A9,-1.03,065B,7.63,0D6A,5241.15,0D76,5259.46,0CA6,4942,0D24,5134.31,0D28,5140.42,0C,55.93,26,177.12,01,4.66,02,9.32,01,4.66,A5,4.2,080A,-26.57,C1,1.07
95,0666,6.41,0618,15.06,04F4,47.47,06A9,-1.03,065C,7.52,0D51,5202.99,0D69,5239.62,0CA6,4942,0D1D,5123.63,0D1F,5126.68,07,32.63,2B,200.43,01,4.66,02,9.32,01,4.66,A5,4.2,080B,-29.5,C1,1.07
100,0666,6.41,0613,15.62,04F8,47.02,06AA,-1.14,065D,7.41,0D2E,5149.57,0D5D,5221.31,0CA6,4942,0D16,5112.94,0D16,5112.94,02,9.32,2E,214.41,01,4.66,02,9.32,01,4.66,A5,4.2,080B,-29.5,C1,1.07
105,0668,6.19,060D,16.28,04FA,46.8,06AA,-1.14,065C,7.52,0CC8,4993.89,0D51,5202.99,0CA8,4945.05,0D10,5103.79,0D0B,5096.15,01,4.66,33,237.72,01,4.66,02,9.32,01,4.66,A5,4.2,080C,-32.43,C1,1.07
110,0669,6.08,0607,16.95,04FE,46.36,06AA,-1.14,065D,7.41,0C4C,4804.64,0D4D,5196.89,0CAA,4948.11,0D0B,5096.15,0D03,5083.94,01,4.66,32,233.06,01,4.66,02,9.32,01,4.66,A5,4.2,080B,-29.5,C1,1.07
115,066B,5.85,0602,17.51,0500,46.14,06AA,-1.14,065E,7.3,0C47,4797.01,0D40,5177.05,0CAE,4954.21,0D09,5093.1,0CF8,5067.16,00,0,31,228.39,01,4.66,02,9.32,01,4.66,A5,4.2,080B,-29.5,C1,1.07
120,066E,5.52,05FE,17.95,0503,45.8,06AA,-1.14,065F,7.18,0C49,4800.06,0D3C,5170.94,0CB3,4961.84,0D07,5090.05,0CED,5050.37,00,0,31,228.39,01,4.66,02,9.32,01,4.66,A5,4.2,080B,-29.5,C1,1.07
125,0670,5.3,05F9,18.5,0504,45.69,06AB,-1.25,0660,7.07,0C4F,4809.22,0D3D,5172.47,0CB9,4971,0D0C,5097.68,0CE3,5035.1,01,4.66,2D,209.75,01,4.66,02,9.32,01,4.66,A5,4.2,080B,-29.5,C1,1.07
130,0672,5.08,05F6,18.84,0508,45.25,06AB,-1.25,0661,6.96,0C5D,4830.59,0CED,5050.37,0CBC,4975.58,0CCD,5001.53,0CC5,4989.32,00,0,3A,270.34,02,9.32,05,23.31,01,4.66,A5,4.2,080D,-35.35,C1,1.07
135,0674,4.85,05F2,19.28,050A,45.03,06A9,-1.03,0663,6.74,0C71,4861.11,0D1E,5125.15,0CC5,4989.32,0D00,5079.37,0CCB,4998.47,00,0,2C,205.09,01,4.66,04,18.64,01,4.66,A5,4.2,080B,-29.5,C1,1.07
140,0677,4.52,05F1,19.39,050B,44.92,06A8,-0.92,0664,6.63,0C7D,4879.43,0D09,5093.1,0CCB,4998.47,0CF0,5054.95,0CBF,4980.16,01,4.66,2A,195.77,01,4.66,05,23.31,01,4.66,A5,4.2,0808,-20.71,C1,1.07
145,0678,4.41,05EE,19.72,050C,44.8,06A8,-0.92,0665,6.52,0C82,4887.06,0CC6,4990.84,0CBB,4974.05,0CB3,4961.84,0CA0,4932.84,01,4.66,30,223.73,0A,46.61,07,32.63,01,4.66,A5,4.2,080C,-32.43,C1,1.07
150,0679,4.3,05ED,19.84,050D,44.69,06A7,-0.81,0667,6.3,0C9F,4931.32,0CD8,5018.32,0CCA,4996.95,0CC4,4987.79,0CA4,4938.95,01,4.66,26,177.12,08,37.29,07,32.63,01,4.66,A5,4.2,080B,-29.5,C1,1.07
155,067B,4.08,05EC,19.95,050E,44.58,06A6,-0.69,0668,6.19,0C9F,4931.32,0CC8,4993.89,0CC4,4987.79,0CBB,4974.05,0C9D,4928.27,02,9.32,1F,144.49,0C,55.93,08,37.29,01,4.66,A5,4.2,080B,-29.5,C1,1.07
160,067D,3.86,05EC,19.95,050D,44.69,06A5,-0.58,066A,5.96,0C9A,4923.69,0CB8,4969.47,0CBE,4978.63,0CB0,4957.26,0C94,4914.53,03,13.98,19,116.53,11,79.24,08,37.29,01,4.66,A5,4.2,0809,-23.64,C1,1.07
165,067D,3.86,05ED,19.84,050D,44.69,06A4,-0.47,066C,5.74,0C8F,4906.9,0CA3,4937.42,0CB4,4963.37,0CA3,4937.42,0C8A,4899.27,03,13.98,12,83.9,17,107.21,09,41.95,01,4.66,A5,4.2,080A,-26.57,C1,1.07
170,067E,3.74,05F0,19.5,050D,44.69,06A2,-0.25,066D,5.63,0C88,4896.21,0C90,4908.42,0CAC,4951.16,0C97,4919.11,0C82,4887.06,05,23.31,0C,55.93,1C,130.51,09,41.95,01,4.66,A5,4.2,0808,-20.71,C1,1.07
175,067E,3.74,05F3,19.17,050E,44.58,06A3,-0.36,066E,5.52,0C80,4884,0C77,4870.27,0CA3,4937.42,0C8C,4902.32,0C7C,4877.9,06,27.97,05,23.31,21,153.82,08,37.29,01,4.66,A5,4.2,080B,-29.5,C1,1.07
180,067E,3.74,05F9,18.5,050C,44.8,06A1,-0.14,066F,5.41,0C7D,4879.43,0C36,4771.06,0CA1,4934.37,0C84,4890.11,0C79,4873.32,07,32.63,00,0,25,172.46,08,37.29,01,4.66,A5,4.2,080B,-29.5,C1,1.07
185,067F,3.63,05FB,18.28,050D,44.69,06A1,-0.14,0671,5.19,0C89,4897.74,0B7E,4490.23,0CA7,4943.53,0C89,4897.74,0C84,4890.11,07,32.63,00,0,24,167.8,07,32.63,01,4.66,A5,4.2,080A,-26.57,C1,1.07
190,067F,3.63,05FF,17.84,050C,44.8,06A0,-0.03,0672,5.08,0C8F,4906.9,0B75,4476.5,0CAD,4952.69,0C8E,4905.37,0C8A,4899.27,08,37.29,00,0,23,163.14,07,32.63,01,4.66,A5,4.2,0809,-23.64,C1,1.07
195,067F,3.63,0605,17.17,050A,45.03,06A0,-0.03,0673,4.97,0C94,4914.53,0BB6,4575.7,0CB4,4963.37,0C9A,4923.69,0C91,4909.95,08,37.29,00,0,21,153.82,09,41.95,01,4.66,A5,4.2,0808,-20.71,C1,1.07
200,067F,3.63,060A,16.62,0508,45.25,069F,0.08,0673,4.97,0CA0,4932.84,0BEF,4662.7,0CBA,4972.53,0CA9,4946.58,0C9C,4926.74,08,37.29,00,0,1E,139.83,0B,51.27,01,4.66,A5,4.2,0809,-23.64,C1,1.07
205,067E,3.74,060E,16.17,0506,45.47,069F,0.08,0674,4.85,0CA8,4945.05,0C1C,4731.38,0CC1,4983.21,0CB4,4963.37,0CA3,4937.42,09,41.95,00,0,1B,125.85,0E,65.26,02,9.32,A5,4.2,0808,-20.71,C1,1.07
210,067E,3.74,0613,15.62,0503,45.8,069E,0.19,0675,4.74,0CAC,4951.16,0C44,4792.43,0CC3,4986.26,0CBB,4974.05,0CAB,4949.63,08,37.29,00,0,1A,121.19,10,74.58,02,9.32,A5,4.2,0806,-14.85,C1,1.07
215,067D,3.86,0617,15.17,0500,46.14,069D,0.3,0675,4.74,0C67,4845.85,0C3D,4781.75,0C82,4887.06,0C75,4867.22,0C6D,4855.01,0B,51.27,02,9.32,30,223.73,11,79.24,04,18.64,A5,4.2,0830,-137.85,C1,1.07
220,067D,3.86,061B,14.73,0501,46.03,069D,0.3,0676,4.63,0CC3,4986.26,0C7C,4877.9,0CCB,4998.47,0CC7,4992.37,0CB9,4971,11,79.24,01,4.66,14,93.22,10,74.58,02,9.32,A5,4.2,080D,-35.35,C1,1.07
225,067C,3.97,061F,14.29,0500,46.14,069C,0.42,0675,4.74,0CD9,5019.84,0C94,4914.53,0CD5,5013.74,0CD4,5012.21,0CC6,4990.84,1A,121.19,01,4.66,0D,60.59,0D,60.59,02,9.32,A5,4.2,080A,-26.57,C1,1.07
230,0681,3.41,0629,13.18,0504,45.69,06A2,-0.25,0676,4.63,0C02,4691.7,0BDC,4633.7,0C04,4694.75,0BEE,4661.17,0BEF,4662.7,24,167.8,06,27.97,49,340.26,0C,55.93,0A,46.61,A2,4.12,0740,564.96,C1,1.07
235,0678,4.41,0625,13.62,04FD,46.47,069B,0.53,0676,4.63,0CF6,5064.1,0CB2,4960.32,0CDC,5024.42,0CD9,5019.84,0CDD,5025.95,2A,195.77,01,4.66,06,27.97,06,27.97,02,9.32,A5,4.2,080E,-38.28,C1,1.07
240,0674,4.85,0628,13.29,04FC,46.58,069C,0.42,0675,4.74,0D0C,5097.68,0CC5,4989.32,0CDD,5025.95,0CCE,5003.05,0CED,5050.37,31,228.39,01,4.66,02,9.32,02,9.32,01,4.66,A5,4.2,0809,-23.64,C1,1.07
245,0672,5.08,062B,12.96,04FA,46.8,069D,0.3,0675,4.74,0D35,5160.26,0CD9,5019.84,0CDA,5021.37,0C7B,4876.37,0D03,5083.94,33,237.72,00,0,01,4.66,02,9.32,01,4.66,A5,4.2,080D,-35.35,C1,1.07
250,066E,5.52,062C,12.84,04F8,47.02,069E,0.19,0675,4.74,0D8D,5294.57,0CF3,5059.52,0CD4,5012.21,0C6A,4850.43,0D0A,5094.63,2E,214.41,00,0,01,4.66,02,9.32,01,4.66,A5,4.2,080C,-32.43,C1,1.07
255,0669,6.08,062F,12.51,04F7,47.14,069F,0.08,0674,4.85,0D9D,5318.99,0D2A,5143.47,0CCD,5001.53,0C67,4845.85,0D09,5093.1,2E,214.41,00,0,01,4.66,02,9.32,01,4.66,A5,4.2,0807,-17.78,C1,1.07
260,0665,6.52,0630,12.4,04F6,47.25,06A0,-0.03,0673,4.97,0DA9,5337.3,0D59,5215.2,0CC7,4992.37,0C6F,4858.06,0D06,5088.52,2D,209.75,01,4.66,01,4.66,02,9.32,01,4.66,A5,4.2,080A,-26.57,C0,1.45
265,065F,7.18,0630,12.4,04F8,47.02,06A2,-0.25,0673,4.97,0DB0,5347.99,0D79,5264.04,0CC0,4981.68,0C81,4885.53,0D01,5080.89,2A,195.77,03,13.98,01,4.66,02,9.32,01,4.66,A5,4.2,0809,-23.64,C1,1.07
270,065B,7.63,062F,12.51,04F9,46.91,06A2,-0.25,0673,4.97,0D8B,5291.51,0D6F,5248.78,0CBA,4972.53,0C9D,4928.27,0CFF,5077.84,30,223.73,0D,60.59,01,4.66,01,4.66,01,4.66,A5,4.2,0808,-20.71,C1,1.07
275,0656,8.18,062C,12.84,04F9,46.91,06A4,-0.47,0672,5.08,0DAC,5341.88,0D91,5300.67,0CB3,4961.84,0CC0,4981.68,0CFA,5070.21,26,177.12,0B,51.27,01,4.66,01,4.66,01,4.66,A5,4.2,080B,-29.5,C0,1.45
280,0651,8.74,0629,13.18,04FC,46.58,06A5,-0.58,0672,5.08,0DAA,5338.83,0D97,5309.83,0CAD,4952.69,0CE6,5039.68,0CF5,5062.58,21,153.82,0F,69.92,01,4.66,01,4.66,01,4.66,A5,4.2,0809,-23.64,C0,1.45
285,064D,9.18,0625,13.62,04FE,46.36,06A6,-0.69,0672,5.08,0DA6,5332.72,0D99,5312.88,0CA6,4942,0D0A,5094.63,0CEE,5051.89,1E,139.83,14,93.22,01,4.66,02,9.32,01,4.66,A5,4.2,080C,-32.43,C0,1.45
290,0649,9.63,0620,14.18,04FB,46.69,06A7,-0.81,0671,5.19,0D9E,5320.51,0D96,5308.3,0CA1,4934.37,0D2D,5148.05,0CE8,5042.74,18,111.87,18,111.87,01,4.66,02,9.32,01,4.66,A5,4.2,080A,-26.57,C1,1.07
295,0647,9.85,061A,14.84,0504,45.69,06A8,-0.92,0672,5.08,0D8F,5297.62,0D8F,5297.62,0C9D,4928.27,0D4A,5192.31,0CE2,5033.58,14,93.22,1D,135.17,01,4.66,02,9.32,01,4.66,A5,4.2,080B,-29.5,C0,1.45
300,0643,10.29,0614,15.51,0507,45.36,06A8,-0.92,0672,5.08,0D7D,5270.15,0D86,5283.88,0C9A,4923.69,0D5B,5218.25,0CDD,5025.95,0E,65.26,22,158.48,01,4.66,02,9.32,01,4.66,A5,4.2,080B,-29.5,C1,1.07
305,0643,10.29,060E,16.17,050C,44.8,06A8,-0.92,0673,4.97,0D65,5233.52,0D78,5262.52,0C97,4919.11,0D5E,5222.83,0CD7,5016.79,07,32.63,27,181.78,01,4.66,05,23.31,01,4.66,A5,4.2,080A,-26.57,C1,1.07
310,0643,10.29,0608,16.84,0515,43.81,06A7,-0.81,0674,4.85,0D35,5160.26,0D6E,5247.25,0C96,4917.58,0D5C,5219.78,0CD3,5010.68,01,4.66,2B,200.43,01,4.66,08,37.29,01,4.66,A5,4.2,080B,-29.5,C0,1.45
315,0644,10.18,0600,17.73,0513,44.03,06A6,-0.69,0674,4.85,0C72,4862.64,0D71,5251.83,0C99,4922.16,0D63,5230.46,0CCF,5004.58,00,0,2A,195.77,01,4.66,09,41.95,01,4.66,A5,4.2,080A,-26.57,C0,1.45
320,0646,9.96,05FA,18.39,0517,43.58,06A6,-0.69,0675,4.74,0BE8,4652.01,0D6F,5248.78,0C9B,4925.21,0D67,5236.57,0CCE,5003.05,00,0,28,186.44,01,4.66,0C,55.93,01,4.66,A5,4.2,080B,-29.5,C1,1.07
325,064C,9.29,05F8,18.62,0522,42.36,06AD,-1.47,0676,4.63,0BC0,4590.96,0C05,4696.28,0BFB,4681.01,0C04,4694.75,0BEC,4658.12,02,9.32,5E,438.14,1C,130.51,18,111.87,08,37.29,A1,4.1,075E,477.11,C0,1.45
330,064F,8.96,05F4,19.06,0528,41.7,06A8,-0.92,0679,4.3,0BD1,4616.91,0C08,4700.85,0C01,4690.17,0C07,4699.33,0BF3,4668.8,02,9.32,5C,428.82,1E,139.83,1C,130.51,07,32.63,A1,4.1,0761,468.32,C0,1.45
335,0654,8.41,05EE,19.72,052B,41.36,06A9,-1.03,0679,4.3,0BD0,4615.38,0C05,4696.28,0C04,4694.75,0C05,4696.28,0BED,4659.65,04,18.64,57,405.52,21,153.82,1E,139.83,08,37.29,A1,4.1,0769,444.9,C0,1.45
340,0650,8.85,05E8,20.39,052A,41.48,06A5,-0.58,067A,4.19,0CF4,5061.05,0D38,5164.84,0CBC,4975.58,0D3F,5175.52,0CE9,5044.26,01,4.66,29,191.11,01,4.66,1A,121.19,01,4.66,A5,4.2,0829,-117.35,C0,1.45
345,0653,8.52,05E4,20.83,052D,41.14,069D,0.3,067B,4.08,0D08,5091.58,0D35,5160.26,0CC4,4987.79,0D3C,5170.94,0CF3,5059.52,02,9.32,24,167.8,01,4.66,1C,130.51,01,4.66,A5,4.2,0824,-102.71,C0,1.45
350,0655,8.29,05E1,21.17,052F,40.92,069B,0.53,067B,4.08,0D10,5103.79,0D2C,5146.52,0CCF,5004.58,0D35,5160.26,0CFE,5076.31,04,18.64,1E,139.83,01,4.66,1D,135.17,01,4.66,A5,4.2,081F,-88.06,C0,1.45
355,0656,8.18,05E2,21.06,0532,40.59,0698,0.86,067C,3.97,0D10,5103.79,0D1F,5126.68,0CD8,5018.32,0D2F,5151.1,0D04,5085.47,07,32.63,18,111.87,01,4.66,1F,144.49,01,4.66,A5,4.2,081E,-85.14,C0,1.45
360,0658,7.96,05DD,21.61,0533,40.48,0695,1.19,067D,3.86,0D07,5090.05,0D0C,5097.68,0CE0,5030.53,0D24,5134.31,0D04,5085.47,0A,46.61,11,79.24,02,9.32,1F,144.49,01,4.66,A5,4.2,081B,-76.35,C0,1.45
365,0659,7.85,05DD,21.61,0534,40.37,0692,1.53,067D,3.86,0CFF,5077.84,0CF3,5059.52,0CE6,5039.68,0D13,5108.36,0CFF,5077.84,10,74.58,13,88.56,0F,69.92,27,181.78,09,41.95,A5,4.2,0810,-44.14,C0,1.45
370,0662,6.85,05E5,20.72,053F,39.15,0696,1.08,067E,3.74,0BF0,4664.22,0BE2,4642.86,0C07,4699.33,0BF7,4674.91,0BF9,4677.96,16,102.54,11,79.24,36,251.7,23,163.14,0E,65.26,A0,4.07,0749,538.61,C0,1.45
375,065F,7.18,05E4,20.83,053C,39.48,0695,1.19,067F,3.63,0BF9,4677.96,0BDB,4632.17,0C03,4693.22,0C02,4691.7,0BFF,4687.12,19,116.53,05,23.31,3B,275,21,153.82,10,74.58,A0,4.07,0743,556.18,C0,1.45
380,0663,6.74,05EA,20.17,0540,39.03,0691,1.64,0680,3.52,0BF9,4677.96,0B53,4424.6,0C07,4699.33,0C03,4693.22,0BFE,4685.59,1B,125.85,00,0,3E,288.99,1F,144.49,11,79.24,A0,4.07,0741,562.03,C0,1.45
385,0659,7.85,05EB,20.06,053A,39.7,068A,2.41,0680,3.52,0CDF,5029,0B85,4500.92,0CE3,5035.1,0CE8,5042.74,0CE7,5041.21,18,111.87,00,0,12,83.9,1C,130.51,0A,46.61,A5,4.2,0838,-161.27,C0,1.45
390,0659,7.85,05F3,19.17,0539,39.81,0688,2.63,0680,3.52,0D0D,5099.21,0BDF,4638.28,0CFE,5076.31,0D15,5111.42,0D0C,5097.68,18,111.87,00,0,08,37.29,21,153.82,09,41.95,A5,4.2,082F,-134.92,C0,1.45
395,0658,7.96,05F6,18.84,0537,40.03,0687,2.75,0680,3.52,0D25,5135.84,0C15,4720.7,0D0B,5096.15,0D34,5158.73,0D2A,5143.47,17,107.21,00,0,04,18.64,25,172.46,08,37.29,A5,4.2,0829,-117.35,C0,1.45
400,0657,8.07,05FA,18.39,0535,40.25,0684,3.08,067F,3.63,0D41,5178.57,0C43,4790.9,0D10,5103.79,0D51,5202.99,0D42,5180.1,15,97.88,00,0,02,9.32,27,181.78,07,32.63,A5,4.2,0827,-111.49,C0,1.45
405,0656,8.18,05FF,17.84,0533,40.48,0681,3.41,067F,3.63,0D5D,5221.31,0C69,4848.9,0D11,5105.31,0D72,5253.36,0D62,5228.94,11,79.24,00,0,01,4.66,28,186.44,05,23.31,A5,4.2,0827,-111.49,C0,1.45
410,0652,8.63,0603,17.39,0531,40.7,067E,3.74,067D,3.86,0D67,5236.57,0C85,4891.64,0D0E,5100.73,0D4B,5193.83,0D3F,5175.52,14,93.22,00,0,02,9.32,2F,219.07,09,41.95,A5,4.2,0821,-93.92,C0,1.45
415,0653,8.52,0607,16.95,052E,41.03,0679,4.3,067C,3.97,0D3A,5167.89,0C9B,4925.21,0D0E,5100.73,0D4F,5199.94,0D45,5184.68,13,88.56,00,0,02,9.32,2F,219.07,0A,46.61,A5,4.2,0822,-96.85,C0,1.45
420,0651,8.74,060C,16.4,052B,41.36,0676,4.63,067A,4.19,0D36,5161.78,0CAD,4952.69,0D0A,5094.63,0D4B,5193.83,0D43,5181.62,11,79.24,00,0,02,9.32,2E,214.41,0A,46.61,A5,4.2,081E,-85.14,C0,1.45
425,064E,9.07,060E,16.17,0529,41.59,0672,5.08,0679,4.3,0D72,5253.36,0CBB,4974.05,0D07,5090.05,0D83,5279.3,0D71,5251.83,11,79.24,00,0,01,4.66,23,163.14,05,23.31,A5,4.2,081D,-82.21,C0,1.45
430,064E,9.07,0610,15.95,0525,42.03,066E,5.52,0678,4.41,0D7D,5270.15,0CC4,4987.79,0D03,5083.94,0D82,5277.78,0D75,5257.94,1A,121.19,00,0,01,4.66,1F,144.49,04,18.64,A5,4.2,081B,-76.35,C0,1.45
435,064C,9.29,0614,15.51,0523,42.25,066C,5.74,0675,4.74,0D8D,5294.57,0CCB,4998.47,0CFD,5074.79,0D8D,5294.57,0D7E,5271.67,21,153.82,00,0,01,4.66,17,107.21,03,13.98,A5,4.2,081A,-73.42,C0,1.45
440,0648,9.74,0616,15.29,0521,42.47,0669,6.08,0674,4.85,0D96,5308.3,0CD0,5006.11,0CF7,5065.63,0D8B,5291.51,0D80,5274.73,28,186.44,00,0,01,4.66,10,74.58,03,13.98,A5,4.2,0818,-67.57,C0,1.45
445,0644,10.18,0618,15.06,051F,42.7,0667,6.3,0671,5.19,0D93,5303.72,0CD3,5010.68,0CF0,5054.95,0D81,5276.25,0D7E,5271.67,2E,214.41,00,0,01,4.66,0A,46.61,02,9.32,A5,4.2,0816,-61.71,C0,1.45
450,063F,10.74,061A,14.84,0520,42.59,0667,6.3,0670,5.3,0D94,5305.25,0CD6,5015.26,0CE7,5041.21,0D65,5233.52,0D77,5260.99,34,242.38,00,0,01,4.66,04,18.64,02,9.32,A5,4.2,0815,-58.78,C0,1.45
455,0639,11.4,061B,14.73,051E,42.81,0667,6.3,066D,5.63,0D96,5308.3,0CD7,5016.79,0CDD,5025.95,0D09,5093.1,0D75,5257.94,36,251.7,00,0,01,4.66,01,4.66,01,4.66,A5,4.2,0817,-64.64,C0,1.45
460,0634,11.96,061D,14.51,051E,42.81,0668,6.19,066C,5.74,0D98,5311.36,0CD8,5018.32,0CD2,5009.16,0C82,4887.06,0D72,5253.36,36,251.7,00,0,01,4.66,02,9.32,01,4.66,A5,4.2,0813,-52.92,C0,1.45
465,062D,12.73,061E,14.4,051F,42.7,066B,5.85,066A,5.96,0D98,5311.36,0D12,5106.84,0CC6,4990.84,0C8E,4905.37,0D6A,5241.15,37,256.36,00,0,01,4.66,01,4.66,01,4.66,A5,4.2,0816,-61.71,C0,1.45
470,0626,13.51,061F,14.29,0520,42.59,066C,5.74,0668,6.19,0D95,5306.78,0D53,5206.04,0CB8,4969.47,0C9C,4926.74,0D63,5230.46,34,242.38,02,9.32,01,4.66,01,4.66,01,4.66,A5,4.2,0814,-55.85,C0,1.45
475,0620,14.18,0620,14.18,0524,42.14,066F,5.41,0667,6.3,0D96,5308.3,0D70,5250.31,0CA5,4940.48,0CAB,4949.63,0D5A,5216.73,2F,219.07,07,32.63,01,4.66,01,4.66,01,4.66,A5,4.2,0814,-55.85,C0,1.45
480,061A,14.84,061E,14.4,0527,41.81,0671,5.19,0667,6.3,0D9B,5315.93,0D7F,5273.2,0C91,4909.95,0CB6,4966.42,0D52,5204.52,29,191.11,0D,60.59,01,4.66,01,4.66,01,4.66,A5,4.2,0813,-52.92,C0,1.45
485,0616,15.29,061B,14.73,052A,41.48,0674,4.85,0665,6.52,0D99,5312.88,0D89,5288.46,0C79,4873.32,0CC2,4984.74,0D46,5186.2,23,163.14,12,83.9,01,4.66,02,9.32,01,4.66,A5,4.2,0810,-44.14,C0,1.45
