Time stamp,Tpy (raw),Tpy (°C),Tpx (raw),Tpx (°C),Tmz (raw),Tmz (°C),Tmx (raw),Tmx (°C),Tpz (raw),Tpz (°C),Vpy (raw),Vpy (mV),Vpx (raw),Vpx (mV),Vmz (raw),Vmz (mV),Vmx (raw),Vmx (mV),Vpz (raw),Vpz (mV),Ipy (raw),Ipy (mA),Ipx (raw),Ipx (mA),Imz (raw),Imz (mA),Imx (raw),Imx (mA),Ipz (raw),Ipz (mA),Vbat (raw),Vbat (V),Ibatt(raw),Ibatt(mA),Tbatt (raw),Tbatt (℃)
230,0633,12.07,062B,12.96,068F,1.86,068F,1.86,05D0,23.05,0B9D,4537.55,0DD0,5396.83,0DED,5441.09,0C65,4842.8,046C,1727.72,03,13.98,04,18.64,28,186.44,00,0,01,4.66,A4,4.17,0814,-55.85,B8,4.52
240,063A,11.29,0620,14.18,0681,3.41,0692,1.53,05DC,21.72,0DA4,5329.67,0DC3,5376.98,0DDD,5416.67,0C46,4795.48,0365,1326.31,03,13.98,04,18.64,26,177.12,00,0,01,4.66,A4,4.17,0811,-47.07,B7,4.9
250,0639,11.4,0617,15.17,067B,4.08,0694,1.3,05E4,20.83,0DCF,5395.3,0D8F,5297.62,0DC4,5378.51,0C5B,4827.53,0366,1327.84,1A,121.19,00,0,16,102.54,00,0,01,4.66,A5,4.2,0810,-44.14,B8,4.52
260,0627,13.4,0617,15.17,067C,3.97,0697,0.97,05F0,19.5,0DB6,5357.14,0B2B,4363.55,0D03,5083.94,0D7A,5265.57,0B52,4423.08,2B,200.43,00,0,01,4.66,01,4.66,01,4.66,A5,4.2,080A,-26.57,B7,4.9
270,0618,15.06,061E,14.4,0680,3.52,0695,1.19,05F7,18.73,0DC8,5384.62,0A77,4088.83,0CC0,4981.68,0DD9,5410.56,0D51,5202.99,0A,46.61,00,0,01,4.66,23,163.14,01,4.66,A5,4.2,080C,-32.43,B7,4.9
280,060D,16.28,0626,13.51,0684,3.08,068A,2.41,05F9,18.5,0D47,5187.73,06DF,2684.68,0C87,4894.69,0DCB,5389.19,0D7A,5265.57,03,13.98,00,0,01,4.66,39,265.68,02,9.32,A4,4.17,080D,-35.35,B7,4.9
290,060C,16.4,062F,12.51,0687,2.75,067B,4.08,05F8,18.62,0B97,4528.39,0395,1399.57,0C84,4890.11,0DDD,5416.67,0D5F,5224.36,03,13.98,00,0,01,4.66,2C,205.09,01,4.66,A4,4.17,080E,-38.28,B7,4.9
300,0611,15.84,0637,11.62,068C,2.19,066F,5.41,05FA,18.39,0A91,4128.51,036A,1333.94,0CA6,4942,0D7F,5273.2,0C9D,4928.27,03,13.98,00,0,01,4.66,2E,214.41,01,4.66,A5,4.2,0810,-44.14,B7,4.9
310,0619,14.95,063E,10.85,068F,1.86,066B,5.85,0601,17.62,05E1,2297.01,036E,1340.05,0BC7,4601.65,0BCA,4606.23,0A14,3937.73,03,13.98,00,0,07,32.63,0E,65.26,01,4.66,A3,4.15,07DC,108.14,B7,4.9
320,0620,14.18,0644,10.18,068B,2.3,066D,5.63,0609,16.73,0434,1642.25,0CE5,5038.16,0CE1,5032.05,0BD1,4616.91,08E9,3481.38,02,9.32,15,97.88,1E,139.83,00,0,01,4.66,A5,4.2,0815,-58.78,B7,4.9
330,0655,8.29,067F,3.63,0644,10.18,063D,10.96,069D,0.3,0377,1353.79,0DB7,5358.67,0DD7,5407.51,0367,1329.37,03BF,1463.68,03,13.98,03,13.98,2B,200.43,00,0,01,4.66,A5,4.2,080C,-32.43,B6,5.28
340,065C,7.52,067C,3.97,0633,12.07,0645,10.07,06A2,-0.25,0D4D,5196.89,0D31,5154.15,0D6C,5244.2,036C,1337,0352,1297.31,07,32.63,00,0,25,172.46,00,0,01,4.66,A5,4.2,0808,-20.71,B6,5.28
350,0662,6.85,067F,3.63,0638,11.51,064C,9.29,06A6,-0.69,0B2D,4366.61,034D,1289.68,0B62,4447.5,0AF6,4282.66,034C,1288.16,05,23.31,00,0,03,13.98,00,0,02,9.32,A2,4.12,07B4,225.27,B6,5.28
360,0663,6.74,0683,3.19,063F,10.74,0651,8.74,06A9,-1.03,0B90,4517.7,0344,1275.95,0B72,4471.92,0B73,4473.44,034C,1288.16,03,13.98,00,0,01,4.66,00,0,01,4.66,A3,4.15,07BD,198.92,B6,5.28
370,0667,6.3,0687,2.75,0645,10.07,0657,8.07,06AD,-1.47,03F6,1547.62,0340,1269.84,034C,1288.16,040C,1581.2,0348,1282.05,03,13.98,00,0,01,4.66,00,0,01,4.66,A2,4.12,07B3,228.2,B6,5.28
380,0668,6.19,068A,2.41,0648,9.74,065A,7.74,06AF,-1.69,0385,1375.15,0340,1269.84,0348,1282.05,03AA,1431.62,0352,1297.31,03,13.98,00,0,01,4.66,00,0,02,9.32,A2,4.12,07B3,228.2,B6,5.28
390,066D,5.63,0690,1.75,064F,8.96,065F,7.18,06B4,-2.25,0362,1321.73,033F,1268.32,0348,1282.05,0393,1396.52,035A,1309.52,03,13.98,00,0,01,4.66,00,0,02,9.32,A2,4.12,07B4,225.27,B6,5.28
400,0671,5.19,0696,1.08,0654,8.41,0661,6.96,06B7,-2.58,0362,1321.73,033F,1268.32,0349,1283.58,037B,1359.89,0351,1295.79,03,13.98,00,0,01,4.66,00,0,02,9.32,A2,4.12,07B3,228.2,B6,5.28
410,0675,4.74,069B,0.53,0659,7.85,0664,6.63,06BA,-2.91,0362,1321.73,033F,1268.32,034B,1286.63,0365,1326.31,0349,1283.58,03,13.98,00,0,01,4.66,00,0,02,9.32,A2,4.12,07B3,228.2,B6,5.28
420,067E,3.74,06A4,-0.47,0662,6.85,0666,6.41,06BE,-3.36,0362,1321.73,0345,1277.47,0354,1300.37,035D,1314.1,0347,1280.53,03,13.98,00,0,01,4.66,00,0,01,4.66,A1,4.1,07B1,234.06,B6,5.28
430,0685,2.97,06A8,-0.92,0666,6.41,0669,6.08,06C1,-3.69,0363,1323.26,0345,1277.47,0351,1295.79,035C,1312.58,0346,1279,03,13.98,00,0,01,4.66,00,0,02,9.32,A2,4.12,07B5,222.34,B6,5.28
440,068A,2.41,06AD,-1.47,0667,6.3,066E,5.52,06C6,-4.25,0367,1329.37,0341,1271.37,034C,1288.16,035C,1312.58,0347,1280.53,03,13.98,00,0,02,9.32,00,0,01,4.66,A2,4.12,079B,298.48,B6,5.28
450,068F,1.86,06AF,-1.69,0668,6.19,0671,5.19,06C9,-4.58,0367,1329.37,033F,1268.32,0349,1283.58,035D,1314.1,0346,1279,03,13.98,00,0,01,4.66,00,0,01,4.66,A2,4.12,07A6,266.27,B6,5.28
460,0694,1.3,06B2,-2.03,066A,5.96,0676,4.63,06CD,-5.02,0365,1326.31,033E,1266.79,0346,1279,035F,1317.16,0346,1279,03,13.98,00,0,01,4.66,00,0,01,4.66,A1,4.1,07B6,219.41,B6,5.28
470,0696,1.08,06B5,-2.36,066D,5.63,067A,4.19,06D0,-5.36,0363,1323.26,033E,1266.79,0346,1279,035F,1317.16,0346,1279,03,13.98,00,0,01,4.66,00,0,02,9.32,A1,4.1,07B4,225.27,B6,5.28
480,0697,0.97,06B9,-2.8,066F,5.41,067C,3.97,06D3,-5.69,0362,1321.73,033E,1266.79,0346,1279,035E,1315.63,0346,1279,03,13.98,00,0,01,4.66,00,0,01,4.66,A1,4.1,07B5,222.34,B6,5.28
490,0699,0.75,06BC,-3.14,0672,5.08,067E,3.74,06D6,-6.02,0362,1321.73,033D,1265.26,0347,1280.53,035D,1314.1,0346,1279,03,13.98,00,0,01,4.66,00,0,01,4.66,A1,4.1,07B0,236.98,B6,5.28
500,069B,0.53,06C0,-3.58,0675,4.74,067E,3.74,06D8,-6.24,0362,1321.73,033E,1266.79,0346,1279,035C,1312.58,0346,1279,03,13.98,00,0,01,4.66,00,0,01,4.66,A1,4.1,07B4,225.27,B6,5.28
510,069E,0.19,06C4,-4.02,0679,4.3,067F,3.63,06DA,-6.46,0362,1321.73,033D,1265.26,0345,1277.47,035B,1311.05,0346,1279,03,13.98,00,0,01,4.66,00,0,02,9.32,A1,4.1,07B6,219.41,B6,5.28
520,06A1,-0.14,06C8,-4.47,067C,3.97,067F,3.63,06DD,-6.8,0361,1320.21,033D,1265.26,0345,1277.47,035B,1311.05,0345,1277.47,03,13.98,00,0,01,4.66,00,0,01,4.66,A1,4.1,07B7,216.49,B6,5.28
530,06A6,-0.69,06CB,-4.8,067E,3.74,0682,3.3,06DF,-7.02,0362,1321.73,033D,1265.26,0345,1277.47,035B,1311.05,0345,1277.47,03,13.98,00,0,01,4.66,00,0,01,4.66,A1,4.1,07B3,228.2,B6,5.28
540,06AD,-1.47,06CF,-5.24,067F,3.63,0686,2.86,06E3,-7.46,0361,1320.21,033D,1265.26,0345,1277.47,035C,1312.58,0345,1277.47,03,13.98,00,0,01,4.66,00,0,01,4.66,A1,4.1,07BF,193.06,B6,5.28
550,06AD,-1.47,06CF,-5.24,067E,3.74,0686,2.86,06E5,-7.69,0361,1320.21,033C,1263.74,0345,1277.47,035B,1311.05,0345,1277.47,03,13.98,00,0,01,4.66,00,0,01,4.66,A1,4.1,07B8,213.56,B6,5.28
560,06B2,-2.03,06D2,-5.58,0680,3.52,068C,2.19,06E9,-8.13,0361,1320.21,033C,1263.74,0344,1275.95,035A,1309.52,0345,1277.47,03,13.98,00,0,01,4.66,00,0,02,9.32,A1,4.1,07A8,260.41,B6,5.28
570,06B4,-2.25,06D3,-5.69,0681,3.41,0690,1.75,06EB,-8.35,0361,1320.21,033C,1263.74,0344,1275.95,035A,1309.52,0345,1277.47,03,13.98,00,0,01,4.66,00,0,01,4.66,A1,4.1,07B2,231.13,B6,5.28
580,06B5,-2.36,06D5,-5.91,0682,3.3,0691,1.64,06EE,-8.68,0361,1320.21,033C,1263.74,0344,1275.95,035B,1311.05,0345,1277.47,03,13.98,00,0,01,4.66,00,0,02,9.32,A1,4.1,07B3,228.2,B6,5.28
590,06B5,-2.36,06D8,-6.24,0685,2.97,0694,1.3,06F1,-9.02,0361,1320.21,033C,1263.74,0344,1275.95,035A,1309.52,0344,1275.95,03,13.98,00,0,01,4.66,00,0,02,9.32,A1,4.1,07B3,228.2,B6,5.28
600,06B6,-2.47,06DB,-6.58,0688,2.63,0694,1.3,06F3,-9.24,0361,1320.21,033C,1263.74,0344,1275.95,035A,1309.52,0344,1275.95,03,13.98,00,0,01,4.66,00,0,02,9.32,A1,4.1,07B5,222.34,B7,4.9
610,06B7,-2.58,06DE,-6.91,068A,2.41,0693,1.41,06F5,-9.46,0361,1320.21,033C,1263.74,0345,1277.47,035A,1309.52,0345,1277.47,03,13.98,00,0,01,4.66,00,0,02,9.32,A1,4.1,07B7,216.49,B7,4.9
620,06BA,-2.91,06E1,-7.24,068E,1.97,0695,1.19,06F7,-9.68,0360,1318.68,033C,1263.74,0344,1275.95,035A,1309.52,0344,1275.95,03,13.98,00,0,01,4.66,00,0,01,4.66,A1,4.1,07B5,222.34,B7,4.9
630,06BE,-3.36,06E5,-7.69,0690,1.75,0695,1.19,06F9,-9.91,0361,1320.21,033B,1262.21,0344,1275.95,0359,1308,0344,1275.95,03,13.98,00,0,01,4.66,00,0,01,4.66,A1,4.1,07B3,228.2,B7,4.9
640,0700,-10.68,0714,-12.9,06DB,-6.58,06D8,-6.24,072D,-15.68,035F,1317.16,0339,1259.16,0341,1271.37,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07A8,260.41,B8,4.52
650,0704,-11.13,0713,-12.79,06DB,-6.58,06DB,-6.58,072E,-15.79,035F,1317.16,0338,1257.63,0341,1271.37,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,01,4.66,9F,4.04,07B0,236.98,B8,4.52
660,0705,-11.24,0711,-12.57,06DC,-6.69,06DE,-6.91,0730,-16.01,035F,1317.16,0338,1257.63,0341,1271.37,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,01,4.66,9F,4.04,07AD,245.77,B8,4.52
670,0706,-11.35,0711,-12.57,06DC,-6.69,06E0,-7.13,0733,-16.34,035E,1315.63,0338,1257.63,0340,1269.84,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07AC,248.7,B8,4.52
680,0706,-11.35,0713,-12.79,06DC,-6.69,06E3,-7.46,0734,-16.45,035F,1317.16,0339,1259.16,0340,1269.84,0358,1306.47,0341,1271.37,03,13.98,00,0,01,4.66,00,0,01,4.66,9F,4.04,07AB,251.63,B8,4.52
690,0706,-11.35,0715,-13.01,06DD,-6.8,06E3,-7.46,0737,-16.79,035F,1317.16,0338,1257.63,0340,1269.84,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07AA,254.55,B8,4.52
700,0706,-11.35,0718,-13.35,06DF,-7.02,06E2,-7.35,0737,-16.79,035F,1317.16,0338,1257.63,0341,1271.37,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07AD,245.77,B8,4.52
710,0707,-11.46,071B,-13.68,06E1,-7.24,06E1,-7.24,0739,-17.01,035F,1317.16,0338,1257.63,0341,1271.37,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07AF,239.91,B8,4.52
720,0709,-11.68,071E,-14.01,06E4,-7.57,06E0,-7.13,0738,-16.9,035F,1317.16,0338,1257.63,0341,1271.37,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07AE,242.84,B8,4.52
730,070E,-12.24,0720,-14.23,06E9,-8.13,06E3,-7.46,0739,-17.01,035F,1317.16,0338,1257.63,0340,1269.84,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07B4,225.27,B8,4.52
740,0711,-12.57,0723,-14.57,06ED,-8.57,06E6,-7.8,0739,-17.01,035F,1317.16,0338,1257.63,0341,1271.37,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,0795,316.05,B8,4.52
750,0714,-12.9,0722,-14.45,06EE,-8.68,06E9,-8.13,073A,-17.12,035E,1315.63,0338,1257.63,0340,1269.84,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07AD,245.77,B8,4.52
760,0715,-13.01,0722,-14.45,06EE,-8.68,06EB,-8.35,073C,-17.34,035E,1315.63,0338,1257.63,0340,1269.84,0357,1304.95,0341,1271.37,03,13.98,00,0,02,9.32,00,0,02,9.32,9F,4.04,07AD,245.77,B8,4.52
770,0719,-13.46,0721,-14.34,06EE,-8.68,06EE,-8.68,073E,-17.56,035E,1315.63,0338,1257.63,0340,1269.84,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07AB,251.63,B8,4.52
780,0719,-13.46,0723,-14.57,06EE,-8.68,06F0,-8.91,0740,-17.78,035F,1317.16,0338,1257.63,0340,1269.84,0356,1303.42,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07AD,245.77,B9,4.13
790,071A,-13.57,0724,-14.68,06F0,-8.91,06F2,-9.13,0742,-18.01,035E,1315.63,0338,1257.63,0340,1269.84,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07AB,251.63,B9,4.13
800,071A,-13.57,0727,-15.01,06F0,-8.91,06F2,-9.13,0744,-18.23,035E,1315.63,0338,1257.63,0340,1269.84,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07AD,245.77,B9,4.13
810,071A,-13.57,072A,-15.34,06F4,-9.35,06F3,-9.24,0745,-18.34,035E,1315.63,0338,1257.63,0340,1269.84,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07AF,239.91,B9,4.13
820,071B,-13.68,072C,-15.56,06F8,-9.79,06F2,-9.13,0745,-18.34,035E,1315.63,0338,1257.63,0340,1269.84,0356,1303.42,0341,1271.37,03,13.98,00,0,01,4.66,00,0,01,4.66,9E,4.02,07B0,236.98,B9,4.13
830,071D,-13.9,0730,-16.01,06FB,-10.13,06F3,-9.24,0744,-18.23,035E,1315.63,0338,1257.63,0340,1269.84,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07A4,272.12,B9,4.13
840,071F,-14.12,0731,-16.12,06FF,-10.57,06F5,-9.46,0743,-18.12,035E,1315.63,0338,1257.63,0340,1269.84,0356,1303.42,0340,1269.84,03,13.98,00,0,01,4.66,00,0,01,4.66,9E,4.02,0796,313.12,B9,4.13
850,0722,-14.45,0734,-16.45,0701,-10.79,06F9,-9.91,0744,-18.23,035F,1317.16,0337,1256.11,0340,1269.84,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07A4,272.12,B9,4.13
860,0724,-14.68,0732,-16.23,0701,-10.79,06FB,-10.13,0745,-18.34,035E,1315.63,0338,1257.63,0340,1269.84,0356,1303.42,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07AE,242.84,B9,4.13
870,0728,-15.12,0732,-16.23,0702,-10.9,06FD,-10.35,0747,-18.56,035F,1317.16,0337,1256.11,0340,1269.84,0356,1303.42,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07AB,251.63,B9,4.13
880,0729,-15.23,0731,-16.12,0702,-10.9,06FF,-10.57,0749,-18.78,035E,1315.63,0338,1257.63,0340,1269.84,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07AB,251.63,B9,4.13
890,0729,-15.23,0730,-16.01,0702,-10.9,0702,-10.9,074B,-19,035E,1315.63,0338,1257.63,0340,1269.84,0356,1303.42,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07AE,242.84,B9,4.13
900,0728,-15.12,0732,-16.23,0703,-11.01,0702,-10.9,074D,-19.23,035E,1315.63,0337,1256.11,0340,1269.84,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07AD,245.77,B9,4.13
910,0728,-15.12,0734,-16.45,0707,-11.46,0704,-11.13,074D,-19.23,035E,1315.63,0338,1257.63,0340,1269.84,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07AF,239.91,B9,4.13
920,0726,-14.9,0737,-16.79,070A,-11.79,0705,-11.24,074D,-19.23,035E,1315.63,0337,1256.11,0340,1269.84,0356,1303.42,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9F,4.04,07B2,231.13,B9,4.13
930,0727,-15.01,0739,-17.01,070D,-12.12,0704,-11.13,074B,-19,035E,1315.63,0337,1256.11,0340,1269.84,0356,1303.42,0341,1271.37,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,07B1,234.06,B9,4.13
940,0729,-15.23,073B,-17.23,0710,-12.46,0705,-11.24,0749,-18.78,035E,1315.63,0337,1256.11,0340,1269.84,0356,1303.42,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,07B7,216.49,BA,3.75
950,072C,-15.56,073C,-17.34,0714,-12.9,0707,-11.46,0748,-18.67,035E,1315.63,0337,1256.11,0340,1269.84,0356,1303.42,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,0795,316.05,BA,3.75
960,072F,-15.9,073D,-17.45,0716,-13.12,070A,-11.79,0749,-18.78,035E,1315.63,0337,1256.11,0340,1269.84,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,07B0,236.98,BA,3.75
970,0732,-16.23,073B,-17.23,0715,-13.01,070D,-12.12,074A,-18.89,035E,1315.63,0337,1256.11,0340,1269.84,0357,1304.95,0341,1271.37,03,13.98,00,0,01,4.66,00,0,01,4.66,9E,4.02,07AE,242.84,BA,3.75
980,0733,-16.34,0739,-17.01,0716,-13.12,070F,-12.35,074C,-19.12,035E,1315.63,0337,1256.11,0340,1269.84,0356,1303.42,0340,1269.84,03,13.98,00,0,01,4.66,00,0,01,4.66,9E,4.02,07AE,242.84,BA,3.75
990,0733,-16.34,0738,-16.9,0716,-13.12,0711,-12.57,074E,-19.34,035E,1315.63,0337,1256.11,0340,1269.84,0356,1303.42,0340,1269.84,03,13.98,00,0,01,4.66,00,0,01,4.66,9E,4.02,07AF,239.91,BA,3.75
1000,0732,-16.23,0737,-16.79,0718,-13.35,0713,-12.79,074F,-19.45,035E,1315.63,0337,1256.11,0340,1269.84,0357,1304.95,0340,1269.84,03,13.98,00,0,01,4.66,00,0,02,9.32,9E,4.02,07B2,231.13,BA,3.75
