Time stamp,Tpy (raw),Tpy (°C),Tpx (raw),Tpx (°C),Tmz (raw),Tmz (°C),Tmx (raw),Tmx (°C),Tpz (raw),Tpz (°C),Vpy (raw),Vpy (mV),Vpx (raw),Vpx (mV),Vmz (raw),Vmz (mV),Vmx (raw),Vmx (mV),Vpz (raw),Vpz (mV),Ipy (raw),Ipy (mA),Ipx (raw),Ipx (mA),Imz (raw),Imz (mA),Imx (raw),Imx (mA),Ipz (raw),Ipz (mA),Vbat (raw),Vbat (V),Ibatt(raw),Ibatt(mA),Tbatt (raw),Tbatt (℃)
100,06E1,-7.24,0608,16.84,0753,-19.89,0710,-12.46,0635,11.85,0D6A,5241.15,0D71,5251.83,0CFC,5073.26,035F,1317.16,06C7,2648.05,15,97.88,2B,200.43,02,9.32,00,0,01,4.66,A4,4.17,0828,-114.42,A2,12.94
110,06DF,-7.02,05F9,18.5,0755,-20.11,0712,-12.68,063B,11.18,0DB6,5357.14,0D96,5308.3,03E3,1518.62,035F,1317.16,0CBE,4978.63,37,256.36,06,27.97,01,4.66,00,0,01,4.66,A4,4.17,0823,-99.78,A2,12.94
120,06D3,-5.69,05F2,19.28,0759,-20.56,0713,-12.79,063B,11.18,0DE8,5433.46,0D5C,5219.78,03A1,1417.89,0370,1343.1,0D44,5183.15,49,340.26,00,0,01,4.66,00,0,01,4.66,A4,4.17,081D,-82.21,A2,12.94
130,06C6,-4.25,05F1,19.39,075A,-20.67,0713,-12.79,063E,10.85,0E02,5473.14,0CC7,4992.37,0387,1378.21,03C5,1472.83,0D5A,5216.73,47,330.94,00,0,01,4.66,00,0,01,4.66,A4,4.17,0814,-55.85,A2,12.94
140,06B3,-2.14,05F8,18.62,075B,-20.78,0715,-13.01,063D,10.96,0DF2,5448.72,04BC,1849.82,0372,1346.15,0D69,5239.62,0D64,5231.99,36,251.7,00,0,02,9.32,00,0,01,4.66,A4,4.17,0818,-67.57,A2,12.94
150,06A2,-0.25,0602,17.51,075C,-20.89,0713,-12.79,063C,11.07,0E24,5525.03,038E,1388.89,0363,1323.26,0E08,5482.3,0D7E,5271.67,2F,219.07,00,0,01,4.66,0C,55.93,01,4.66,A4,4.17,081B,-76.35,A2,12.94
160,0692,1.53,060D,16.28,075D,-21,070D,-12.12,063A,11.29,0E24,5525.03,036A,1333.94,035E,1315.63,0E1A,5509.77,0DAA,5338.83,22,158.48,00,0,02,9.32,18,111.87,01,4.66,A4,4.17,0819,-70.49,A2,12.94
170,0683,3.19,0617,15.17,075E,-21.11,0706,-11.35,0635,11.85,0E14,5500.61,0360,1318.68,0356,1303.42,0E11,5496.03,0DD0,5396.83,19,116.53,00,0,01,4.66,20,149.16,02,9.32,A4,4.17,081B,-76.35,A2,12.94
180,0679,4.3,061F,14.29,075F,-21.22,06FF,-10.57,062C,12.84,0DF0,5445.67,0362,1321.73,0350,1294.26,0DED,5441.09,0DD4,5402.93,15,97.88,00,0,01,4.66,20,149.16,05,23.31,A5,4.2,0819,-70.49,A2,12.94
190,0671,5.19,0628,13.29,0761,-21.45,06F9,-9.91,061D,14.51,0DAD,5343.41,0375,1350.73,034B,1286.63,0DA0,5323.57,0DA6,5332.72,14,93.22,00,0,01,4.66,17,107.21,0E,65.26,A4,4.17,081A,-73.42,A2,12.94
200,0670,5.3,0630,12.4,0762,-21.56,06F9,-9.91,060D,16.28,0D24,5134.31,03D0,1489.62,034B,1286.63,0D14,5109.89,0D2B,5144.99,12,83.9,00,0,01,4.66,09,41.95,22,158.48,A4,4.17,0818,-67.57,A2,12.94
210,0671,5.19,0636,11.73,0763,-21.67,06FA,-10.02,05FF,17.84,0C6C,4853.48,069B,2580.89,0349,1283.58,05A1,2199.33,0C98,4920.63,07,32.63,00,0,01,4.66,00,0,36,251.7,A4,4.17,0816,-61.71,A3,12.56
220,0679,4.3,063C,11.07,0763,-21.67,0701,-10.79,05ED,19.84,05AB,2214.59,0BF8,4676.43,034B,1286.63,04E5,1912.39,0CA3,4937.42,02,9.32,04,18.64,01,4.66,00,0,31,228.39,A4,4.17,0814,-55.85,A3,12.56
230,067F,3.63,063E,10.85,0761,-21.45,0704,-11.13,05E1,21.17,03FF,1561.36,0C95,4916.06,034A,1285.1,0517,1988.71,0C26,4746.64,03,13.98,09,41.95,01,4.66,00,0,3E,288.99,A5,4.2,0813,-52.92,A2,12.94
240,0683,3.19,063F,10.74,0762,-21.56,0707,-11.46,05D7,22.28,0394,1398.05,0C72,4862.64,034B,1286.63,0550,2075.7,0BFB,4681.01,03,13.98,0A,46.61,01,4.66,00,0,3F,293.65,A4,4.17,0813,-52.92,A2,12.94
250,0689,2.52,0642,10.4,0763,-21.67,0703,-11.01,05D0,23.05,0369,1332.42,0BF9,4677.96,034C,1288.16,0553,2080.28,0C12,4716.12,02,9.32,07,32.63,01,4.66,00,0,34,242.38,A4,4.17,0816,-61.71,A3,12.56
260,068F,1.86,0644,10.18,0764,-21.78,070C,-12.01,05CC,23.5,0363,1323.26,0BCB,4607.75,0355,1301.89,0523,2007.02,0BE4,4645.91,03,13.98,05,23.31,01,4.66,00,0,27,181.78,A4,4.17,07FA,20.29,A3,12.56
270,0693,1.41,0648,9.74,0764,-21.78,070E,-12.24,05CE,23.28,0364,1324.79,0BCF,4613.86,0377,1353.79,03B8,1452.99,0BDF,4638.28,03,13.98,07,32.63,01,4.66,00,0,0E,65.26,A3,4.15,07D7,122.78,A3,12.56
280,0696,1.08,064A,9.52,0765,-21.89,0710,-12.46,05D1,22.94,0363,1323.26,0B51,4421.55,03C6,1474.36,0391,1393.47,0BD0,4615.38,03,13.98,09,41.95,01,4.66,00,0,01,4.66,A3,4.15,07CB,157.92,A3,12.56
290,069C,0.42,064B,9.4,0763,-21.67,0711,-12.57,05DC,21.72,0364,1324.79,0D7A,5265.57,0BDF,4638.28,0379,1356.84,099E,3757.63,03,13.98,09,41.95,09,41.95,00,0,01,4.66,A3,4.15,07F7,29.07,A3,12.56
300,069F,0.08,0647,9.85,075E,-21.11,0711,-12.57,05E4,20.83,0366,1327.84,0BEF,4662.7,0BDA,4630.65,0366,1327.84,0557,2086.39,03,13.98,2F,219.07,12,83.9,00,0,01,4.66,A4,4.17,082D,-129.06,A3,12.56
310,06A4,-0.47,0642,10.4,0759,-20.56,0712,-12.68,05EA,20.17,037A,1358.36,0D6C,5244.2,0D56,5210.62,0361,1320.21,052D,2022.28,03,13.98,28,186.44,13,88.56,00,0,01,4.66,A4,4.17,082C,-126.13,A3,12.56
320,06A9,-1.03,0639,11.4,0756,-20.23,0714,-12.9,05F1,19.39,03DB,1506.41,0D89,5288.46,0D72,5253.36,0361,1320.21,05CC,2264.96,03,13.98,29,191.11,0F,69.92,00,0,01,4.66,A4,4.17,0826,-108.56,A3,12.56
330,06AE,-1.58,0626,13.51,0754,-20,0717,-13.23,05FA,18.39,0A5B,4046.09,0D5A,5216.73,0D31,5154.15,0362,1321.73,096C,3681.32,03,13.98,3D,284.33,07,32.63,00,0,01,4.66,A5,4.2,081D,-82.21,A3,12.56
340,06B1,-1.91,061A,14.84,0754,-20,0716,-13.12,0600,17.73,0D73,5254.88,0D89,5288.46,0D59,5215.2,0360,1318.68,09FB,3899.57,0A,46.61,26,177.12,04,18.64,00,0,01,4.66,A4,4.17,0817,-64.64,A3,12.56
350,06B0,-1.8,060E,16.17,0754,-20,0717,-13.23,0607,16.95,0DA8,5335.78,0D9F,5322.04,0D7A,5265.57,0362,1321.73,0A37,3991.15,24,167.8,12,83.9,03,13.98,00,0,01,4.66,A4,4.17,0818,-67.57,A3,12.56
360,06AA,-1.14,0604,17.28,0755,-20.11,0717,-13.23,060C,16.4,0DCC,5390.72,0DA0,5323.57,0D97,5309.83,0376,1352.26,0A41,4006.41,32,233.06,02,9.32,03,13.98,00,0,01,4.66,A4,4.17,0814,-55.85,A3,12.56
370,06A0,-0.03,05F9,18.5,0755,-20.11,0718,-13.35,0612,15.73,0DEF,5444.14,0D81,5276.25,0DBB,5364.77,03CE,1486.57,0A47,4015.57,37,256.36,00,0,03,13.98,00,0,01,4.66,A4,4.17,080E,-38.28,A3,12.56
380,0693,1.41,05FA,18.39,0755,-20.11,0716,-13.12,0617,15.17,0DF1,5447.19,0D55,5209.1,0DB4,5354.09,05BA,2237.48,0A6F,4076.62,35,247.04,00,0,02,9.32,00,0,01,4.66,A4,4.17,0813,-52.92,A3,12.56
390,067F,3.63,05FB,18.28,0755,-20.11,0717,-13.23,061C,14.62,0DEA,5436.51,0D0D,5099.21,0C91,4909.95,0977,3698.11,0AF0,4273.5,37,256.36,00,0,01,4.66,00,0,01,4.66,A4,4.17,0813,-52.92,A3,12.56
400,066F,5.41,0600,17.73,0757,-20.34,0718,-13.35,061F,14.29,0DDF,5419.72,0CB5,4964.9,03B8,1452.99,0A30,3980.46,0C74,4865.69,37,256.36,00,0,01,4.66,00,0,01,4.66,A4,4.17,0816,-61.71,A3,12.56
410,065F,7.18,0607,16.95,075A,-20.67,071C,-13.79,0622,13.95,0DC8,5384.62,0C43,4790.9,037E,1364.47,09C2,3812.58,0D48,5189.26,37,256.36,00,0,01,4.66,00,0,01,4.66,A4,4.17,0813,-52.92,A3,12.56
420,0651,8.74,0610,15.95,075B,-20.78,0718,-13.35,0620,14.18,0DB7,5358.67,0BD1,4616.91,035C,1312.58,0763,2886.14,0D82,5277.78,35,247.04,00,0,01,4.66,00,0,04,18.64,A5,4.2,0815,-58.78,A3,12.56
430,063F,10.74,0619,14.95,075C,-20.89,071D,-13.9,0619,14.95,0DB4,5354.09,0B34,4377.29,0360,1318.68,0571,2126.07,0D95,5306.78,2A,195.77,00,0,01,4.66,01,4.66,09,41.95,A5,4.2,0813,-52.92,A3,12.56
440,0635,11.85,061F,14.29,075E,-21.11,071F,-14.12,0611,15.84,0D96,5308.3,0AFA,4288.77,0358,1306.47,0C8B,4900.79,0D8B,5291.51,25,172.46,00,0,01,4.66,00,0,0D,60.59,A4,4.17,0810,-44.14,A3,12.56
450,062F,12.51,0626,13.51,075E,-21.11,071E,-14.01,0604,17.28,0D73,5254.88,0AAA,4166.67,0350,1294.26,0D4B,5193.83,0D64,5231.99,1F,144.49,00,0,02,9.32,04,18.64,14,93.22,A5,4.2,0814,-55.85,A3,12.56
460,062D,12.73,0629,13.18,075F,-21.22,071F,-14.12,05FC,18.17,0D5D,5221.31,0A6B,4070.51,034F,1292.74,0D4F,5199.94,0D5A,5216.73,15,97.88,00,0,01,4.66,0C,55.93,17,107.21,A4,4.17,0811,-47.07,A3,12.56
470,062E,12.62,0631,12.29,0760,-21.34,0719,-13.46,05E9,20.28,0C32,4764.96,0803,3130.34,034F,1292.74,0D72,5253.36,0D68,5238.1,03,13.98,00,0,01,4.66,22,158.48,11,79.24,A4,4.17,0814,-55.85,A3,12.56
480,0633,12.07,0635,11.85,075F,-21.22,0713,-12.79,05DC,21.72,0928,3577.53,0452,1688.03,0354,1300.37,0DC3,5376.98,0D9D,5318.99,03,13.98,00,0,01,4.66,2F,219.07,05,23.31,A5,4.2,0814,-55.85,A3,12.56
490,063D,10.96,063B,11.18,0760,-21.34,070C,-12.01,05D0,23.05,040F,1585.78,03D1,1491.15,0372,1346.15,0DF9,5459.4,0D8A,5289.99,03,13.98,00,0,01,4.66,32,233.06,02,9.32,A4,4.17,0816,-61.71,A3,12.56
500,0646,9.96,0643,10.29,0760,-21.34,0703,-11.01,05CA,23.72,0387,1378.21,03FC,1556.78,03FB,1555.25,0DEE,5442.61,0D4A,5192.31,03,13.98,00,0,01,4.66,31,228.39,01,4.66,A5,4.2,0817,-64.64,A3,12.56
510,064E,9.07,0644,10.18,0762,-21.56,06FB,-10.13,05CB,23.61,036B,1335.47,072F,2806.78,0A39,3994.2,0DB9,5361.72,0CCE,5003.05,03,13.98,00,0,01,4.66,32,233.06,01,4.66,A4,4.17,0817,-64.64,A3,12.56
520,065A,7.74,064B,9.4,0761,-21.45,06F6,-9.57,05D0,23.05,0365,1326.31,0A28,3968.25,0B89,4507.02,0BE9,4653.54,0B85,4500.92,03,13.98,00,0,01,4.66,2C,205.09,01,4.66,A4,4.17,0805,-11.93,A3,12.56
530,0664,6.63,0653,8.52,0764,-21.78,06F6,-9.57,05DC,21.72,0367,1329.37,0A17,3942.31,0C25,4745.12,0B9D,4537.55,0A84,4108.67,03,13.98,00,0,01,4.66,0D,60.59,02,9.32,A3,4.15,07C0,190.13,A3,12.56
540,066C,5.74,0657,8.07,0764,-21.78,06F9,-9.91,05E3,20.95,0373,1347.68,0BBA,4581.81,0B7C,4487.18,03A9,1430.1,0B20,4346.76,03,13.98,03,13.98,01,4.66,00,0,01,4.66,A3,4.15,07C5,175.49,A3,12.56
550,0670,5.3,0655,8.29,0763,-21.67,06FC,-10.24,05EA,20.17,03B2,1443.83,0D77,5260.99,0B10,4322.34,0372,1346.15,0A40,4004.88,03,13.98,22,158.48,01,4.66,00,0,01,4.66,A3,4.15,07EE,55.43,A3,12.56
560,0674,4.85,0650,8.85,0762,-21.56,06FF,-10.57,05F1,19.39,05E9,2309.22,0C94,4914.53,0BC6,4600.12,036D,1338.52,0C54,4816.85,02,9.32,3E,288.99,01,4.66,00,0,03,13.98,A5,4.2,0821,-93.92,A3,12.56
570,067A,4.19,0648,9.74,0763,-21.67,0702,-10.9,05F6,18.84,0AAF,4174.3,0D65,5233.52,0BE9,4653.54,036F,1341.58,0CCA,4996.95,03,13.98,39,265.68,01,4.66,00,0,01,4.66,A5,4.2,081A,-73.42,A3,12.56
580,067C,3.97,063B,11.18,0763,-21.67,0703,-11.01,05FB,18.28,0BBB,4583.33,0D82,5277.78,0C1F,4735.96,0378,1355.31,0CB2,4960.32,03,13.98,37,256.36,01,4.66,00,0,01,4.66,A5,4.2,0816,-61.71,A3,12.56
590,0680,3.52,062B,12.96,0763,-21.67,0706,-11.35,0601,17.62,0C55,4818.38,0D7E,5271.67,0C5F,4833.64,038A,1382.78,0BEC,4658.12,03,13.98,37,256.36,01,4.66,00,0,01,4.66,A4,4.17,0812,-50,A3,12.56
600,0684,3.08,061D,14.51,0762,-21.56,0707,-11.46,0607,16.95,0D3C,5170.94,0D7C,5268.62,0D38,5164.84,03A4,1422.47,0B84,4499.39,04,18.64,34,242.38,02,9.32,00,0,01,4.66,A5,4.2,080F,-41.21,A3,12.56
610,0683,3.19,0610,15.95,0760,-21.34,0708,-11.57,060D,16.28,0D8B,5291.51,0D94,5305.25,0D84,5280.83,03E5,1521.67,0B7D,4488.71,0E,65.26,1C,130.51,0C,55.93,00,0,01,4.66,A4,4.17,0810,-44.14,A3,12.56
620,0681,3.41,0604,17.28,075A,-20.67,0708,-11.57,0612,15.73,0DBB,5364.77,0DA2,5326.62,0DB7,5358.67,0565,2107.75,0B6F,4467.34,16,102.54,08,37.29,17,107.21,00,0,01,4.66,A5,4.2,0813,-52.92,A3,12.56
630,0679,4.3,05F5,18.95,0750,-19.56,070A,-11.79,0618,15.06,0DD9,5410.56,0D8F,5297.62,0DD7,5407.51,08B4,3400.49,0B5F,4442.92,1F,144.49,00,0,22,158.48,00,0,01,4.66,A4,4.17,0811,-47.07,A3,12.56
640,0671,5.19,05EF,19.61,074C,-19.12,070B,-11.9,061B,14.73,0E09,5483.82,0D7C,5268.62,0E18,5506.72,097D,3707.26,0B6B,4461.23,0F,69.92,00,0,20,149.16,00,0,01,4.66,A4,4.17,0814,-55.85,A3,12.56
650,0661,6.96,05EB,20.06,0745,-18.34,070D,-12.12,0620,14.18,0DE4,5427.35,0D42,5180.1,0DD9,5410.56,09E9,3872.1,0BB7,4577.23,25,172.46,00,0,1A,121.19,00,0,01,4.66,A4,4.17,0815,-58.78,A3,12.56
660,0652,8.63,05E9,20.28,0744,-18.23,070D,-12.12,0624,13.73,0DDE,5418.19,0D01,5080.89,0DC7,5383.09,0A1F,3954.52,0BFA,4679.49,26,177.12,00,0,0D,60.59,00,0,01,4.66,A4,4.17,0812,-50,A3,12.56
670,0642,10.4,05ED,19.84,0746,-18.45,070F,-12.35,0628,13.29,0DB9,5361.72,0C88,4896.21,0D5D,5221.31,0ABA,4191.09,0C39,4775.64,34,242.38,00,0,02,9.32,00,0,01,4.66,A4,4.17,0810,-44.14,A3,12.56
680,0633,12.07,05F4,19.06,0749,-18.78,0711,-12.57,062D,12.73,0D9C,5317.46,0BC5,4598.6,0446,1669.72,0C3D,4781.75,0D13,5108.36,34,242.38,00,0,02,9.32,00,0,01,4.66,A5,4.2,0812,-50,A3,12.56
690,0624,13.73,05FC,18.17,074D,-19.23,0711,-12.57,062D,12.73,0DAB,5340.35,0BA2,4545.18,0374,1349.21,0D82,5277.78,0D83,5279.3,29,191.11,00,0,01,4.66,07,32.63,05,23.31,A5,4.2,0810,-44.14,A3,12.56
700,0618,15.06,0605,17.17,074E,-19.34,070F,-12.35,0628,13.29,0DBA,5363.25,0B73,4473.44,035A,1309.52,0DB4,5354.09,0DA8,5335.78,15,97.88,00,0,01,4.66,18,111.87,07,32.63,A5,4.2,080E,-38.28,A3,12.56
710,060D,16.28,060D,16.28,0751,-19.67,0709,-11.68,061F,14.29,0DB6,5357.14,0B36,4380.34,0359,1308,0DDF,5419.72,0DC4,5378.51,05,23.31,00,0,01,4.66,29,191.11,05,23.31,A5,4.2,0810,-44.14,A3,12.56
720,0607,16.95,0615,15.4,0753,-19.89,0701,-10.79,0615,15.4,0D82,5277.78,0AF7,4284.19,0366,1327.84,0E1F,5517.4,0DD2,5399.88,03,13.98,00,0,01,4.66,2F,219.07,02,9.32,A4,4.17,0812,-50,A3,12.56
730,0608,16.84,0620,14.18,0755,-20.11,06F1,-9.02,0606,17.06,0C99,4922.16,0ABD,4195.67,0715,2767.09,0E45,5575.4,0DB7,5358.67,03,13.98,00,0,01,4.66,2A,195.77,01,4.66,A5,4.2,0811,-47.07,A3,12.56
740,0611,15.84,0628,13.29,0755,-20.11,06E3,-7.46,0600,17.73,03B9,1454.52,0AC9,4213.98,0BF0,4664.22,0E40,5567.77,0D98,5311.36,03,13.98,00,0,01,4.66,29,191.11,01,4.66,A5,4.2,0813,-52.92,A3,12.56
750,061C,14.62,062F,12.51,0756,-20.23,06D5,-5.91,05FD,18.06,0376,1352.26,0AFF,4296.4,0C8D,4903.85,0E02,5473.14,0D73,5254.88,03,13.98,00,0,01,4.66,3A,270.34,01,4.66,A4,4.17,0816,-61.71,A3,12.56
760,0626,13.51,0638,11.51,0756,-20.23,06CD,-5.02,05FD,18.06,037E,1364.47,0B4B,4412.39,0CD5,5013.74,0E0C,5488.4,0D4E,5198.41,03,13.98,00,0,02,9.32,30,223.73,01,4.66,A5,4.2,0816,-61.71,A3,12.56
770,0631,12.29,063B,11.18,0757,-20.34,06C2,-3.8,05FF,17.84,03C7,1475.89,0B9A,4532.97,0CEF,5053.42,0DD9,5410.56,0D39,5166.36,03,13.98,00,0,01,4.66,2F,219.07,01,4.66,A4,4.17,0815,-58.78,A3,12.56
780,063A,11.29,0640,10.63,0758,-20.45,06BE,-3.36,0601,17.62,074B,2849.51,0BED,4659.65,0CC9,4995.42,0D28,5140.42,0D0C,5097.68,03,13.98,00,0,01,4.66,2C,205.09,06,27.97,A4,4.17,0813,-52.92,A3,12.56
790,0644,10.18,0646,9.96,0758,-20.45,06C0,-3.58,0603,17.39,0AA7,4162.09,0BB4,4572.65,0B98,4529.91,0BD1,4616.91,0BDC,4633.7,03,13.98,01,4.66,01,4.66,0D,60.59,18,111.87,A4,4.17,07F4,37.86,A3,12.56
800,064D,9.18,064A,9.52,0758,-20.45,06C6,-4.25,0605,17.17,0B51,4421.55,0BC7,4601.65,0B98,4529.91,04C4,1862.03,0BE2,4642.86,03,13.98,07,32.63,01,4.66,00,0,1E,139.83,A4,4.17,07F3,40.78,A3,12.56
810,0653,8.52,0649,9.63,0757,-20.34,06CC,-4.91,0606,17.06,0BB5,4574.18,0CDC,5024.42,0C80,4884,0390,1391.94,0CD6,5015.26,03,13.98,1F,144.49,01,4.66,00,0,15,97.88,A5,4.2,080D,-35.35,A3,12.56
820,0656,8.18,0647,9.85,0757,-20.34,06D0,-5.36,0606,17.06,0BE1,4641.33,0D38,5164.84,0CCF,5004.58,03CE,1486.57,0D22,5131.26,03,13.98,24,167.8,01,4.66,00,0,0D,60.59,A4,4.17,080C,-32.43,A3,12.56
830,065D,7.41,063B,11.18,0756,-20.23,06D6,-6.02,0604,17.28,0C35,4769.54,0D79,5264.04,0CFA,5070.21,087F,3319.6,0D51,5202.99,03,13.98,2D,209.75,01,4.66,00,0,05,23.31,A5,4.2,0809,-23.64,A3,12.56
840,0661,6.96,062A,13.07,0757,-20.34,06D9,-6.35,0606,17.06,0C7F,4882.48,0D87,5285.41,0D17,5114.47,0AF8,4285.71,0D16,5112.94,03,13.98,2B,200.43,01,4.66,00,0,01,4.66,A4,4.17,080B,-29.5,A3,12.56
850,0663,6.74,061D,14.51,0757,-20.34,06DC,-6.69,0609,16.73,0CA7,4943.53,0D5E,5222.83,0CFF,5077.84,0B5C,4438.34,0C23,4742.06,03,13.98,3B,275,01,4.66,00,0,01,4.66,A4,4.17,0808,-20.71,A3,12.56
860,0666,6.41,0610,15.95,0754,-20,06DF,-7.02,060F,16.06,0CC5,4989.32,0D97,5309.83,0D80,5274.73,0BA4,4548.23,0C17,4723.75,03,13.98,21,153.82,0E,65.26,00,0,01,4.66,A5,4.2,080B,-29.5,A3,12.56
870,066A,5.96,0602,17.51,074B,-19,06E1,-7.24,0614,15.51,0D08,5091.58,0DAF,5346.46,0DB7,5358.67,0BDD,4635.23,0C14,4719.17,03,13.98,09,41.95,23,163.14,00,0,01,4.66,A4,4.17,080A,-26.57,A3,12.56
880,0669,6.08,05F4,19.06,0740,-17.78,06E3,-7.46,0619,14.95,0DAA,5338.83,0DA1,5325.09,0E55,5599.82,0C09,4702.38,0C17,4723.75,03,13.98,00,0,2A,195.77,00,0,01,4.66,A5,4.2,080F,-41.21,A3,12.56
890,0667,6.3,05E9,20.28,0734,-16.45,06E4,-7.57,061E,14.4,0DEC,5439.56,0D7B,5267.09,0E87,5676.13,0C2B,4754.27,0C28,4749.69,03,13.98,00,0,2A,195.77,00,0,01,4.66,A4,4.17,080C,-32.43,A3,12.56
900,065D,7.41,05E2,21.06,0728,-15.12,06E5,-7.69,0621,14.07,0E07,5480.77,0D45,5184.68,0E7B,5657.81,0C49,4800.06,0C41,4787.85,03,13.98,00,0,2A,195.77,00,0,01,4.66,A5,4.2,080D,-35.35,A3,12.56
910,0652,8.63,05E2,21.06,071E,-14.01,06E7,-7.91,0624,13.73,0E0E,5491.45,0CEB,5047.31,0E60,5616.61,0C65,4842.8,0C62,4838.22,03,13.98,00,0,2A,195.77,00,0,01,4.66,A5,4.2,080D,-35.35,A3,12.56
920,0642,10.4,05E6,20.61,0718,-13.35,06E9,-8.13,0627,13.4,0E00,5470.09,0C29,4751.22,0E18,5506.72,0C89,4897.74,0C85,4891.64,07,32.63,00,0,26,177.12,00,0,01,4.66,A5,4.2,0807,-17.78,A3,12.56
930,0630,12.4,05ED,19.84,0716,-13.12,06EA,-8.24,062B,12.96,0DDC,5415.14,0BDF,4638.28,0DDE,5418.19,0D56,5210.62,0CAB,4949.63,17,107.21,00,0,1A,121.19,00,0,01,4.66,A5,4.2,0809,-23.64,A3,12.56
940,0619,14.95,05F9,18.5,071A,-13.57,06E8,-8.02,062E,12.62,0D98,5311.36,0BCF,4613.86,0D64,5231.99,0D82,5277.78,0CDC,5024.42,2D,209.75,00,0,02,9.32,0E,65.26,01,4.66,A4,4.17,0808,-20.71,A3,12.56
950,060A,16.62,0604,17.28,0721,-14.34,06E5,-7.69,0630,12.4,0D9A,5314.41,0BBF,4589.44,03B2,1443.83,0D8F,5297.62,0D2A,5143.47,22,158.48,00,0,01,4.66,1A,121.19,01,4.66,A4,4.17,0808,-20.71,A3,12.56
960,05FD,18.06,060A,16.62,0725,-14.79,06DF,-7.02,062E,12.62,0DAF,5346.46,0BAE,4563.49,036E,1340.05,0DC1,5373.93,0D94,5305.25,0C,55.93,00,0,01,4.66,24,167.8,03,13.98,A5,4.2,0808,-20.71,A3,12.56
970,05F2,19.28,0613,15.62,072A,-15.34,06DA,-6.46,0629,13.18,0DA5,5331.2,0BA3,4546.7,050A,1968.86,0DE5,5428.88,0DBE,5369.35,04,18.64,00,0,02,9.32,29,191.11,04,18.64,A4,4.17,080C,-32.43,A3,12.56
