Time Stamp,Tpy (raw),Tpy (°C),Tpx (raw),Tpx (°C),Tmz (raw),Tmz (°C),Tmx (raw),Tmx (°C),Tpz (raw),Tpz (°C),Vpy (raw),Vpy (mV),Vpx (raw),Vpx (mV),Vmz (raw),Vmz (mV),Vmx (raw),Vmx (mV),Vpz (raw),Vpz (mV),Ipy (raw),Ipy (mA),Ipx (raw),Ipx (mA),Imz (raw),Imz (mA),Imx (raw),Imx (mA),Ipz (raw),Ipz (mA),Vbat (raw),Vbat (V),Ibatt(raw),Ibatt(mA),Tbatt raw),Tbatt (℃)
0,06EA,-8.24,06FA,-10.02,071B,-13.68,06DB,-6.58,06C1,-3.69,0371,1344.63,033C,1263.74,0335,1253.05,0362,1321.73,0362,1321.73,00,0,00,0,01,4.66,02,9.32,01,4.66,9C,3.97,07BC,201.84,AF,7.96
5,06EB,-8.35,06FC,-10.24,071C,-13.79,06DB,-6.58,06C1,-3.69,0371,1344.63,033C,1263.74,0335,1253.05,0362,1321.73,0362,1321.73,00,0,00,0,01,4.66,02,9.32,01,4.66,9C,3.97,07AE,242.84,AF,7.96
10,06EC,-8.46,06FE,-10.46,071D,-13.9,06DC,-6.69,06C2,-3.8,0371,1344.63,033D,1265.26,0335,1253.05,0362,1321.73,0362,1321.73,00,0,00,0,01,4.66,02,9.32,01,4.66,9C,3.97,07AE,242.84,AF,7.96
15,06ED,-8.57,06FE,-10.46,071D,-13.9,06DB,-6.58,06C3,-3.91,0371,1344.63,033C,1263.74,0334,1251.53,0361,1320.21,0362,1321.73,01,4.66,00,0,01,4.66,02,9.32,01,4.66,9C,3.97,07B0,236.98,AF,7.96
20,06EF,-8.8,06FF,-10.57,071F,-14.12,06DC,-6.69,06C3,-3.91,0371,1344.63,033C,1263.74,0335,1253.05,0362,1321.73,0362,1321.73,01,4.66,00,0,01,4.66,02,9.32,01,4.66,9C,3.97,07AF,239.91,AF,7.96
25,06F1,-9.02,0701,-10.79,071F,-14.12,06DC,-6.69,06C4,-4.02,0371,1344.63,033C,1263.74,0334,1251.53,0362,1321.73,0362,1321.73,00,0,00,0,01,4.66,02,9.32,01,4.66,9C,3.97,07B0,236.98,AF,7.96
30,06F1,-9.02,0701,-10.79,0720,-14.23,06DC,-6.69,06C5,-4.13,0372,1346.15,033C,1263.74,0334,1251.53,0361,1320.21,0362,1321.73,00,0,00,0,01,4.66,02,9.32,01,4.66,9C,3.97,07AD,245.77,AF,7.96
35,06F1,-9.02,0701,-10.79,0720,-14.23,06DC,-6.69,06C5,-4.13,0372,1346.15,033C,1263.74,0334,1251.53,0361,1320.21,0362,1321.73,00,0,00,0,01,4.66,02,9.32,01,4.66,9C,3.97,07AD,245.77,AF,7.96
40,06F4,-9.35,0704,-11.13,0722,-14.45,06DD,-6.8,06C7,-4.36,0370,1343.1,033C,1263.74,0334,1251.53,0361,1320.21,0362,1321.73,00,0,00,0,01,4.66,02,9.32,01,4.66,9C,3.97,07AF,239.91,AF,7.96
45,06F6,-9.57,0706,-11.35,0723,-14.57,06DD,-6.8,06C7,-4.36,0371,1344.63,033C,1263.74,0334,1251.53,0361,1320.21,0362,1321.73,00,0,00,0,01,4.66,02,9.32,01,4.66,9C,3.97,07AE,242.84,AF,7.96
50,06F6,-9.57,0706,-11.35,0724,-14.68,06DE,-6.91,06C8,-4.47,0371,1344.63,033B,1262.21,0334,1251.53,0361,1320.21,0362,1321.73,00,0,00,0,01,4.66,02,9.32,01,4.66,9C,3.97,07AC,248.7,AF,7.96
55,06F6,-9.57,0708,-11.57,0724,-14.68,06DD,-6.8,06C9,-4.58,0371,1344.63,033B,1262.21,0334,1251.53,0361,1320.21,0361,1320.21,00,0,00,0,01,4.66,02,9.32,01,4.66,9C,3.97,07AE,242.84,AF,7.96
60,06F9,-9.91,070A,-11.79,0726,-14.9,06DF,-7.02,06C9,-4.58,0371,1344.63,033C,1263.74,0334,1251.53,0361,1320.21,0361,1320.21,00,0,00,0,01,4.66,02,9.32,01,4.66,9C,3.97,07A9,257.48,AF,7.96
65,06FB,-10.13,070A,-11.79,0726,-14.9,06DF,-7.02,06CB,-4.8,0371,1344.63,033B,1262.21,0333,1250,0362,1321.73,0361,1320.21,00,0,00,0,01,4.66,02,9.32,01,4.66,9C,3.97,07A5,269.2,AF,7.96
70,06FC,-10.24,070C,-12.01,0728,-15.12,06DD,-6.8,06CB,-4.8,0371,1344.63,033B,1262.21,0333,1250,0361,1320.21,0361,1320.21,00,0,00,0,01,4.66,02,9.32,01,4.66,9B,3.94,07A8,260.41,AF,7.96
75,06FB,-10.13,070C,-12.01,0727,-15.01,06DE,-6.91,06CB,-4.8,0371,1344.63,033B,1262.21,0333,1250,0361,1320.21,0361,1320.21,00,0,00,0,01,4.66,02,9.32,01,4.66,9C,3.97,079D,292.62,AF,7.96
80,06FD,-10.35,070E,-12.24,0729,-15.23,06E0,-7.13,06CD,-5.02,0371,1344.63,033B,1262.21,0334,1251.53,0361,1320.21,0361,1320.21,00,0,00,0,01,4.66,02,9.32,01,4.66,9B,3.94,07AA,254.55,AF,7.96
85,06FE,-10.46,070E,-12.24,0729,-15.23,06DF,-7.02,06CD,-5.02,0370,1343.1,033B,1262.21,0333,1250,0361,1320.21,0361,1320.21,00,0,00,0,01,4.66,02,9.32,01,4.66,9C,3.97,07A5,269.2,AF,7.96
